,id,TotalPop,PopDevPct,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
113,24,235671,-0.01137831,0.5370587,0.45139183,0.68110165,0.31889835,0.0524017,0.16207478,0.0038857,0.05874232,0.05084542,199192,0.08566687,White
114,25,236382,-0.00839572,0.62545966,0.36120155,0.46968579,0.53031421,0.10348861,0.33690228,0.00423027,0.05504271,0.05423929,182967,0.26425811,Minority
115,26,240240,0.00778829,0.54982216,0.43947225,0.66405456,0.33594544,0.05584415,0.20316579,0.00367848,0.04650206,0.03458607,191927,0.11034990999999994,White
116,27,238960,0.00241879,0.4457184,0.54570386,0.802686,0.197314,0.02445488,0.07412041,0.00204259,0.07945667,0.01493132,195830,-0.09998546000000003,White
117,28,235928,-0.01030021,0.44215699,0.5469352,0.66539592,0.33460408,0.05767347,0.20878398,0.00382805,0.04144508,0.03120886,189914,-0.10477820999999993,White
118,29,235748,-0.0110553,0.37365011,0.61827625,0.77124158,0.22875842,0.03243577,0.10945854,0.00329129,0.0641287,0.02160216,184426,-0.24462614,White
119,30,238609,0.00094637,0.34420224,0.64785016,0.81822523,0.18177477,0.02449583,0.08330349,0.002964,0.04672844,0.02145397,192645,-0.30364791999999996,White
120,1,1017943,0.03021708,0.71114949,0.25520911,0.66082565,0.33917435,0.02589583,0.20294187,0.006562,0.0632511,0.05059015,820634,0.45594038000000003,White
121,2,993302,0.00527897,0.58631324,0.38343751,0.44805754,0.55194246,0.09003666,0.27387747,0.01245241,0.16282897,0.03928067,780893,0.20287572999999998,Minority
122,3,1028226,0.04062407,0.39508705,0.57604251,0.69627497,0.30372503,0.02659616,0.15527795,0.00687943,0.0711593,0.05137159,802973,-0.18095545999999996,White
123,4,980877,-0.00729585,0.49273633,0.47530273,0.67815326,0.32184674,0.05103081,0.13982294,0.00861915,0.09278035,0.03761778,773278,0.017433599999999994,White
124,5,982095,-0.00606316,0.63302238,0.33074471,0.34474889,0.65525111,0.13664342,0.24607807,0.02302341,0.24859142,0.0359013,748803,0.30227767,Minority
125,6,948557,-0.04000555,0.82147634,0.13239761,0.31401789,0.68598211,0.16566408,0.24695575,0.01407575,0.26048546,0.0313782,767348,0.6890787300000001,Minority
126,7,952133,-0.03638644,0.65726841,0.30293048,0.35641605,0.64358395,0.0440596,0.14808686,0.01165196,0.43699391,0.01964746,735413,0.35433793,Asian
127,8,950847,-0.03768794,0.67317873,0.29438298,0.39196586,0.60803414,0.1180714,0.2820551,0.01165517,0.19083596,0.03217531,738299,0.37879574999999993,Minority
128,9,970418,-0.01788096,0.70689502,0.25118278,0.32764555,0.67235445,0.02579285,0.12956938,0.0065856,0.50532615,0.01499443,773354,0.45571224000000005,Asian
129,10,969722,-0.01858535,0.65491753,0.31027792,0.29378222,0.70621778,0.03590472,0.33430112,0.00804508,0.32729258,0.03248705,756363,0.34463961,Hispanic
130,11,954586,-0.03390386,0.79684224,0.1622714,0.3836205,0.6163795,0.06264009,0.15456508,0.00774968,0.38732408,0.01963623,826228,0.6345708400000001,Asian
131,12,957176,-0.03128263,0.74304046,0.22226872,0.45915031,0.54084969,0.02729068,0.25169324,0.01423788,0.23754693,0.02525278,764510,0.52077174,Minority
132,13,1034577,0.04705165,0.56394013,0.40637007,0.43976106,0.56023894,0.02895833,0.44326452,0.00714846,0.07047751,0.04496877,798354,0.15757005999999996,Hispanic
133,14,1035731,0.04821957,0.59525319,0.37497687,0.48604741,0.51395259,0.02564929,0.37400148,0.00491493,0.09825937,0.03484563,816085,0.22027631999999997,Minority
134,15,1008526,0.02068654,0.46524299,0.50884964,0.30958514,0.69041486,0.05536635,0.49600203,0.00416709,0.12452807,0.04085615,730245,-0.04360664999999997,Hispanic
135,16,959066,-0.02936984,0.50954164,0.46023792,0.26339331,0.73660669,0.08670311,0.4559994,0.01185938,0.18189546,0.04204127,696411,0.049303719999999995,Hispanic
136,17,957189,-0.03126947,0.38985275,0.58474303,0.5034505,0.4965495,0.03098127,0.36812005,0.00963731,0.06358543,0.04917124,730183,-0.19489028000000003,White
137,18,970887,-0.01740631,0.43703054,0.5371638,0.22892295,0.77107705,0.05292801,0.64820463,0.00362661,0.05731395,0.04105833,694037,-0.10013325999999995,Hispanic
138,19,972075,-0.01620398,0.33528005,0.64073779,0.51483054,0.48516946,0.05893418,0.34156239,0.00607343,0.05434003,0.04605248,729407,-0.30545774,White
139,20,1024355,0.0367064,0.51674888,0.45414275,0.29818407,0.70181593,0.12008605,0.49027946,0.00529005,0.08265643,0.03986714,761429,0.06260612999999998,Hispanic
140,21,1021977,0.03429972,0.60692631,0.36106622,0.30805673,0.69194327,0.05355759,0.48711845,0.00367408,0.14710295,0.03075554,807822,0.24586008999999998,Hispanic
141,22,1020408,0.03271181,0.56904103,0.39764615,0.19591674,0.80408326,0.03590226,0.32967958,0.00427931,0.43765115,0.02432151,823263,0.17139487999999997,Asian
142,23,1018937,0.03122307,0.65824634,0.31013527,0.60506974,0.39493026,0.04653528,0.1462836,0.005405,0.18624382,0.01772892,837558,0.34811107,White
143,24,1020101,0.0324011,0.68350867,0.2863494,0.60087172,0.39912828,0.06024854,0.17058213,0.00348549,0.15767256,0.01868075,860137,0.39715927000000006,White
144,25,1024779,0.03713551,0.74400735,0.22568788,0.13253849,0.86746151,0.29185007,0.4448194,0.00957996,0.12859622,0.03330329,803344,0.51831947,Hispanic
145,26,1020739,0.0330468,0.64718332,0.31965263,0.20990441,0.79009559,0.12197391,0.50190324,0.01078121,0.15881908,0.03637758,791284,0.32753069,Hispanic
146,27,1021633,0.03395158,0.58511067,0.38470772,0.12091843,0.87908157,0.0272767,0.68475014,0.00398162,0.16603261,0.0411753,795404,0.20040295000000008,Hispanic
147,28,1021783,0.03410339,0.73375612,0.22447894,0.15022274,0.84977726,0.04223573,0.69995114,0.00293043,0.10674745,0.04178193,804319,0.50927718,Hispanic
148,29,1024901,0.03725898,0.75062663,0.21211779,0.12463929,0.87536071,0.15049734,0.57620658,0.00293083,0.14884247,0.04186594,797044,0.53850884,Hispanic
149,30,1001068,0.01313861,0.50850723,0.46296241,0.23393924,0.76606076,0.10173015,0.57109893,0.00573953,0.08696184,0.03863883,735426,0.045544819999999986,Hispanic
150,31,996018,0.00802772,0.50213316,0.46847232,0.24660866,0.75339134,0.07421314,0.52233238,0.00570332,0.15024547,0.0359704,756928,0.03366083999999997,Hispanic
151,32,997600,0.00962879,0.5544423,0.42245068,0.33862265,0.66137735,0.08313753,0.50578868,0.00510008,0.06106696,0.03694899,760968,0.13199162000000003,Hispanic
152,33,996307,0.0083202,0.4146336,0.55751618,0.44217514,0.55782486,0.07290831,0.35955178,0.00864391,0.10817178,0.036364,748735,-0.14288258000000004,Minority
153,34,952970,-0.03553934,0.56414357,0.40506205,0.18822737,0.81177263,0.02631666,0.58951895,0.00594952,0.18980475,0.04130587,727790,0.15908152000000003,Hispanic
154,35,952627,-0.03588648,0.46742479,0.50386028,0.44944112,0.55055888,0.02143291,0.22287967,0.00810302,0.29024784,0.02262125,770824,-0.03643549000000007,Minority
155,36,951652,-0.03687324,0.495211,0.46752783,0.48087103,0.51912897,0.02652763,0.17960055,0.00522985,0.300361,0.01809269,753177,0.027683170000000035,Minority
156,37,953964,-0.03453336,0.50017796,0.47220187,0.54262523,0.45737477,0.0581608,0.25711951,0.00886377,0.11982091,0.03294302,740430,0.02797609000000001,White
157,38,955822,-0.03265295,0.50562242,0.46629006,0.57133997,0.42866003,0.03403824,0.26805582,0.00912714,0.10690426,0.02865367,754563,0.03933236000000001,White
158,39,952516,-0.03599882,0.65288278,0.31366999,0.56833589,0.43166411,0.0472517,0.1624952,0.00773968,0.20414777,0.0196071,789051,0.33921279,White
159,40,949347,-0.03920603,0.56349834,0.41065167,0.16508483,0.83491517,0.07937875,0.61258349,0.00972832,0.14306055,0.0344182,724791,0.15284666999999996,Hispanic
160,1,168122,0.01914816,0.46203008,0.51325188,0.5462583,0.4537417,0.02916791,0.37983234,0.00262106,0.01576458,0.05330002,130863,-0.051221799999999984,White
