,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct2,RepPct2,Margin2,Swing,R_Margin,R_Margin2,R_Swing,Majority
102,16,769853,0.39788905,0.59043724,0.78451184,0.21548816,0.05861161,0.11424615,0.00112505,0.02447286,0.0146871,650639,-0.19254819,0.43540692,0.55434189,-0.11893497,-0.07361322,-0.19089531542528732,-0.17133156657471266,-0.019563748850574637,White
103,17,768659,0.33707837,0.65306834,0.68797841,0.31202159,0.09101919,0.18633404,0.00123667,0.01840969,0.0166943,626681,-0.31598997,0.3883041,0.60315481,-0.21485071,-0.10113926,-0.31433709542528737,-0.2672473065747127,-0.04708978885057467,White
104,18,768527,0.37017014,0.61840139,0.60852946,0.39147054,0.133018,0.22248279,0.00169755,0.02373086,0.02112575,603813,-0.24823125,0.39734276,0.59042507,-0.19308231,-0.05514894,-0.24657837542528743,-0.2454789065747126,-0.0010994688505748043,White
105,19,768792,0.33205493,0.65696307,0.71397929,0.28602071,0.05241636,0.20106862,0.00106707,0.01953781,0.01314154,647565,-0.32490814,0.37159579,0.62080466,-0.24920887,-0.07569927,-0.3232552654252873,-0.30160546657471266,-0.021649798850574643,White
106,20,769818,0.39595197,0.59298647,0.69738334,0.30261666,0.12208756,0.1424043,0.00153819,0.02153936,0.01662192,630613,-0.1970345,0.42799352,0.56290895,-0.13491543,-0.06211907,-0.19538162542528742,-0.18731202657471258,-0.008069598850574823,White
107,21,769091,0.49903952,0.48820112,0.4534699,0.5465301,0.22769914,0.27993673,0.00188874,0.03497641,0.01781923,605694,0.0108384,0.56623782,0.42476808,0.14146974,-0.13063134,0.01249127457471267,0.08907314342528737,-0.07658186885057469,Minority
108,22,768932,0.50947982,0.47840276,0.64392941,0.35607059,0.13294168,0.15594447,0.00128812,0.04247628,0.00917488,632706,0.03107706,0.57040765,0.42217982,0.14822783,-0.11715077,0.03272993457471269,0.09583123342528742,-0.06310129885057472,White
109,23,769547,0.64433432,0.34453491,0.34688239,0.65311761,0.3950282,0.21126613,0.00188633,0.03113014,0.01125034,620781,0.29979941,0.6998991,0.29270532,0.40719378,-0.10739437,0.3014522845747126,0.3547971834252874,-0.05334489885057473,Black
110,24,769777,0.50846254,0.47804889,0.43134985,0.56865015,0.13603783,0.36880518,0.00176615,0.05829282,0.01260182,611499,0.03041365,0.57694334,0.41476559,0.16217775,-0.1317641,0.03206652457471266,0.10978115342528737,-0.0777146288505747,Minority
111,25,768681,0.68474535,0.30403673,0.09357731,0.90642269,0.50414504,0.39661845,0.00151832,0.02944018,0.0096155,601321,0.38070862,0.77419926,0.21838463,0.55581463,-0.17510601,0.3823614945747127,0.5034180334252873,-0.12105653885057463,Black
112,26,769697,0.48385395,0.50286909,0.27548481,0.72451519,0.08989668,0.60400509,0.00101413,0.0298736,0.00979015,637988,-0.01901514,0.56779167,0.42443988,0.14335179,-0.16236693,-0.017362265425287397,0.09095519342528734,-0.10831745885057473,Hispanic
113,27,769748,0.29856323,0.69339752,0.05737905,0.94262095,0.03597869,0.90690379,0.00068378,0.01516601,0.00588931,634709,-0.39483429,0.38284919,0.61090048,-0.22805129,-0.166783,-0.39318141542528734,-0.2804478865747126,-0.11273352885057472,Hispanic
114,28,768545,0.37577163,0.61486842,0.16275103,0.83724897,0.10917951,0.71675645,0.00098848,0.02292522,0.0118585,604967,-0.23909679,0.47322404,0.51918005,-0.04595601,-0.19314078,-0.2374439154252873,-0.09835260657471263,-0.13909130885057466,Hispanic
115,1,765246,0.44201594,0.55221272,0.58640905,0.41359095,0.30020116,0.0660615,0.00302585,0.03109015,0.01974745,591570,-0.11019678,0.45266883,0.53287546,-0.08020663,-0.02999015,-0.10854390542528734,-0.13260322657471257,0.024059321149425238,White
116,2,764575,0.54220999,0.45331784,0.43167619,0.56832381,0.4852552,0.05066403,0.00232214,0.02311605,0.01517288,588682,0.08889215,0.54962173,0.44076485,0.10885688,-0.01996473,0.09054502457471265,0.0564602834252874,0.034084741149425245,Black
117,3,764851,0.3249124,0.66962059,0.68246591,0.31753409,0.22812076,0.04772341,0.00102452,0.02195769,0.02012915,589543,-0.34470819,0.32571339,0.6627838,-0.33707041,-0.007637779999999927,-0.34305531542528733,-0.38946700657471267,0.04641169114942536,White
118,4,764860,0.80376581,0.18644363,0.25828271,0.74171729,0.57731238,0.09969496,0.00129023,0.06329497,0.01705331,585165,0.61732218,0.8144285,0.17470577,0.63972273,-0.02240055,0.6189750545747127,0.5873261334252874,0.03164892114942532,Black
119,5,765740,0.84501848,0.14561104,0.3277,0.6723,0.56381485,0.05831077,0.00130608,0.04719459,0.01290599,620177,0.69940744,0.85004146,0.13882522,0.71121624,-0.0118088,0.7010603145747126,0.6588196434252874,0.04224067114942522,Black
120,6,764960,0.49820851,0.48850242,0.60526808,0.39473192,0.12460938,0.09285489,0.00126139,0.16091976,0.01440995,577934,0.00970609,0.50529034,0.4801117,0.02517864,-0.01547255,0.011358964574712645,-0.027217956574712668,0.03857692114942531,White
121,7,764584,0.55283919,0.43425486,0.353272,0.646728,0.24712046,0.22853649,0.00162881,0.16730343,0.02171807,566671,0.11858433,0.56564526,0.42021164,0.14543362,-0.02684929,0.12023720457471267,0.0930370234252874,0.02720018114942526,Minority
122,8,764887,0.27865027,0.71830209,0.63054909,0.36945091,0.27583525,0.06888431,0.00122809,0.0115067,0.01673763,583834,-0.43965182,0.29805023,0.69349239,-0.39544216,-0.04420966,-0.4379989454252874,-0.44783875657471256,0.009839811149425191,White
123,9,765061,0.27059572,0.72227161,0.74504776,0.25495224,0.06964829,0.12863893,0.00110956,0.03185615,0.02576214,582211,-0.45167589,0.2659843,0.71842512,-0.45244082,0.0007649300000000525,-0.45002301542528733,-0.5048374165747127,0.05481440114942534,White
124,10,765810,0.28848348,0.70548347,0.76000461,0.23999539,0.12426643,0.06524359,0.00112164,0.02712961,0.0219604,599124,-0.41699999,0.29492509,0.69215468,-0.39722959,-0.0197704,-0.41534711542528735,-0.44962618657471265,0.03427907114942532,White
125,11,766095,0.60576761,0.38490242,0.44911561,0.55088439,0.35615187,0.13199774,0.00148806,0.04777991,0.02069427,592048,0.22086519,0.59686165,0.38788165,0.20898,0.01188519,0.22251806457471263,0.15658340342528737,0.06593466114942528,Minority
126,12,764584,0.46415867,0.53052613,0.52210334,0.47789666,0.38850878,0.04613013,0.00237491,0.03055693,0.01699917,586970,-0.06636746,0.47540988,0.51243795,-0.03702807,-0.02933939,-0.0647145854252874,-0.08942466657471267,0.024710081149425266,White
127,13,764909,0.7076192,0.2863495,0.27608558,0.72391442,0.592055,0.08916576,0.0014817,0.03870929,0.01770017,572989,0.4212697,0.68690861,0.30302531,0.3838833,0.0373864,0.42292257457471266,0.3314867034252874,0.09143587114942528,Black
128,14,765746,0.25465432,0.74007684,0.76592167,0.23407833,0.09689109,0.0988933,0.0010131,0.01303149,0.02826062,583356,-0.48542252,0.24967344,0.73818172,-0.48850828,0.00308576,-0.48376964542528733,-0.5409048765747126,0.057135231149425335,White
129,1,727502,0.59628087,0.38242165,0.31815095,0.68184905,0.02401282,0.09569419,0.28379491,0.4325984,0.03034013,568488,0.21385922,0.63551047,0.34131755,0.29419292,-0.0803337,0.2155120945747126,0.2417963234252874,-0.026284228850574777,Asian
130,2,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956681,0.63925874,0.34413213,0.29512661,-0.0455598,0.2512196845747126,0.24273001342528744,0.008489671149425192,Asian
131,1,797654,0.45335933,0.52824174,0.84415125,0.15584875,0.04889876,0.057581,0.00171609,0.02865315,0.01635614,618850,-0.07488241,0.48074682,0.49858009,-0.01783327,-0.05704914,-0.07322953542528736,-0.0702298665747126,-0.0029996688505747673,White
132,2,797263,0.44110637,0.54151042,0.88238909,0.11761091,0.0479242,0.03161814,0.00311657,0.01787408,0.01472832,616703,-0.10040405,0.46770209,0.51190883,-0.04420674,-0.05619731,-0.09875117542528737,-0.09660333657471261,-0.0021478388505747695,White
133,3,797716,0.50852961,0.473065,0.80843194,0.19156806,0.05343808,0.0678155,0.00331165,0.05102646,0.01529722,606646,0.03546461,0.53007685,0.4472327,0.08284415,-0.04737954,0.037117484574712596,0.03044755342528742,0.0066699311494251776,White
134,4,797736,0.2905163,0.69350561,0.88297165,0.11702835,0.01957875,0.06223187,0.00268957,0.01355477,0.0168316,607904,-0.40298931,0.31333445,0.66975347,-0.35641902,-0.04657029,-0.40133643542528735,-0.4088156165747126,0.007479181149425272,White
135,1,919790,0.25492336,0.71705501,0.83842998,0.16157002,0.00763589,0.09548865,0.00349319,0.0157484,0.03640963,688197,-0.46213165,0.27967484,0.69082806,-0.41115322,-0.05097843,-0.4604787754252874,-0.4635498165747126,0.003071041149425212,White
136,2,919316,0.35229869,0.6208007,0.7911343,0.2088657,0.01568142,0.12494133,0.00482706,0.03127566,0.02974122,688203,-0.26850201,0.38244403,0.5867675,-0.20432347,-0.06417854,-0.2668491354252873,-0.25672006657471264,-0.010129068850574664,White
137,1,753630,0.66140554,0.31185455,0.35632247,0.64367753,0.50079457,0.12043889,0.00098725,0.01949427,0.01480016,586480,0.34955099,0.72481617,0.26135252,0.46346365,-0.11391266,0.3512038645747126,0.4110670534252874,-0.05986318885057477,Black
138,2,753578,0.67606133,0.30681989,0.3539912,0.6460088,0.50120553,0.12666765,0.00093331,0.01279155,0.01633814,578585,0.36924144,0.71640499,0.27034459,0.4460604,-0.07681896,0.37089431457471267,0.3936638034252874,-0.022769488850574705,Black
139,3,753310,0.67495238,0.3006198,0.46446313,0.53553687,0.04876525,0.41412068,0.00172345,0.07259277,0.03162046,601699,0.37433258,0.72602927,0.2557019,0.47032737,-0.09599479,0.37598545457471266,0.41793077342528734,-0.041945318850574655,Minority
140,4,753750,0.62541291,0.35160116,0.26953643,0.73046357,0.06081896,0.60007329,0.00116451,0.06891595,0.04719187,567619,0.27381175,0.71881708,0.26310808,0.455709,-0.18189725,0.2754646245747126,0.40331240342528735,-0.12784777885057472,Hispanic
141,5,754068,0.47593843,0.50070451,0.74503204,0.25496796,0.07671398,0.12551678,0.00090953,0.03205747,0.02088645,580520,-0.02476608,0.48922617,0.4885364,0.000689770000000034,-0.02545585,-0.02311320542528738,-0.05170682657471261,0.02859362114942523,White
142,6,753527,0.52242898,0.44401702,0.63039072,0.36960928,0.09965472,0.16934819,0.00103182,0.08959792,0.01627738,573741,0.07841196,0.56589726,0.41607937,0.14981789,-0.07140593,0.08006483457471271,0.09742129342528731,-0.01735645885057461,White
143,7,753400,0.83039852,0.15008198,0.3523902,0.6476098,0.42816019,0.12371749,0.001345,0.09317436,0.01371127,620074,0.68031654,0.86567329,0.1188714,0.74680189,-0.06648535,0.6819694145747126,0.6944052934252875,-0.012435878850574823,Black
144,8,753998,0.56454246,0.41470954,0.65978202,0.34021798,0.029616,0.13197694,0.00098288,0.16981951,0.01395555,594172,0.14983292,0.59308809,0.38986115,0.20322694,-0.05339402,0.15148579457471262,0.15083034342528734,0.0006554511494252999,White
145,9,753771,0.77750252,0.19807185,0.61806242,0.38193758,0.10436681,0.11532201,0.00154735,0.15261917,0.01479868,622353,0.57943067,0.80288752,0.17992788,0.62295964,-0.04352897,0.5810835445747127,0.5705630434252873,0.010520501149425397,White
146,10,752957,0.58411568,0.38927948,0.6246983,0.3753017,0.07159998,0.20469195,0.00175965,0.08549061,0.02164079,573408,0.1948362,0.6058898,0.3746257,0.2312641,-0.0364279,0.19648907457471265,0.1788675034252874,0.017621571149425273,White
147,11,754138,0.54510388,0.41488878,0.65172196,0.34827804,0.05157776,0.14815194,0.00113106,0.13620233,0.01585878,585291,0.1302151,0.58192209,0.39674414,0.18517795,-0.05496285,0.1318679745747126,0.1327813534252873,-0.0009133788505746657,White
148,12,753019,0.25923814,0.72150599,0.88774623,0.11225377,0.0508253,0.02318747,0.00105221,0.01189014,0.02035681,592087,-0.46226785,0.2650855,0.71714937,-0.45206387,-0.01020398,-0.4606149754252874,-0.5044604665747127,0.043845491149425285,White
149,13,753744,0.47781354,0.49652089,0.73515739,0.26484261,0.18748231,0.03241039,0.00128243,0.02039271,0.02133919,586386,-0.01870735,0.48374074,0.49389419,-0.01015345,-0.0085539,-0.017054475425287367,-0.06255004657471265,0.04549557114942528,White
150,14,753785,0.53100699,0.45160528,0.58416586,0.41583414,0.06190264,0.27776054,0.00119494,0.06508146,0.02687187,564047,0.07940171,0.55899636,0.42030337,0.13869299,-0.05929128,0.08105458457471261,0.08629639342528732,-0.005241808850574715,White
151,15,754611,0.28917246,0.69002002,0.87284494,0.12715506,0.05745707,0.03768548,0.0009407,0.00970815,0.01794603,591050,-0.40084756,0.29913715,0.68133933,-0.38220218,-0.01864538,-0.3991946854252873,-0.43459877657471263,0.03540409114942535,White
152,16,753255,0.38928275,0.58866727,0.84797684,0.15202316,0.04241521,0.07484817,0.00088188,0.01351487,0.01867388,589647,-0.19938452,0.40579918,0.57334355,-0.16754437,-0.03184015,-0.19773164542528732,-0.21994096657471268,0.022209321149425386,White
153,17,753967,0.49362481,0.47862502,0.75325927,0.24674073,0.11127619,0.05026928,0.00140973,0.06538637,0.0177137,592310,0.01499979,0.49765212,0.47579783,0.02185429,-0.0068545,0.016652664574712657,-0.030542306574712644,0.0471949711494253,White
154,1,753822,0.49472395,0.48956732,0.63150493,0.36849507,0.1894632,0.14360532,0.00091854,0.01835005,0.02105568,580271,0.005156630000000051,0.53425382,0.44956415,0.08468967,-0.07953304,0.006809504574712695,0.03229307342528735,-0.025483568850574657,White
155,2,754157,0.36275794,0.62175831,0.78842225,0.21157775,0.07024887,0.09793951,0.00107312,0.01995437,0.02192351,570301,-0.25900037,0.38148994,0.60002511,-0.21853517,-0.0404652,-0.2573474954252874,-0.27093176657471263,0.013584271149425252,White
156,3,754216,0.33477695,0.64839117,0.83199515,0.16800485,0.06581538,0.05384443,0.00113181,0.02750764,0.01864296,563698,-0.31361422,0.33897078,0.63959838,-0.3006276,-0.01298662,-0.31196134542528736,-0.3530241965747126,0.04106285114942528,White
157,4,753732,0.38271412,0.59953898,0.84210262,0.15789738,0.04074254,0.04579358,0.00563418,0.04702835,0.01909138,598490,-0.21682486,0.39317773,0.58625212,-0.19307439,-0.02375047,-0.21517198542528743,-0.24547098657471267,0.030299001149425263,White
158,5,754210,0.50707205,0.47451831,0.7679272,0.2320728,0.10666175,0.0533741,0.00120844,0.05355933,0.01552092,566848,0.03255374,0.5031859,0.47644782,0.02673808,0.005815660000000056,0.03420661457471264,-0.0256585165747127,0.05986513114942534,White
159,6,753981,0.31448933,0.66753873,0.87237784,0.12762216,0.05893766,0.03402737,0.00088608,0.01122703,0.01978055,589114,-0.3530494,0.32136838,0.65810704,-0.33673866,-0.01631074,-0.3513965254252873,-0.3891352565747126,0.037738731149425296,White
160,7,753724,0.60942081,0.37454526,0.52291897,0.47708103,0.29626536,0.11908537,0.0014862,0.04643739,0.02130331,563856,0.23487555,0.6213636,0.36010501,0.26125859,-0.02638304,0.23652842457471268,0.20886199342528738,0.027666431149425318,White
161,8,753899,0.33934994,0.64403089,0.87921661,0.12078339,0.05309923,0.03068628,0.00165398,0.01336077,0.01926833,581628,-0.30468095,0.35169471,0.63001145,-0.27831674,-0.02636421,-0.30302807542528737,-0.33071333657471264,0.027685261149425287,White
162,9,753787,0.26499095,0.71785502,0.90102408,0.09897592,0.01811288,0.03231306,0.00091463,0.02353153,0.0205715,578373,-0.45286407,0.26959378,0.71021904,-0.44062526,-0.01223881,-0.45121119542528737,-0.49302185657471265,0.0418106611494253,White
163,1,734718,0.22865241,0.75372175,0.80842277,0.19157723,0.02441894,0.11904437,0.0019132,0.01237205,0.03551373,556658,-0.52506934,0.23636744,0.74380669,-0.50743925,-0.01763009,-0.5234164654252873,-0.5598358465747126,0.036419381149425355,White
164,2,734185,0.44192476,0.5382856,0.78416787,0.21583213,0.06935499,0.07937439,0.00290407,0.0284931,0.03840827,566102,-0.09636084,0.45197693,0.52222258,-0.07024565,-0.02611519,-0.09470796542528735,-0.12264224657471264,0.027934281149425276,White
165,3,734397,0.55485532,0.42781514,0.70014888,0.29985112,0.09257974,0.12194241,0.00177972,0.06032075,0.0247119,553458,0.12704018,0.55722866,0.42246887,0.13475979,-0.00771961,0.1286930545747127,0.0823631934252874,0.0463298611494253,White
166,4,734580,0.38792044,0.59469594,0.7278005,0.2721995,0.07969474,0.11371403,0.00230339,0.04073781,0.04105602,553098,-0.2067755,0.39300081,0.58356198,-0.19056117,-0.01621433,-0.20512262542528742,-0.24295776657471269,0.03783514114942529,White
167,1,750253,0.25853803,0.72806452,0.86279642,0.13720358,0.07405503,0.02906145,0.00133648,0.01047888,0.02077599,577638,-0.46952649,0.28115856,0.70316786,-0.4220093,-0.04751719,-0.4678736154252874,-0.4744058965747126,0.006532281149425244,White
168,2,751552,0.26416103,0.72187529,0.86065638,0.13934362,0.0623985,0.03296308,0.00236741,0.01857452,0.0211573,575735,-0.45771426,0.28657348,0.69703065,-0.41045717,-0.04725709,-0.4560613854252873,-0.4628537665747126,0.00679238114942534,White
169,3,751130,0.58453481,0.39698732,0.65598692,0.34401308,0.22053577,0.06840397,0.00166781,0.03753083,0.01875101,589995,0.18754749,0.60214249,0.37906088,0.22308161,-0.03553412,0.18920036457471262,0.17068501342528736,0.018515351149425284,White
170,4,750663,0.3215082,0.66112394,0.88274953,0.11725047,0.04118918,0.03403463,0.0015819,0.01715514,0.02013635,569567,-0.33961574,0.3338429,0.64816053,-0.31431763,-0.02529811,-0.3379628654252873,-0.3667142265747126,0.0287513611494253,White
171,5,751297,0.16387554,0.8242307,0.94180183,0.05819817,0.01899812,0.01321126,0.00056007,0.00514483,0.01822972,585637,-0.66035516,0.18564971,0.80210719,-0.61645748,-0.04389768,-0.6587022854252873,-0.6688540765747126,0.010151791149425347,White
172,6,750941,0.43929893,0.54080345,0.80345208,0.19654792,0.09531066,0.05096288,0.00239695,0.02892908,0.01966419,585328,-0.10150452,0.46006818,0.5195134,-0.05944522,-0.0420593,-0.09985164542528734,-0.11184181657471266,0.01199017114942532,White
173,1,776136,0.29816361,0.68630579,0.64921223,0.35078777,0.19619885,0.09865566,0.00105225,0.02797416,0.03083648,597766,-0.38814218,0.3001517,0.68341681,-0.38326511,-0.00487707,-0.38648930542528737,-0.4356617065747126,0.04917240114942525,White
174,2,776705,0.67623515,0.30256517,0.37842289,0.62157711,0.49311174,0.08864068,0.00117981,0.0358447,0.01622359,606031,0.37366998,0.69163633,0.29142272,0.40021361,-0.02654363,0.37532285457471265,0.34781701342528737,0.0275058411494253,Black
175,3,775735,0.22653471,0.75989912,0.72613178,0.27386822,0.18206172,0.04914593,0.00160426,0.02102105,0.02072719,585318,-0.53336441,0.23568086,0.74693826,-0.5112574,-0.02210701,-0.5317115354252874,-0.5636539965747126,0.03194246114942525,White
176,4,776115,0.33143878,0.6565131,0.5970402,0.4029598,0.3215719,0.04056152,0.00128243,0.01537234,0.02536352,596526,-0.32507432,0.3489265,0.63608213,-0.28715563,-0.03791869,-0.32342144542528733,-0.3395522265747127,0.016130781149425365,White
177,5,776858,0.54259929,0.44205793,0.41175749,0.58824251,0.52183685,0.03978557,0.00091109,0.01725868,0.0129167,594889,0.10054136,0.57296857,0.41071622,0.16225235,-0.06171099,0.10219423457471262,0.10985575342528735,-0.007661518850574735,Black
178,6,776208,0.25158013,0.73166045,0.74333156,0.25666844,0.1539309,0.05820161,0.00096607,0.02162815,0.01981973,590018,-0.48008032,0.24542495,0.73546706,-0.49004211,0.00996179,-0.47842744542528737,-0.5424387065747126,0.06401126114942526,White
179,1,780843,0.61120821,0.35123803,0.72196777,0.27803223,0.07643149,0.15224525,0.00172365,0.04079411,0.01710695,632959,0.25997018,0.65652551,0.32008238,0.33644313,-0.07647295,0.2616230545747127,0.2840465334252874,-0.022423478850574698,White
180,2,781640,0.50707009,0.45727186,0.75712025,0.24287975,0.06614401,0.11617857,0.00138228,0.03968512,0.01582883,623609,0.04979823,0.55189539,0.42095536,0.13094003,-0.0811418,0.0514511045747127,0.07854343342528734,-0.027092328850574644,White
181,3,780862,0.59121367,0.36919709,0.7418532,0.2581468,0.04271122,0.06570146,0.00102327,0.11744693,0.0091948,616653,0.22201658,0.63103837,0.34539237,0.285646,-0.06362942,0.22366945457471266,0.23324940342528733,-0.00957994885057465,White
182,4,781506,0.56871884,0.39384787,0.80503803,0.19496197,0.0449936,0.05057226,0.00103929,0.06168729,0.01015544,614843,0.17487097,0.6147883,0.36042729,0.25436101,-0.07949004,0.1765238445747126,0.20196441342528731,-0.025440568850574698,White
183,5,780544,0.78044781,0.16961566,0.66555748,0.33444252,0.06767755,0.07909693,0.00144578,0.16956327,0.00831436,660544,0.61083215,0.82429297,0.15463365,0.66965932,-0.05882717,0.6124850245747127,0.6172627234252874,-0.004777698850574753,White
184,6,781210,0.58805918,0.37640778,0.69675348,0.30324652,0.06024491,0.20294258,0.00146789,0.04027452,0.01364843,617214,0.2116514,0.63934062,0.33865219,0.30068843,-0.08903703,0.21330427457471263,0.24829183342528738,-0.03498755885057473,White
185,7,781174,0.70032987,0.25776429,0.43823472,0.56176528,0.22572666,0.20980278,0.00174911,0.11780281,0.01393378,643185,0.44256558,0.77961469,0.20301161,0.57660308,-0.1340375,0.44421845457471265,0.5242064834252874,-0.07998802885057474,Minority
186,8,781499,0.60626752,0.35428504,0.68254865,0.31745135,0.13748986,0.05161538,0.00117738,0.10239185,0.00902229,617471,0.25198248,0.65819618,0.3198916,0.33830458,-0.0863221,0.2536353545747126,0.2859079834252874,-0.03227262885057478,White
187,9,780639,0.5407401,0.4278543,0.83865389,0.16134611,0.04820281,0.05769367,0.0013323,0.01780163,0.01392557,637245,0.1128858,0.58455095,0.39450859,0.19004236,-0.07715656,0.11453867457471258,0.1376457634252874,-0.02310708885057481,White
188,1,771487,0.40169338,0.57009694,0.74548719,0.25451281,0.15856709,0.04530253,0.00151744,0.03091652,0.01932344,607604,-0.16840356,0.41489133,0.55948663,-0.1445953,-0.02380826,-0.16675068542528737,-0.1969918965747126,0.03024121114942526,White
189,2,771491,0.58625298,0.37959167,0.5988395,0.4011605,0.27174904,0.04846188,0.00120404,0.06926377,0.01453263,606291,0.20666131,0.60302952,0.36902042,0.2340091,-0.02734779,0.20831418457471268,0.18161250342528734,0.02670168114942536,White
190,3,772487,0.60644676,0.35679601,0.58819066,0.41180934,0.21981801,0.08658863,0.00214219,0.0905263,0.0200401,597053,0.24965075,0.61900309,0.35181462,0.26718847,-0.01753772,0.2513036245747126,0.21479187342528733,0.03651175114942531,White
191,4,772454,0.83546614,0.13180659,0.177855,0.822145,0.52532197,0.22814942,0.0016456,0.07342477,0.02553018,597959,0.70365955,0.87702235,0.10092459,0.77609776,-0.07243821,0.7053124245747127,0.7237011634252873,-0.01838873885057466,Black
192,5,772235,0.67310697,0.29955467,0.36914757,0.63085243,0.51439864,0.07149539,0.00205981,0.03573517,0.02237896,598598,0.3735523,0.70262294,0.27633363,0.42628931,-0.05273701,0.3752051745747126,0.3738927134252874,0.0013124611494252023,Black
193,6,771489,0.51458562,0.45287557,0.64400334,0.35599666,0.13343453,0.10688574,0.00158465,0.10089908,0.01892244,599500,0.06171005,0.53763404,0.43653857,0.10109547,-0.03938542,0.06336292457471261,0.04869887342528738,0.014664051149425227,White
194,7,772525,0.75498868,0.21348367,0.36283519,0.63716481,0.50931964,0.07079627,0.00123238,0.04745794,0.01893022,611826,0.54150501,0.78213387,0.19696552,0.58516835,-0.04366334,0.5431578845747126,0.5327717534252874,0.010386131149425236,Black
195,8,771235,0.73208108,0.22749828,0.50095327,0.49904673,0.14587061,0.16272086,0.00167178,0.1792676,0.01597663,596371,0.5045828,0.76637723,0.2086292,0.55774803,-0.05316523,0.5062356745747127,0.5053514334252874,0.0008842411494253341,White
196,1,681292,0.58933578,0.38776313,0.90388975,0.09611025,0.02952566,0.01855749,0.00105939,0.02069255,0.01810553,553146,0.20157265,0.59166657,0.37942439,0.21224218,-0.01066953,0.2032255245747126,0.15984558342528737,0.04337994114942525,White
197,2,681067,0.45506265,0.52523414,0.92922385,0.07077615,0.01010524,0.01327075,0.00100909,0.01178765,0.02655587,556939,-0.07017149,0.46697628,0.5045038,-0.03752752,-0.03264397,-0.06851861542528735,-0.08992411657471257,0.02140550114942521,White
198,1,775197,0.39116374,0.59412087,0.9066552,0.0933448,0.01441316,0.01641662,0.00105312,0.00857042,0.04540265,632408,-0.20295713,0.39735928,0.58713586,-0.18977658,-0.01318055,-0.2013042554252874,-0.2421731765747126,0.04086892114942522,White
199,2,775012,0.33501249,0.65015593,0.89497184,0.10502816,0.02580527,0.03772935,0.00079802,0.00844512,0.02527436,606504,-0.31514344,0.34340746,0.63938491,-0.29597745,-0.01916599,-0.3134905654252874,-0.3483740465747126,0.03488348114942521,White
200,3,775810,0.5328883,0.45035628,0.73902287,0.26097713,0.11771019,0.08821661,0.00114009,0.0349951,0.02141431,598198,0.08253202,0.53483325,0.44573002,0.08910323,-0.00657121,0.08418489457471263,0.03670663342528739,0.04747826114942524,White
201,4,775449,0.46451043,0.52015001,0.78449618,0.21550382,0.08967443,0.07044011,0.00108287,0.02932819,0.02337747,594718,-0.05563958,0.47104436,0.51057859,-0.03953423,-0.01610535,-0.05398670542528743,-0.0919308265747127,0.03794412114942527,White
202,5,775117,0.35831039,0.62731364,0.86584144,0.13415856,0.04886763,0.0413361,0.00077623,0.01223998,0.02484912,606782,-0.26900325,0.37101619,0.6116429,-0.24062671,-0.02837654,-0.2673503754252874,-0.2930233065747126,0.025672931149425225,White
203,6,775498,0.58949175,0.38497447,0.74072037,0.25927963,0.09379455,0.0454305,0.0011789,0.09657489,0.01885922,620068,0.20451728,0.61330798,0.3732341,0.24007388,-0.0355566,0.2061701545747126,0.18767728342528733,0.018492871149425293,White
204,7,775630,0.48341898,0.50045606,0.82309515,0.17690485,0.06739085,0.04733865,0.00117964,0.03544614,0.02209539,613748,-0.01703708,0.49388334,0.48881912,0.00506422,-0.0221013,-0.015384205425287338,-0.047332376574712634,0.031948171149425296,White
205,8,775257,0.48285118,0.50286159,0.76241228,0.23758772,0.15150801,0.04434984,0.00081451,0.01484099,0.02309166,606496,-0.02001041,0.50249627,0.48237006,0.02012621,-0.04013662,-0.018357535425287334,-0.032270386574712664,0.01391285114942533,White
206,9,774772,0.3228947,0.66358794,0.89365646,0.10634354,0.02978105,0.03000271,0.00060751,0.01878022,0.01966686,609045,-0.34069324,0.33997786,0.64633871,-0.30636085,-0.03433239,-0.33904036542528737,-0.3587574465747126,0.01971708114942524,White
207,10,775309,0.5168423,0.46186589,0.75833949,0.24166051,0.13344932,0.02499255,0.00087864,0.06096886,0.01741649,627107,0.05497641,0.54419992,0.44165243,0.10254749,-0.04757108,0.05662928457471262,0.05015089342528732,0.0064783911494252985,White
208,11,774475,0.52148193,0.45761494,0.70861672,0.29138328,0.1139105,0.04792504,0.0007963,0.11047889,0.01450805,612832,0.06386699,0.54470599,0.44236088,0.10234511,-0.03847812,0.06551986457471261,0.04994851342528732,0.015571351149425282,White
209,12,774712,0.69989535,0.28165728,0.41564026,0.58435974,0.51795683,0.02852093,0.0009315,0.02250734,0.01912696,607624,0.41823807,0.72846363,0.25981814,0.46864549,-0.05040742,0.41989094457471265,0.4162488934252874,0.0036420511494252503,Black
210,13,775089,0.67559091,0.264836,0.42322863,0.57677137,0.44135942,0.08611567,0.00109141,0.0386879,0.01720863,579070,0.41075491,0.77720713,0.21169277,0.56551436,-0.15475945,0.41240778457471267,0.5131177634252874,-0.10070997885057467,Black
