,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
42,9,476197,0.52196905,0.45218836,0.55104481,0.44895519,0.07689091,0.15575482,0.01435254,0.1851837,0.03271275,373035,0.06978069,White
43,10,476218,0.7416235,0.23466031,0.32636335,0.67363665,0.14277854,0.25161602,0.02526812,0.2548494,0.03528809,368963,0.50696319,Minority
44,11,476176,0.56106396,0.4175376,0.36357934,0.63642066,0.10034913,0.30110985,0.01426057,0.22179393,0.03508374,352300,0.14352636,Minority
45,12,476546,0.59186014,0.38573928,0.28269163,0.71730837,0.0883865,0.42516339,0.01383138,0.18854682,0.03988809,349929,0.20612086,Hispanic
46,13,475328,0.40910521,0.56834731,0.66029361,0.33970639,0.02607086,0.20693781,0.00977991,0.06497152,0.04154193,374441,-0.1592421,White
47,14,475770,0.56264053,0.41290734,0.28078479,0.71921521,0.04335292,0.5778343,0.00883465,0.08008723,0.0498594,338893,0.14973319,Hispanic
48,15,476635,0.43422812,0.54466915,0.50826345,0.49173655,0.03326046,0.36076125,0.00583798,0.06622725,0.05152761,367764,-0.11044103,White
49,16,476972,0.6144509,0.36083146,0.1431412,0.8568588,0.06984493,0.7383258,0.00347407,0.04110932,0.03879138,352037,0.25361944,Hispanic
50,17,475506,0.36940987,0.60855533,0.47719102,0.52280898,0.05535771,0.36093305,0.00430459,0.07932834,0.04465982,353808,-0.23914546,Minority
51,18,476434,0.64635241,0.33156626,0.21847059,0.78152941,0.08833785,0.52930598,0.00472433,0.15313417,0.0463293,336979,0.31478615,Hispanic
52,19,476358,0.48631524,0.49304679,0.25599174,0.74400826,0.02695268,0.64776117,0.00351845,0.05740574,0.03773074,332249,-0.00673155000000003,Hispanic
53,20,476590,0.4042138,0.57520119,0.43855797,0.56144203,0.02376118,0.42402919,0.00421738,0.08639243,0.04374297,344764,-0.17098739,Minority
54,21,476052,0.37780451,0.59710401,0.53251984,0.46748016,0.07022841,0.31871526,0.00761921,0.04773465,0.04679024,360011,-0.2192995,White
55,22,475545,0.61673966,0.35699744,0.20516165,0.79483835,0.1902265,0.54771381,0.00621737,0.04998757,0.04391934,341945,0.25974222,Hispanic
56,23,476719,0.5280346,0.45158741,0.42124904,0.57875096,0.06714306,0.37993572,0.00482235,0.11970945,0.03383594,364967,0.07644719,Minority
57,24,476228,0.79136636,0.1887796,0.2567499,0.7432501,0.16916613,0.35369273,0.012885,0.20532935,0.03690152,368413,0.60258676,Hispanic
58,25,476527,0.69620841,0.28279922,0.59201886,0.40798114,0.04709703,0.15662513,0.008257,0.18585016,0.02123113,376287,0.41340919,White
59,26,476374,0.91650975,0.06222062,0.41485496,0.58514504,0.15966584,0.16663378,0.00739751,0.24699492,0.02749716,400405,0.85428913,Minority
60,27,476594,0.81707768,0.16304648,0.20313019,0.79686981,0.17134503,0.33497933,0.02177417,0.27616613,0.03561892,370393,0.6540312,Hispanic
