,id,TotalPop,PopDevPct,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
59,15,582024,-0.0001509,0.34549255,0.64519949,0.77975412,0.22024588,0.06709159,0.11077701,0.00143428,0.02156094,0.01917251,491537,-0.29970694,White
60,16,582390,0.00047785,0.39222584,0.59486711,0.73225793,0.26774207,0.0676732,0.14582786,0.00170889,0.03516562,0.02102748,464630,-0.20264127000000004,White
61,17,582524,0.00070805,0.52441862,0.46191282,0.72154953,0.27845047,0.12365588,0.08753944,0.0017208,0.04695056,0.01789791,492795,0.06250579999999994,White
62,18,581717,-0.00067829,0.45906189,0.52800833,0.71768336,0.28231664,0.06656667,0.15339894,0.00183834,0.0460859,0.01693361,478693,-0.06894644000000005,White
63,19,581747,-0.00062675,0.55068777,0.43435055,0.45082958,0.54917042,0.22363648,0.25623077,0.00228736,0.06659568,0.02095744,449864,0.11633722000000002,Minority
64,20,582485,0.00064105,0.55326036,0.43207968,0.46861941,0.53138059,0.1701469,0.31465727,0.0022205,0.04570988,0.01738275,461607,0.12118067999999999,Minority
65,21,582637,0.00090217,0.426765,0.56019136,0.58570933,0.41429067,0.15414385,0.22401537,0.00177926,0.02414613,0.02169334,455808,-0.13342636000000002,White
66,22,581490,-0.00106824,0.46090452,0.52879771,0.77509445,0.22490555,0.06199646,0.12316654,0.00112597,0.02218554,0.01455511,497351,-0.06789318999999999,White
67,23,581161,-0.00163343,0.34410806,0.64515493,0.70944148,0.29055852,0.08366647,0.16395547,0.00147982,0.02570754,0.01866533,459515,-0.30104687,White
68,24,581301,-0.00139292,0.36211467,0.62950692,0.77409329,0.22590671,0.05256699,0.13686987,0.00120251,0.01832537,0.01583197,486484,-0.26739224999999994,White
69,25,581310,-0.00137746,0.41052111,0.5818134,0.71195279,0.28804721,0.07734681,0.17408113,0.00115795,0.02348552,0.01243158,487066,-0.17129229,White
70,26,582324,0.00036447,0.43890258,0.5526385,0.67642622,0.32357378,0.13023287,0.15426596,0.00159317,0.02335726,0.01666893,472016,-0.11373592000000005,White
71,27,582261,0.00025624,0.56943756,0.42175859,0.49339816,0.50660184,0.24440387,0.21912741,0.00177401,0.0370061,0.0168445,463356,0.14767897000000002,Minority
72,28,582258,0.00025109,0.59727052,0.39488004,0.54622399,0.45377601,0.17307842,0.24205081,0.00155511,0.03139802,0.01271787,476495,0.20239048000000004,White
73,29,582452,0.00058436,0.57666714,0.41590445,0.54726871,0.45273129,0.14760722,0.21790948,0.00152177,0.05168035,0.00967272,468534,0.16076268999999999,White
74,30,582067,-7.703e-05,0.71827491,0.27420598,0.32291062,0.67708938,0.45356707,0.18482119,0.00196127,0.02713415,0.01156049,463475,0.44406893,Black
75,31,582188,0.00013084,0.60182067,0.3903273,0.3243091,0.6756909,0.17629588,0.42991916,0.00176452,0.07157136,0.01056079,456216,0.21149336999999996,Hispanic
76,32,581986,-0.00021617,0.5834101,0.40861938,0.44829481,0.55170519,0.11325546,0.39428475,0.00142202,0.03274148,0.01204705,485928,0.17479072000000007,Minority
77,33,581733,-0.0006508,0.80834649,0.18421765,0.06262964,0.93737036,0.56697066,0.37812197,0.00142637,0.01950252,0.00938969,452198,0.62412884,Black
78,34,582764,0.00112034,0.5517337,0.44036888,0.19151952,0.80848048,0.09842815,0.69173425,0.00095061,0.02843712,0.00996685,479690,0.11136481999999998,Hispanic
79,35,582171,0.00010163,0.38856077,0.60551119,0.04742189,0.95257811,0.03733279,0.9168776,0.0006747,0.01509907,0.0058083,477248,-0.21695041999999998,Hispanic
80,36,581736,-0.00064565,0.36512865,0.6275477,0.29053913,0.70946087,0.05595517,0.63849857,0.00082309,0.01581548,0.01074855,475041,-0.26241905000000004,Hispanic
81,37,582746,0.00108942,0.51128173,0.48060673,0.19913535,0.80086465,0.13198115,0.65594461,0.00112387,0.02457949,0.01386184,452898,0.030675000000000008,Hispanic
82,1,564506,0.00127951,0.50215,0.48308722,0.5551699,0.4448301,0.32085577,0.0720731,0.00351888,0.03629932,0.0198337,437639,0.01906278,White
83,2,562975,-0.00143607,0.55099332,0.4401709,0.42489829,0.57510171,0.4904661,0.05462758,0.00262179,0.02086855,0.01523629,434817,0.11082242000000003,Black
84,3,563178,-0.001076,0.30548055,0.68307671,0.69196707,0.30803293,0.22575638,0.04480525,0.00101867,0.01707252,0.02063901,432918,-0.37759616,White
85,4,564299,0.00091235,0.78921295,0.19874251,0.32746898,0.67253102,0.46353496,0.11489237,0.00128919,0.09001975,0.01755205,439037,0.59047044,Black
86,5,563747,-6.675e-05,0.83989872,0.15023816,0.15683063,0.84316937,0.76780313,0.0610559,0.00125215,0.01393864,0.01479587,430458,0.68966056,Black
87,6,563305,-0.00085074,0.50249415,0.48331903,0.47421171,0.52578829,0.17202601,0.12353679,0.00148526,0.22105881,0.01534614,419454,0.01917511999999999,Minority
88,7,562861,-0.00163827,0.64813332,0.33943099,0.28267778,0.71732222,0.34321555,0.24944084,0.00163019,0.12390654,0.02344853,412222,0.30870233,Black
89,8,564150,0.00064806,0.30156168,0.68956396,0.6290268,0.3709732,0.27367863,0.06870159,0.00140326,0.01392291,0.01753964,428287,-0.38800228,White
90,9,564242,0.00081125,0.20157143,0.78643254,0.82651188,0.17348812,0.06694945,0.06113825,0.00096741,0.01860396,0.02522922,443454,-0.58486111,White
91,10,564366,0.00103119,0.39529152,0.59078609,0.67031485,0.32968515,0.21140666,0.06110351,0.00193569,0.03887158,0.01906214,437569,-0.19549457000000003,White
92,11,563210,-0.00101924,0.61028923,0.37370911,0.4657749,0.5342251,0.30955532,0.1392572,0.00132109,0.06839267,0.01975185,434491,0.23658012,Minority
93,12,564115,0.00058598,0.60059723,0.38857891,0.41655689,0.58344311,0.50724307,0.04365247,0.00193833,0.02294494,0.01537197,438005,0.21201831999999998,Black
94,13,564068,0.00050262,0.6528141,0.33644309,0.30529335,0.69470665,0.54716652,0.09401226,0.00131143,0.04901101,0.01810287,423966,0.31637100999999995,Black
95,14,564284,0.00088574,0.21958865,0.7684101,0.78364995,0.21635005,0.06808035,0.11002233,0.00095555,0.01236644,0.02932738,431167,-0.5488214499999999,White
96,15,563670,-0.00020333,0.30673289,0.68242048,0.65002587,0.34997413,0.26661624,0.05225877,0.00137352,0.01738943,0.01639873,431009,-0.37568759,White
97,16,563178,-0.001076,0.72221493,0.26779881,0.33126478,0.66873522,0.58302844,0.05504139,0.00142814,0.02408526,0.01587464,429931,0.45441612000000003,Black
98,17,564054,0.00047779,0.63540528,0.35083322,0.61199281,0.38800719,0.18180995,0.09042176,0.00148201,0.10320972,0.01424839,463561,0.28457205999999996,White
99,18,564228,0.00078641,0.2793534,0.70474993,0.71956912,0.28043088,0.06340593,0.14966219,0.00110555,0.04461873,0.02406454,423320,-0.42539653,White
100,19,563472,-0.00055452,0.3637219,0.62069853,0.69017342,0.30982658,0.1743809,0.08206887,0.00134742,0.03083906,0.02355881,428969,-0.25697663,White
101,1,485115,5.085e-05,0.66263028,0.31382518,0.34962347,0.65037653,0.01786095,0.08928915,0.264607,0.41966214,0.0309236,384302,0.34880510000000003,Asian
102,2,485355,0.0005456,0.67236734,0.31151547,0.18120447,0.81879553,0.02883297,0.05820939,0.16209384,0.66780759,0.01746531,401138,0.36085186999999996,Asian
103,3,484801,-0.00059645,0.56634924,0.41377711,0.18510521,0.81489479,0.03658645,0.09567166,0.26383059,0.58681657,0.02493893,370465,0.15257212999999997,Asian
104,1,531275,-0.00085225,0.53154852,0.44689754,0.82250067,0.17749933,0.06213877,0.05968491,0.00106753,0.03566072,0.01670366,414041,0.08465097999999999,White
105,2,531927,0.00037394,0.53461051,0.4413659,0.83162301,0.16837699,0.06500122,0.04638231,0.00569573,0.03712463,0.01468127,415223,0.09324461000000006,White
106,3,531266,-0.00086918,0.55155906,0.4266588,0.78719206,0.21280794,0.06789133,0.07547766,0.00144063,0.04960352,0.01648889,401907,0.12490025999999999,White
107,4,532481,0.00141582,0.36328442,0.6178509,0.90781865,0.09218135,0.01573919,0.03556848,0.00193572,0.01781654,0.01678283,402435,-0.25456648,White
108,5,532665,0.00176187,0.32143788,0.6613409,0.857522,0.142478,0.02447229,0.07894255,0.00336142,0.01638164,0.01833567,404294,-0.33990302,White
109,6,530755,-0.0018302,0.39114015,0.59115183,0.92067258,0.07932742,0.01917502,0.03291582,0.00267829,0.00980342,0.01191403,412203,-0.20001168000000003,White
110,1,613834,0.00130281,0.28689682,0.68709942,0.85383511,0.14616489,0.00672226,0.07623562,0.00319223,0.01542067,0.03744115,473650,-0.4002026,White
111,2,612514,-0.00085041,0.24392606,0.72289081,0.79789364,0.20210636,0.01091087,0.13716095,0.00404249,0.01813106,0.03379486,440570,-0.47896475,White
112,3,612758,-0.00045239,0.45078806,0.51737989,0.79085854,0.20914146,0.01743044,0.11935177,0.00526418,0.03693366,0.02791553,462180,-0.06659182999999996,White
113,1,582159,-0.00039102,0.72462147,0.26230832,0.37952368,0.62047632,0.50160542,0.09592945,0.00088102,0.0197306,0.0129217,459692,0.46231315,Black
114,2,581945,-0.00075848,0.75615996,0.23103344,0.29967784,0.70032216,0.52503999,0.15889427,0.00106863,0.01185126,0.01828992,446366,0.5251265199999999,Black
115,3,582147,-0.00041163,0.75368839,0.22754664,0.38880903,0.61119097,0.05454557,0.49664505,0.00185445,0.06256487,0.03685664,460514,0.52614175,Hispanic
116,4,582289,-0.0001678,0.78079421,0.20083792,0.14610997,0.85389003,0.06692377,0.70942269,0.00130769,0.07945004,0.05511099,435884,0.57995629,Hispanic
117,5,582757,0.00063578,0.8442803,0.13724362,0.63205616,0.36794384,0.10587891,0.13159323,0.00149872,0.12015814,0.01595748,495755,0.70703668,White
118,6,582094,-0.00050263,0.73948263,0.24493861,0.43039045,0.56960955,0.32493902,0.21091178,0.00102651,0.03072384,0.01913323,448121,0.49454402000000003,Minority
119,7,582302,-0.00014548,0.87838454,0.10604775,0.30630741,0.69369259,0.50186101,0.085004,0.00138169,0.10393916,0.01214551,479848,0.77233679,Black
120,8,582455,0.00011723,0.57240475,0.40857124,0.59255439,0.40744561,0.04733004,0.1986707,0.00127157,0.15131641,0.01978751,453771,0.16383351000000002,White
121,9,582744,0.00061346,0.67349334,0.31134701,0.6945279,0.3054721,0.04698189,0.09237393,0.00138839,0.1568837,0.01115311,456644,0.36214633000000007,White
122,10,582644,0.00044176,0.60210461,0.37768724,0.56576658,0.43423342,0.086035,0.23979694,0.00192312,0.09563482,0.02425801,443029,0.22441737000000006,White
123,11,582741,0.00060831,0.57837378,0.40003938,0.70906873,0.29093127,0.05640913,0.09957952,0.00117132,0.1221755,0.01251248,451629,0.17833439999999995,White
124,12,582058,-0.00056445,0.25217163,0.73110015,0.8986708,0.1013292,0.04296381,0.02265595,0.00102852,0.00956307,0.02018093,456966,-0.47892851999999997,White
125,13,581520,-0.00148823,0.48603409,0.49066458,0.73245955,0.26754045,0.14035191,0.0425843,0.0010176,0.06468159,0.01802037,458925,-0.004630490000000043,White
126,14,582187,-0.00034295,0.5499656,0.43248764,0.61507603,0.38492397,0.11372551,0.18299686,0.0008325,0.07632703,0.01817092,437237,0.11747796000000005,White
127,15,583040,0.00112172,0.27044191,0.70924059,0.91799831,0.08200169,0.02799562,0.02250307,0.0010046,0.00745589,0.01838858,457893,-0.43879867999999994,White
128,16,582702,0.00054135,0.35761773,0.62141172,0.85146607,0.14853393,0.04670447,0.06949253,0.00082303,0.00990285,0.01865303,451991,-0.26379399,White
129,17,582320,-0.00011458,0.48795404,0.49055987,0.74675101,0.25324899,0.1045744,0.10326818,0.00084727,0.02512698,0.02051993,453218,-0.002605830000000031,White
130,18,582322,-0.00011114,0.58131797,0.40113391,0.65785947,0.34214053,0.0287374,0.14245104,0.0008977,0.16226994,0.01466902,461176,0.18018405999999998,White
131,19,582578,0.00032843,0.56672494,0.41169949,0.58374202,0.41625798,0.06747156,0.29078593,0.00114864,0.0464309,0.02747027,432686,0.15502544999999995,White
132,20,582978,0.00101526,0.47682717,0.50152312,0.78715644,0.21284356,0.0310804,0.12576886,0.00089784,0.03625079,0.01929459,447742,-0.024695949999999967,White
133,21,582292,-0.00016265,0.46889028,0.50574445,0.80025374,0.19974626,0.10075551,0.04335496,0.00147721,0.03468485,0.01798555,455588,-0.03685417000000002,White
134,22,582234,-0.00026224,0.4721614,0.50601397,0.72579454,0.27420546,0.18985739,0.03795784,0.00149958,0.02124258,0.0219528,454794,-0.033852570000000026,White
135,1,565812,0.00062132,0.54482066,0.44009927,0.58038534,0.41961466,0.22133292,0.16484887,0.00084201,0.01897761,0.02111964,432299,0.10472138999999997,White
136,2,566060,0.0010599,0.49428107,0.48757024,0.74717494,0.25282506,0.11271631,0.0924752,0.00130898,0.0233671,0.02170799,436982,0.006710830000000001,White
137,3,565044,-0.00073686,0.26274068,0.71792048,0.87819682,0.12180318,0.01233852,0.07698429,0.00090467,0.00985424,0.0192443,422255,-0.45517979999999997,White
138,4,564733,-0.00128686,0.36692693,0.61121575,0.80265136,0.19734864,0.08543172,0.05687713,0.00114834,0.03444545,0.01910505,422349,-0.24428881999999996,White
139,5,565919,0.00081055,0.44800143,0.53102905,0.81972313,0.18027687,0.04825676,0.04859531,0.00699024,0.06002222,0.01873357,451916,-0.08302762000000002,White
140,6,565490,5.188e-05,0.39633636,0.58204535,0.83674657,0.16325343,0.06103615,0.04016177,0.0011116,0.03928196,0.01785178,422815,-0.18570899000000002,White
141,7,565246,-0.00037963,0.31384697,0.66575062,0.86643808,0.13356192,0.05456109,0.04361321,0.00089389,0.01160024,0.02065425,443008,-0.35190364999999996,White
142,8,565466,9.43e-06,0.61921228,0.3620858,0.60622781,0.39377219,0.23408502,0.10103797,0.00117243,0.0447848,0.01689782,429878,0.25712647999999994,White
143,9,565074,-0.00068381,0.59851054,0.38261165,0.56475887,0.43524113,0.26472843,0.10007385,0.0015878,0.05326089,0.02159691,423857,0.21589889,White
144,10,565379,-0.00014443,0.28518186,0.69301961,0.8935438,0.1064562,0.02269325,0.03053601,0.00108645,0.02888441,0.01953308,433521,-0.40783775,White
145,11,565826,0.00064608,0.32493674,0.65706838,0.8935114,0.1064886,0.04535155,0.02591779,0.00171885,0.01231804,0.01785224,436920,-0.33213164,White
146,12,565479,3.242e-05,0.29840778,0.68348832,0.89887105,0.10112895,0.03337386,0.0321673,0.00106232,0.01028209,0.02189437,436779,-0.38508054,White
147,1,587454,-0.00020763,0.24402083,0.73596266,0.7825952,0.2174048,0.02594482,0.1489533,0.00207361,0.01382704,0.02980191,444636,-0.49194183,White
148,2,587760,0.00031315,0.29690703,0.68022662,0.83548564,0.16451436,0.04294332,0.05745224,0.00298387,0.01884164,0.04165437,450757,-0.38331959,White
149,3,587489,-0.00014807,0.54768153,0.42821971,0.67706493,0.32293507,0.11814006,0.13651661,0.00232917,0.03295675,0.0403038,447799,0.11946182,White
150,4,587497,-0.00013445,0.41964688,0.55634445,0.69980636,0.30019364,0.09090289,0.12462669,0.00225916,0.04844018,0.04082403,439986,-0.13669757,White
151,5,587680,0.000177,0.53600979,0.44315278,0.78073825,0.21926175,0.05464901,0.07507318,0.00148833,0.06325845,0.02210078,446138,0.09285701000000002,White
152,1,562914,-0.00056016,0.2753401,0.70978467,0.85261035,0.14738965,0.0846444,0.0301883,0.00138306,0.00885202,0.02092504,435268,-0.43444457000000003,White
153,2,563678,0.0007963,0.31935836,0.66290583,0.83819616,0.16180384,0.0736234,0.03771046,0.00298731,0.02528156,0.02128373,429483,-0.34354747,White
154,3,563537,0.00054596,0.35428053,0.62775044,0.84203376,0.15796624,0.06859449,0.04722633,0.00130977,0.01793437,0.02138213,429845,-0.27346991000000004,White
155,4,563161,-0.00012162,0.65179561,0.32994479,0.62271225,0.37728775,0.25327816,0.06620794,0.00161521,0.0420202,0.01756739,445143,0.32185082,White
156,5,562771,-0.00081406,0.22151562,0.76343461,0.91794411,0.08205589,0.02783839,0.02196925,0.00245424,0.00895696,0.02007081,437202,-0.54191899,White
157,6,563325,0.00016956,0.32808033,0.65387596,0.88971334,0.11028666,0.03892622,0.03072298,0.00176735,0.01530071,0.01998326,427758,-0.32579563000000006,White
158,7,563231,2.66e-06,0.21218107,0.77527094,0.94272645,0.05727355,0.02089956,0.01083891,0.0005922,0.00544101,0.01744391,440727,-0.56308987,White
159,8,563219,-1.864e-05,0.50164995,0.47748113,0.7706409,0.2293591,0.11509234,0.06030688,0.00112663,0.03334975,0.01967962,438474,0.024168820000000035,White
160,1,586722,0.00152875,0.61651195,0.36112029,0.69063439,0.30936561,0.08967634,0.18582595,0.00189258,0.02883783,0.01775606,467615,0.25539166,White
161,2,585554,-0.00046501,0.6022249,0.37017195,0.81942912,0.18057088,0.03783897,0.0803989,0.00131499,0.04080661,0.01610914,476810,0.23205294999999992,White
162,3,585057,-0.00131339,0.60616523,0.36805306,0.71936834,0.28063166,0.07077761,0.1047006,0.00113322,0.07855849,0.01275795,461516,0.23811217,White
163,4,586466,0.00109176,0.70679145,0.26807579,0.75729468,0.24270532,0.04198807,0.06656618,0.00106033,0.08964801,0.00939835,456463,0.43871566,White
164,5,586666,0.00143316,0.60878985,0.36840595,0.63335139,0.36664861,0.06233564,0.19724001,0.00166875,0.10373546,0.01183195,457828,0.24038389999999998,White
165,6,585064,-0.00130144,0.63634595,0.34137893,0.77115454,0.22884546,0.05288555,0.12932608,0.00114871,0.03423287,0.01281945,468351,0.29496702,White
166,7,585229,-0.00101978,0.73211916,0.24725557,0.73810958,0.26189042,0.04130897,0.05719277,0.00096524,0.14145931,0.00701509,468276,0.48486359,White
167,8,586604,0.00132733,0.80074058,0.17919262,0.55535519,0.44464481,0.0985256,0.16098741,0.00158215,0.15304247,0.01179075,497424,0.62154796,White
168,9,585777,-8.435e-05,0.8275839,0.15430164,0.45542074,0.54457926,0.25751296,0.17471988,0.00192929,0.12232925,0.01284839,493447,0.67328226,Minority
