id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Lean,Majority
NJ-8,387023,0.69492123,0.29673654,0.18555208,0.81444792,0.18254446,0.56235698,0.00224484,0.05051722,0.02158524,298908,0.39818469,0.61647898,0.36384559,0.25263339,0.29615049,Hispanic
NJ-9,386609,0.67376669,0.3168765,0.25118978,0.74881022,0.17421004,0.53391923,0.00204062,0.06859592,0.02512728,289128,0.35689019,0.52100514,0.44285252,0.07815262,0.16606514,Hispanic
NJ-10,387348,0.84394285,0.14868503,0.17242334,0.82757666,0.61443733,0.1724436,0.00155327,0.0478239,0.01339191,296149,0.69525782,0.75395393,0.22931194,0.52464199,0.57651393,Black
NJ-11,386771,0.51293986,0.47294553,0.66915016,0.33084984,0.04039446,0.15077738,0.00092928,0.13116501,0.01136906,307765,0.03999433,0.46485277,0.51136485,-0.04651208,-0.02267661,White
NJ-12,386488,0.63830904,0.34863573,0.45194857,0.54805143,0.09548279,0.1730102,0.00140173,0.27556102,0.01210108,303196,0.28967331,0.56360305,0.40158587,0.16201718,0.19956922,Minority
NJ-13,387259,0.55565696,0.42903818,0.77170025,0.22829975,0.1121465,0.06466548,0.0012099,0.03904454,0.01491877,304985,0.12661878,0.53546175,0.44489165,0.0905701,0.09758633,White
NJ-14,386377,0.46461266,0.52212929,0.67887762,0.32112238,0.11372916,0.13447689,0.0019088,0.06608346,0.01542573,309094,-0.05751663,0.41644693,0.5661241,-0.14967717,-0.12395699,White
NJ-15,386448,0.65806105,0.32824677,0.51226059,0.48773941,0.22177913,0.17852911,0.0018366,0.08580969,0.01605099,311445,0.32981428,0.6259891,0.35423547,0.27175363,0.28610718,White
NJ-16,386920,0.41780042,0.5695097,0.79376837,0.20623163,0.04131804,0.08976579,0.00096269,0.06340494,0.0107737,309550,-0.15170928,0.36767027,0.61310098,-0.24543071,-0.21919023,White
NJ-17,386689,0.64460317,0.34572721,0.39006812,0.60993188,0.12575991,0.26917293,0.0013431,0.22415976,0.01337318,311220,0.29887596,0.55282426,0.42537546,0.1274488,0.17959119,Minority
NJ-18,387294,0.58122587,0.40736703,0.39962335,0.60037665,0.10923917,0.24873545,0.00161047,0.24966558,0.01276873,304259,0.17385884,0.4916264,0.47856186,0.01306454,0.06166264,Minority
NJ-19,386063,0.42925325,0.5546397,0.79784244,0.20215756,0.03256747,0.10397987,0.00072089,0.05238546,0.0114959,313503,-0.12538645,0.38477764,0.59026927,-0.20549163,-0.1837899,White
NJ-20,387140,0.76177715,0.22628134,0.37463663,0.62536337,0.18690533,0.21002638,0.00257399,0.23247192,0.01330533,312356,0.53549581,0.67902872,0.28723991,0.39178881,0.43469114,Minority
NJ-21,385970,0.62970351,0.36020922,0.30257082,0.69742918,0.06144618,0.52360012,0.00187634,0.12741632,0.02682295,308579,0.26949429,0.52015455,0.45293329,0.06722126,0.1296456,Hispanic
NJ-22,387556,0.71559371,0.27468833,0.44275735,0.55724265,0.32871072,0.14998073,0.0015453,0.08109348,0.01231589,300912,0.44090538,0.67101023,0.31262325,0.35838698,0.38089311,Minority
NJ-23,387027,0.65473814,0.33260332,0.56896062,0.43103938,0.15412874,0.18644103,0.00132152,0.08675155,0.01221211,292087,0.32213482,0.60937001,0.36776631,0.2416037,0.26344741,White
NJ-24,387585,0.6228256,0.36258419,0.46883572,0.53116428,0.12863469,0.14545288,0.00132586,0.25186143,0.01211563,306216,0.26024141,0.56570313,0.4003125,0.16539063,0.19200756,Minority
NM-1,352733,0.62672358,0.35113166,0.29945134,0.70054866,0.03792915,0.59079482,0.00263238,0.02683028,0.07147347,270478,0.27559192,0.59480036,0.39742951,0.19737085,0.21844454,Hispanic
NM-2,353223,0.57623852,0.39805567,0.51074389,0.48925611,0.0401472,0.34691667,0.00314028,0.04830281,0.07105932,285325,0.17818285,0.58348224,0.40675553,0.17672671,0.17221209,White
NM-3,352936,0.61526071,0.36463667,0.49240104,0.50759896,0.02117382,0.4238796,0.00301271,0.02431029,0.05103924,282802,0.25062404,0.60805736,0.38390224,0.22415512,0.22797809,Minority
NM-4,353099,0.27277191,0.70820853,0.46948164,0.53051836,0.03884294,0.43937074,0.00268092,0.01755168,0.04422383,262596,-0.43543662,0.26577915,0.72998346,-0.46420431,-0.45961508,Minority
NM-5,352904,0.53142189,0.44690586,0.3563491,0.6436509,0.02128639,0.58443122,0.00212827,0.01699303,0.04102628,271582,0.08451603,0.50335117,0.48953425,0.01381692,0.03238329,Hispanic
NM-6,352627,0.56045807,0.41607275,0.29310008,0.70689992,0.01028902,0.27802153,0.0017355,0.0153415,0.41952849,266206,0.14438532,0.52504293,0.46286142,0.06218151,0.08458278,Native
