id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Swing,Majority,Lean
FL-9,582399,0.37430917,0.61294389,0.74253831,0.25746169,0.10952611,0.10139885,0.00192759,0.02546116,0.02144499,484542,-0.23863472,0.40938839,0.578209,-0.16882061,-0.06981411,White,-0.22036335
FL-10,582560,0.39176088,0.59459738,0.74471175,0.25528825,0.09410262,0.10716099,0.00192016,0.0338494,0.01871484,480688,-0.20283650,0.41559095,0.570983,-0.15539205,-0.04744445,White,-0.192021683333333
FL-11,581417,0.49224556,0.49023705,0.60995083,0.39004917,0.12037177,0.19808448,0.0021495,0.06184018,0.01776253,462434,0.00200851,0.52289311,0.46252817,0.06036494,-0.05835643,White,0.0164606533333334
FL-12,581761,0.54794385,0.43433511,0.38806762,0.61193238,0.15540542,0.39661178,0.00297866,0.06445461,0.01953445,461953,0.11360874,0.60061778,0.38440157,0.21621621,-0.10260747,Hispanic,0.14281123
FL-13,582741,0.5108287,0.47484959,0.30375851,0.69624149,0.13356209,0.51714256,0.00315306,0.05127514,0.01884935,449087,0.03597911,0.58737352,0.40119462,0.18617890,-0.15019979,Hispanic,0.0810457066666667
FL-14,582285,0.56647114,0.41700334,0.38172113,0.61827887,0.31105984,0.21443399,0.00255902,0.06565894,0.01649527,440793,0.14946780,0.61372226,0.37435636,0.23936590,-0.08989810,Minority,0.174433833333333
FL-15,582024,0.32140881,0.66866428,0.77975412,0.22024588,0.06709159,0.11077701,0.00143428,0.02156094,0.01917251,491537,-0.34725547,0.34549255,0.64519949,-0.29970694,-0.04754853,White,-0.33640596
FL-16,582390,0.36636141,0.61987319,0.73225793,0.26774207,0.0676732,0.14582786,0.00170889,0.03516562,0.02102748,464630,-0.25351178,0.39222584,0.59486711,-0.20264127,-0.05087051,White,-0.241554943333333
FL-17,582524,0.49841341,0.48681008,0.72154953,0.27845047,0.12365588,0.08753944,0.0017208,0.04695056,0.01789791,492795,0.01160333,0.52441862,0.46191282,0.06250580,-0.05090247,White,0.02357082
FL-18,581717,0.42636697,0.55953134,0.71768336,0.28231664,0.06656667,0.15339894,0.00183834,0.0460859,0.01693361,478693,-0.13316437,0.45906189,0.52800833,-0.06894644,-0.06421793,White,-0.116758393333333
FL-19,581747,0.49612215,0.48316945,0.45082958,0.54917042,0.22363648,0.25623077,0.00228736,0.06659568,0.02095744,449864,0.01295270,0.55068777,0.43435055,0.11633722,-0.10338452,Minority,0.0424142066666667
FL-20,582485,0.49690836,0.48802256,0.46861941,0.53138059,0.1701469,0.31465727,0.0022205,0.04570988,0.01738275,461607,0.00888580,0.55326036,0.43207968,0.12118068,-0.11229488,Minority,0.0413174266666667
FL-21,582637,0.39706632,0.5906423,0.58570933,0.41429067,0.15414385,0.22401537,0.00177926,0.02414613,0.02169334,455808,-0.19357598,0.426765,0.56019136,-0.13342636,-0.06014962,White,-0.178526106666667
FL-22,581490,0.42666762,0.56143864,0.77509445,0.22490555,0.06199646,0.12316654,0.00112597,0.02218554,0.01455511,497351,-0.13477102,0.46090452,0.52879771,-0.06789319,-0.06687783,White,-0.11747841
FL-23,581161,0.31609373,0.67306641,0.70944148,0.29055852,0.08366647,0.16395547,0.00147982,0.02570754,0.01866533,459515,-0.35697268,0.34410806,0.64515493,-0.30104687,-0.05592581,White,-0.343330743333333
FL-24,581301,0.3185772,0.67181266,0.77409329,0.22590671,0.05256699,0.13686987,0.00120251,0.01832537,0.01583197,486484,-0.35323546,0.36211467,0.62950692,-0.26739225,-0.08584321,White,-0.329621056666667
FL-25,581310,0.37099358,0.61730831,0.71195279,0.28804721,0.07734681,0.17408113,0.00115795,0.02348552,0.01243158,487066,-0.24631473,0.41052111,0.5818134,-0.17129229,-0.07502244,White,-0.22630725
FL-26,582324,0.40409121,0.58496405,0.67642622,0.32357378,0.13023287,0.15426596,0.00159317,0.02335726,0.01666893,472016,-0.18087284,0.43890258,0.5526385,-0.11373592,-0.06713692,White,-0.163493866666667
FL-27,582261,0.50614322,0.48101418,0.49339816,0.50660184,0.24440387,0.21912741,0.00177401,0.0370061,0.0168445,463356,0.02512904,0.56943756,0.42175859,0.14767897,-0.12254993,Minority,0.0609790166666667
FL-28,582258,0.5347974,0.45364931,0.54622399,0.45377601,0.17307842,0.24205081,0.00155511,0.03139802,0.01271787,476495,0.08114809,0.59727052,0.39488004,0.20239048,-0.12124239,White,0.11656222
FL-29,582452,0.51167601,0.47523989,0.54726871,0.45273129,0.14760722,0.21790948,0.00152177,0.05168035,0.00967272,468534,0.03643612,0.57666714,0.41590445,0.16076269,-0.12432657,White,0.07287831
FL-30,582067,0.66403246,0.32523988,0.32291062,0.67708938,0.45356707,0.18482119,0.00196127,0.02713415,0.01156049,463475,0.33879258,0.71827491,0.27420598,0.44406893,-0.10527635,Black,0.368884696666667
FL-31,582188,0.53244497,0.45411186,0.3243091,0.6756909,0.17629588,0.42991916,0.00176452,0.07157136,0.01056079,456216,0.07833311,0.60182067,0.3903273,0.21149337,-0.13316026,Hispanic,0.117719863333333
FL-32,581986,0.49520293,0.49138882,0.44829481,0.55170519,0.11325546,0.39428475,0.00142202,0.03274148,0.01204705,485928,0.00381411,0.5834101,0.40861938,0.17479072,-0.17097661,Minority,0.0558063133333333
FL-33,581733,0.71765943,0.2717864,0.06262964,0.93737036,0.56697066,0.37812197,0.00142637,0.01950252,0.00938969,452198,0.44587303,0.80834649,0.18421765,0.62412884,-0.17825581,Black,0.500291633333333
FL-34,582598,0.49489845,0.4929144,0.19005015,0.80994985,0.16307765,0.62994441,0.00116584,0.02802197,0.01289454,455464,0.00198405,0.59329352,0.39844583,0.19484769,-0.19286364,Hispanic,0.06127193
FL-35,581576,0.29270039,0.69953092,0.04659285,0.95340715,0.03921796,0.92580733,0.00071343,0.01027838,0.00656605,482177,-0.40683053,0.3792682,0.61480754,-0.23553934,-0.17129119,Hispanic,-0.354733466666667
FL-36,582641,0.31723154,0.67320648,0.28993953,0.71006047,0.05628729,0.6350876,0.00081223,0.01802987,0.01118089,472771,-0.35597494,0.38636545,0.6061116,-0.21974615,-0.13622879,Hispanic,-0.315565343333333
FL-37,582602,0.37016405,0.61992446,0.20361038,0.79638962,0.06658025,0.70861707,0.0008831,0.02792408,0.00972042,474465,-0.24976041,0.45499988,0.53745938,-0.08245950,-0.16730091,Hispanic,-0.19899344
GA-1,564506,0.49232946,0.50136299,0.5551699,0.4448301,0.32085577,0.0720731,0.00351888,0.03629932,0.0198337,437639,-0.00903353,0.50215,0.48308722,0.01906278,-0.02809631,White,-0.0046680933333333
GA-2,562975,0.53950605,0.45634417,0.42489829,0.57510171,0.4904661,0.05462758,0.00262179,0.02086855,0.01523629,434817,0.08316188,0.55099332,0.4401709,0.11082242,-0.02766054,Black,0.08738206
GA-3,563178,0.29875751,0.69631505,0.69196707,0.30803293,0.22575638,0.04480525,0.00101867,0.01707252,0.02063901,432918,-0.39755754,0.30548055,0.68307671,-0.37759616,-0.01996138,White,-0.395903746666667
GA-4,564299,0.77596217,0.21303487,0.32746898,0.67253102,0.46353496,0.11489237,0.00128919,0.09001975,0.01755205,439037,0.56292730,0.78921295,0.19874251,0.59047044,-0.02754314,Black,0.567108346666667
GA-5,563747,0.84139949,0.15119502,0.15683063,0.84316937,0.76780313,0.0610559,0.00125215,0.01393864,0.01479587,430458,0.69020447,0.83989872,0.15023816,0.68966056,0.00054391,Black,0.685023166666667
GA-6,563305,0.49800618,0.48936867,0.47421171,0.52578829,0.17202601,0.12353679,0.00148526,0.22105881,0.01534614,419454,0.00863751,0.50249415,0.48331903,0.01917512,-0.01053761,Minority,0.00715004666666667
GA-7,562861,0.63540739,0.35203332,0.28267778,0.71732222,0.34321555,0.24944084,0.00163019,0.12390654,0.02344853,412222,0.28337407,0.64813332,0.33943099,0.30870233,-0.02532826,Black,0.286816823333333
GA-8,564150,0.28545187,0.71136216,0.6290268,0.3709732,0.27367863,0.06870159,0.00140326,0.01392291,0.01753964,428287,-0.42591029,0.30156168,0.68956396,-0.38800228,-0.03790801,White,-0.418274286666667
GA-9,564242,0.2040491,0.79101522,0.82651188,0.17348812,0.06694945,0.06113825,0.00096741,0.01860396,0.02522922,443454,-0.58696612,0.20157143,0.78643254,-0.58486111,-0.00210501,White,-0.59126445
GA-10,564366,0.38904393,0.6039011,0.67031485,0.32968515,0.21140666,0.06110351,0.00193569,0.03887158,0.01906214,437569,-0.21485717,0.39529152,0.59078609,-0.19549457,-0.01936260,White,-0.21340297
GA-11,563210,0.61400894,0.37506445,0.4657749,0.5342251,0.30955532,0.1392572,0.00132109,0.06839267,0.01975185,434491,0.23894449,0.61028923,0.37370911,0.23658012,0.00236437,Minority,0.233156366666667
GA-12,564115,0.59121608,0.40393979,0.41655689,0.58344311,0.50724307,0.04365247,0.00193833,0.02294494,0.01537197,438005,0.18727629,0.60059723,0.38857891,0.21201832,-0.02474203,Black,0.190523633333333
GA-13,564068,0.66112408,0.33235389,0.30529335,0.69470665,0.54716652,0.09401226,0.00131143,0.04901101,0.01810287,423966,0.32877019,0.6528141,0.33644309,0.31637101,0.01239918,Black,0.31963713
GA-14,564284,0.2146097,0.78049709,0.78364995,0.21635005,0.06808035,0.11002233,0.00095555,0.01236644,0.02932738,431167,-0.56588739,0.21958865,0.7684101,-0.54882145,-0.01706594,White,-0.565198743333333
GA-15,563670,0.29740485,0.69864252,0.65002587,0.34997413,0.26661624,0.05225877,0.00137352,0.01738943,0.01639873,431009,-0.40123767,0.30673289,0.68242048,-0.37568759,-0.02555008,White,-0.397720976666667
GA-16,563178,0.73681071,0.25628037,0.33126478,0.66873522,0.58302844,0.05504139,0.00142814,0.02408526,0.01587464,429931,0.48053034,0.72221493,0.26779881,0.45441612,0.02611422,Black,0.4668256
GA-17,564054,0.62900632,0.35878769,0.61199281,0.38800719,0.18180995,0.09042176,0.00148201,0.10320972,0.01424839,463561,0.27021863,0.63540528,0.35083322,0.28457206,-0.01435343,White,0.270003106666667
GA-18,564228,0.28309503,0.70911253,0.71956912,0.28043088,0.06340593,0.14966219,0.00110555,0.04461873,0.02406454,423320,-0.42601750,0.2793534,0.70474993,-0.42539653,-0.00062097,White,-0.43081051
GA-19,563472,0.37626141,0.61574982,0.69017342,0.30982658,0.1743809,0.08206887,0.00134742,0.03083906,0.02355881,428969,-0.23948841,0.3637219,0.62069853,-0.25697663,0.01748822,White,-0.250317816666667
HI-1,485115,0.6260353,0.35202624,0.34962347,0.65037653,0.01786095,0.08928915,0.264607,0.41966214,0.0309236,384302,0.27400906,0.66263028,0.31382518,0.34880510,-0.07479604,Asian,0.293941073333333
HI-2,485355,0.65673138,0.32473695,0.18120447,0.81879553,0.02883297,0.05820939,0.16209384,0.66780759,0.01746531,401138,0.33199443,0.67236734,0.31151547,0.36085187,-0.02885744,Asian,0.336613576666667
HI-3,484801,0.52572724,0.45728659,0.18510521,0.81489479,0.03658645,0.09567166,0.26383059,0.58681657,0.02493893,370465,0.06844065,0.56634924,0.41377711,0.15257213,-0.08413148,Asian,0.0914844766666667
IA-1,531927,0.50808731,0.47292688,0.83162301,0.16837699,0.06500122,0.04638231,0.00569573,0.03712463,0.01468127,415223,0.03516043,0.53461051,0.4413659,0.09324461,-0.05808418,White,0.0495218233333333
IA-2,531275,0.50438649,0.47652661,0.82250067,0.17749933,0.06213877,0.05968491,0.00106753,0.03566072,0.01670366,414041,0.02785988,0.53154852,0.44689754,0.08465098,-0.05679110,White,0.0417902466666667
IA-3,531266,0.53089675,0.4514809,0.78719206,0.21280794,0.06789133,0.07547766,0.00144063,0.04960352,0.01648889,401907,0.07941585,0.55155906,0.4266588,0.12490026,-0.04548441,White,0.08957732
IA-4,532481,0.34753015,0.63541811,0.90781865,0.09218135,0.01573919,0.03556848,0.00193572,0.01781654,0.01678283,402435,-0.28788796,0.36328442,0.6178509,-0.25456648,-0.03332148,White,-0.2817808
IA-5,532665,0.29713574,0.68665805,0.857522,0.142478,0.02447229,0.07894255,0.00336142,0.01638164,0.01833567,404294,-0.38952231,0.32143788,0.6613409,-0.33990302,-0.04961929,White,-0.377982546666667
IA-6,530755,0.36357792,0.62001109,0.92067258,0.07932742,0.01917502,0.03291582,0.00267829,0.00980342,0.01191403,412203,-0.25643317,0.39114015,0.59115183,-0.20001168,-0.05642149,White,-0.242626006666667
ID-1,613834,0.25227843,0.72339515,0.85383511,0.14616489,0.00672226,0.07623562,0.00319223,0.01542067,0.03744115,473650,-0.47111672,0.28689682,0.68709942,-0.40020260,-0.07091412,White,-0.45247868
ID-2,612514,0.23348568,0.73607004,0.79789364,0.20210636,0.01091087,0.13716095,0.00404249,0.01813106,0.03379486,440570,-0.50258436,0.24392606,0.72289081,-0.47896475,-0.02361961,White,-0.499711156666667
ID-3,612758,0.4191502,0.55262213,0.79085854,0.20914146,0.01743044,0.11935177,0.00526418,0.03693366,0.02791553,462180,-0.13347193,0.45078806,0.51737989,-0.06659183,-0.06688010,White,-0.116178563333333
IL-1,582159,0.66860662,0.30564503,0.37952368,0.62047632,0.50160542,0.09592945,0.00088102,0.0197306,0.0129217,459692,0.36296159,0.72462147,0.26230832,0.46231315,-0.09935156,Black,0.391078776666667
IL-2,581945,0.71780057,0.2661106,0.29967784,0.70032216,0.52503999,0.15889427,0.00106863,0.01185126,0.01828992,446366,0.45168997,0.75615996,0.23103344,0.52512652,-0.07343655,Black,0.47116882
IL-3,582147,0.69482439,0.27994608,0.38880903,0.61119097,0.05454557,0.49664505,0.00185445,0.06256487,0.03685664,460514,0.41487831,0.75368839,0.22754664,0.52614175,-0.11126344,Hispanic,0.446966123333333
IL-4,582289,0.65346945,0.32283913,0.14610997,0.85389003,0.06692377,0.70942269,0.00130769,0.07945004,0.05511099,435884,0.33063032,0.78079421,0.20083792,0.57995629,-0.24932597,Hispanic,0.408738976666667
IL-5,582757,0.82645969,0.15090462,0.63205616,0.36794384,0.10587891,0.13159323,0.00149872,0.12015814,0.01595748,495755,0.67555507,0.8442803,0.13724362,0.70703668,-0.03148161,White,0.68104894
IL-6,582094,0.69042991,0.28603743,0.43039045,0.56960955,0.32493902,0.21091178,0.00102651,0.03072384,0.01913323,448121,0.40439248,0.73948263,0.24493861,0.49454402,-0.09015154,Minority,0.429442993333333
IL-7,582302,0.83686841,0.14221255,0.30630741,0.69369259,0.50186101,0.085004,0.00138169,0.10393916,0.01214551,479848,0.69465586,0.87838454,0.10604775,0.77233679,-0.07768093,Black,0.715549503333333
IL-8,582455,0.51921968,0.44336543,0.59255439,0.40744561,0.04733004,0.1986707,0.00127157,0.15131641,0.01978751,453771,0.07585425,0.57240475,0.40857124,0.16383351,-0.08797926,White,0.10018067
IL-9,582744,0.64455681,0.33111495,0.6945279,0.3054721,0.04698189,0.09237393,0.00138839,0.1568837,0.01115311,456644,0.31344186,0.67349334,0.31134701,0.36214633,-0.04870447,White,0.324676683333333
IL-10,582644,0.57797602,0.39495872,0.56576658,0.43423342,0.086035,0.23979694,0.00192312,0.09563482,0.02425801,443029,0.18301730,0.60210461,0.37768724,0.22441737,-0.04140007,White,0.191817323333333
IL-11,582741,0.55313407,0.4080169,0.70906873,0.29093127,0.05640913,0.09957952,0.00117132,0.1221755,0.01251248,451629,0.14511717,0.57837378,0.40003938,0.17833440,-0.03321723,White,0.15118958
IL-12,582058,0.24342474,0.73869814,0.8986708,0.1013292,0.04296381,0.02265595,0.00102852,0.00956307,0.02018093,456966,-0.49527340,0.25217163,0.73110015,-0.47892852,-0.01634488,White,-0.494825106666667
IL-13,581520,0.48265362,0.49003522,0.73245955,0.26754045,0.14035191,0.0425843,0.0010176,0.06468159,0.01802037,458925,-0.00738160,0.48603409,0.49066458,-0.00463049,-0.00275111,White,-0.0114645633333333
IL-14,582187,0.50913809,0.46406867,0.61507603,0.38492397,0.11372551,0.18299686,0.0008325,0.07632703,0.01817092,437237,0.04506942,0.5499656,0.43248764,0.11747796,-0.07240854,White,0.0642056
IL-15,583040,0.26147252,0.71728118,0.91799831,0.08200169,0.02799562,0.02250307,0.0010046,0.00745589,0.01838858,457893,-0.45580866,0.27044191,0.70924059,-0.43879868,-0.01700998,White,-0.455138666666667
IL-16,582702,0.34309264,0.63579461,0.85146607,0.14853393,0.04670447,0.06949253,0.00082303,0.00990285,0.01865303,451991,-0.29270197,0.35761773,0.62141172,-0.26379399,-0.02890798,White,-0.288065976666667
IL-17,582320,0.4734441,0.50339764,0.74675101,0.25324899,0.1045744,0.10326818,0.00084727,0.02512698,0.02051993,453218,-0.02995354,0.48795404,0.49055987,-0.00260583,-0.02734771,White,-0.0258376366666667
IL-18,582322,0.55257301,0.42658129,0.65785947,0.34214053,0.0287374,0.14245104,0.0008977,0.16226994,0.01466902,461176,0.12599172,0.58131797,0.40113391,0.18018406,-0.05419234,White,0.139055833333333
IL-19,582578,0.54295384,0.44053748,0.58374202,0.41625798,0.06747156,0.29078593,0.00114864,0.0464309,0.02747027,432686,0.10241636,0.56672494,0.41169949,0.15502545,-0.05260909,White,0.114952723333333
IL-20,582978,0.46421035,0.51342235,0.78715644,0.21284356,0.0310804,0.12576886,0.00089784,0.03625079,0.01929459,447742,-0.04921200,0.47682717,0.50152312,-0.02469595,-0.02451605,White,-0.0460399833333334
IL-21,582292,0.46235937,0.51155392,0.80025374,0.19974626,0.10075551,0.04335496,0.00147721,0.03468485,0.01798555,455588,-0.04919455,0.46889028,0.50574445,-0.03685417,-0.01234038,White,-0.05008109
IL-22,582234,0.4692921,0.50569562,0.72579454,0.27420546,0.18985739,0.03795784,0.00149958,0.02124258,0.0219528,454794,-0.03640352,0.4721614,0.50601397,-0.03385257,-0.00255095,White,-0.0405532033333334
IN-1,565812,0.50041952,0.48452718,0.58038534,0.41961466,0.22133292,0.16484887,0.00084201,0.01897761,0.02111964,432299,0.01589234,0.54482066,0.44009927,0.10472139,-0.08882905,White,0.0405020233333333
IN-2,566060,0.47056485,0.51354108,0.74717494,0.25282506,0.11271631,0.0924752,0.00130898,0.0233671,0.02170799,436982,-0.04297623,0.49428107,0.48757024,0.00671083,-0.04968706,White,-0.0314138766666667
IN-3,565044,0.25182339,0.73187233,0.87819682,0.12180318,0.01233852,0.07698429,0.00090467,0.00985424,0.0192443,422255,-0.48004894,0.26274068,0.71792048,-0.45517980,-0.02486914,White,-0.476759226666667
IN-4,564733,0.36325981,0.6198739,0.80265136,0.19734864,0.08543172,0.05687713,0.00114834,0.03444545,0.01910505,422349,-0.25661409,0.36692693,0.61121575,-0.24428882,-0.01232527,White,-0.257505666666667
IN-5,565919,0.44047305,0.541572,0.81972313,0.18027687,0.04825676,0.04859531,0.00699024,0.06002222,0.01873357,451916,-0.10109895,0.44800143,0.53102905,-0.08302762,-0.01807133,White,-0.100075173333333
IN-6,565490,0.40166691,0.57992029,0.83674657,0.16325343,0.06103615,0.04016177,0.0011116,0.03928196,0.01785178,422815,-0.17825338,0.39633636,0.58204535,-0.18570899,0.00745561,White,-0.185738583333333
IN-7,565246,0.30228275,0.68006034,0.86643808,0.13356192,0.05456109,0.04361321,0.00089389,0.01160024,0.02065425,443008,-0.37777759,0.31384697,0.66575062,-0.35190365,-0.02587394,White,-0.374152943333333
IN-8,565466,0.61694128,0.36499475,0.60622781,0.39377219,0.23408502,0.10103797,0.00117243,0.0447848,0.01689782,429878,0.25194653,0.61921228,0.3620858,0.25712648,-0.00517995,White,0.24867318
IN-9,565074,0.58865982,0.39530367,0.56475887,0.43524113,0.26472843,0.10007385,0.0015878,0.05326089,0.02159691,423857,0.19335615,0.59851054,0.38261165,0.21589889,-0.02254274,White,0.195870396666667
IN-10,565379,0.2881569,0.69392041,0.8935438,0.1064562,0.02269325,0.03053601,0.00108645,0.02888441,0.01953308,433521,-0.40576351,0.28518186,0.69301961,-0.40783775,0.00207424,White,-0.411454923333333
IN-11,565826,0.31073853,0.67316331,0.8935114,0.1064886,0.04535155,0.02591779,0.00171885,0.01231804,0.01785224,436920,-0.36242478,0.32493674,0.65706838,-0.33213164,-0.03029314,White,-0.357327066666667
IN-12,565479,0.28827781,0.6950217,0.89887105,0.10112895,0.03337386,0.0321673,0.00106232,0.01028209,0.02189437,436779,-0.40674389,0.29840778,0.68348832,-0.38508054,-0.02166335,White,-0.404522773333333
KS-1,587454,0.23639122,0.74582664,0.7825952,0.2174048,0.02594482,0.1489533,0.00207361,0.01382704,0.02980191,444636,-0.50943542,0.24402083,0.73596266,-0.49194183,-0.01749359,White,-0.508604223333333
KS-2,587760,0.2898886,0.69049024,0.83548564,0.16451436,0.04294332,0.05745224,0.00298387,0.01884164,0.04165437,450757,-0.40060164,0.29690703,0.68022662,-0.38331959,-0.01728205,White,-0.399840956666667
KS-3,587489,0.53128691,0.45045248,0.67706493,0.32293507,0.11814006,0.13651661,0.00232917,0.03295675,0.0403038,447799,0.08083443,0.54768153,0.42821971,0.11946182,-0.03862739,White,0.0887102266666667
KS-4,587497,0.41395189,0.5691267,0.69980636,0.30019364,0.09090289,0.12462669,0.00225916,0.04844018,0.04082403,439986,-0.15517481,0.41964688,0.55634445,-0.13669757,-0.01847724,White,-0.15401573
KS-5,587680,0.53965823,0.44271958,0.78073825,0.21926175,0.05464901,0.07507318,0.00148833,0.06325845,0.02210078,446138,0.09693865,0.53600979,0.44315278,0.09285701,0.00408164,White,0.0905781033333333
KY-1,562914,0.25264902,0.73443311,0.85261035,0.14738965,0.0846444,0.0301883,0.00138306,0.00885202,0.02092504,435268,-0.48178409,0.2753401,0.70978467,-0.43444457,-0.04733952,White,-0.47100425
KY-2,563678,0.29376409,0.69118985,0.83819616,0.16180384,0.0736234,0.03771046,0.00298731,0.02528156,0.02128373,429483,-0.39742576,0.31935836,0.66290583,-0.34354747,-0.05387829,White,-0.38446633
KY-3,563537,0.34017038,0.64391185,0.84203376,0.15796624,0.06859449,0.04722633,0.00130977,0.01793437,0.02138213,429845,-0.30374147,0.35428053,0.62775044,-0.27346991,-0.03027156,White,-0.29865095
KY-4,563161,0.63444144,0.34631927,0.62271225,0.37728775,0.25327816,0.06620794,0.00161521,0.0420202,0.01756739,445143,0.28812217,0.65179561,0.32994479,0.32185082,-0.03372865,White,0.294365053333333
KY-5,562771,0.20505108,0.78178129,0.91794411,0.08205589,0.02783839,0.02196925,0.00245424,0.00895696,0.02007081,437202,-0.57673021,0.22151562,0.76343461,-0.54191899,-0.03481122,White,-0.57012647
KY-6,563325,0.31500704,0.66765016,0.88971334,0.11028666,0.03892622,0.03072298,0.00176735,0.01530071,0.01998326,427758,-0.35264312,0.32808033,0.65387596,-0.32579563,-0.02684749,White,-0.348693956666667
KY-7,563231,0.18644918,0.80100809,0.94272645,0.05727355,0.02089956,0.01083891,0.0005922,0.00544101,0.01744391,440727,-0.61455891,0.21218107,0.77527094,-0.56308987,-0.05146904,White,-0.602402563333333
KY-8,563219,0.48338209,0.49598813,0.7706409,0.2293591,0.11509234,0.06030688,0.00112663,0.03334975,0.01967962,438474,-0.01260604,0.50164995,0.47748113,0.02416882,-0.03677486,White,-0.00534775333333335
LA-1,582460,0.29758081,0.68382339,0.68447351,0.31552649,0.14368507,0.11611382,0.00115464,0.03295068,0.02461679,449490,-0.38624258,0.29251979,0.68871351,-0.39619372,0.00995114,White,-0.394559626666667
LA-2,581963,0.75384473,0.22259017,0.33659389,0.66340611,0.51981359,0.09799798,0.00124593,0.04375406,0.0170474,457489,0.53125456,0.76834034,0.21464952,0.55369082,-0.02243626,Black,0.533733313333333
LA-3,581716,0.29566166,0.69063171,0.65378644,0.34621356,0.24382167,0.05429986,0.00094877,0.02202364,0.02743933,440572,-0.39497005,0.30701161,0.67620232,-0.36919071,-0.02577934,White,-0.391376936666667
LA-4,582939,0.25016161,0.73795165,0.68918565,0.31081435,0.22960116,0.03911121,0.00129097,0.0165115,0.02395067,450050,-0.48779004,0.26053809,0.72463085,-0.46409276,-0.02369728,White,-0.484890946666667
LA-5,581756,0.22293693,0.76232275,0.75567844,0.24432156,0.14794123,0.05499313,0.00096112,0.01730236,0.02073687,439073,-0.53938582,0.21687726,0.76560954,-0.54873228,0.00934646,White,-0.547501306666667
LA-6,581512,0.5670955,0.41421607,0.42461197,0.57538803,0.47972466,0.06082158,0.00087488,0.02558232,0.01295437,450350,0.15287943,0.5861834,0.39532077,0.19086263,-0.03798320,Black,0.160540496666667
LA-7,582216,0.52605904,0.46062448,0.41563943,0.58436057,0.529081,0.03250839,0.00104038,0.01063346,0.01533992,444070,0.06543456,0.55109537,0.43357172,0.11752365,-0.05208909,Black,0.07779759
LA-8,583195,0.21855474,0.76957276,0.71601351,0.28398649,0.19722656,0.04355177,0.00180679,0.01625881,0.02599134,439454,-0.55101802,0.23294062,0.75101027,-0.51806965,-0.03294837,White,-0.54503523
MA-1,586722,0.5727941,0.40211158,0.69063439,0.30936561,0.08967634,0.18582595,0.00189258,0.02883783,0.01775606,467615,0.17068252,0.61651195,0.36112029,0.25539166,-0.08470914,White,0.1939189
MA-2,585554,0.56799924,0.40373268,0.81942912,0.18057088,0.03783897,0.0803989,0.00131499,0.04080661,0.01610914,476810,0.16426656,0.6022249,0.37017195,0.23205295,-0.06778639,White,0.181862023333333
MA-3,585057,0.56494124,0.40647305,0.71936834,0.28063166,0.07077761,0.1047006,0.00113322,0.07855849,0.01275795,461516,0.15846819,0.60616523,0.36805306,0.23811217,-0.07964398,White,0.180016183333333
MA-4,586466,0.67763813,0.29213619,0.75729468,0.24270532,0.04198807,0.06656618,0.00106033,0.08964801,0.00939835,456463,0.38550194,0.70679145,0.26807579,0.43871566,-0.05321372,White,0.398239846666667
MA-5,586666,0.56242571,0.41157876,0.63335139,0.36664861,0.06233564,0.19724001,0.00166875,0.10373546,0.01183195,457828,0.15084695,0.60878985,0.36840595,0.24038390,-0.08953695,White,0.1756926
MA-6,585064,0.59841717,0.37708466,0.77115454,0.22884546,0.05288555,0.12932608,0.00114871,0.03423287,0.01281945,468351,0.22133251,0.63634595,0.34137893,0.29496702,-0.07363451,White,0.240877346666667
MA-7,585229,0.70153301,0.26847737,0.73810958,0.26189042,0.04130897,0.05719277,0.00096524,0.14145931,0.00701509,468276,0.43305564,0.73211916,0.24725557,0.48486359,-0.05180795,White,0.445324956666667
MA-8,586604,0.74447569,0.21480448,0.55535519,0.44464481,0.0985256,0.16098741,0.00158215,0.15304247,0.01179075,497424,0.52967121,0.80074058,0.17919262,0.62154796,-0.09187675,White,0.555296793333333
MA-9,585777,0.76751374,0.19894043,0.45542074,0.54457926,0.25751296,0.17471988,0.00192929,0.12232925,0.01284839,493447,0.56857331,0.8275839,0.15430164,0.67328226,-0.10470895,Minority,0.598476293333333
MA-10,585595,0.50699838,0.46999441,0.82054857,0.17945143,0.0670079,0.04886154,0.00110049,0.03884768,0.01105429,466154,0.03700397,0.55570133,0.42138433,0.13431700,-0.09731303,White,0.0644416466666667
MA-11,586113,0.58476129,0.39012488,0.67236335,0.32763665,0.15118109,0.04984707,0.00133939,0.0980199,0.00953025,465885,0.19463641,0.63186669,0.34688501,0.28498168,-0.09034527,White,0.2197515
MA-12,585070,0.55844335,0.42045341,0.83510003,0.16489997,0.04981259,0.05707981,0.00131417,0.01646437,0.01502209,483954,0.13798994,0.59407003,0.38506099,0.20900904,-0.07101910,White,0.156662973333333
MD-1,561205,0.37524314,0.59755425,0.77008659,0.22991341,0.14411537,0.04368521,0.00131181,0.02204252,0.01910891,445185,-0.22231111,0.38970852,0.58514856,-0.19544004,-0.02687107,White,-0.218354086666667
MD-2,561860,0.56763703,0.39852111,0.60274853,0.39725147,0.27989228,0.04817669,0.00115509,0.05731034,0.01455371,438926,0.16911592,0.58858765,0.38382962,0.20475803,-0.03564211,White,0.175996623333333
