id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Swing,Majority,Lean
MD-3,562253,0.55708281,0.40829942,0.650842,0.349158,0.19313835,0.08111733,0.00221181,0.05776762,0.02044785,437650,0.14878339,0.56301368,0.40777524,0.15523844,-0.00645505,White,0.145935073333333
MD-4,561139,0.86643254,0.10016327,0.15147178,0.84852822,0.54446035,0.25303705,0.00172919,0.05553042,0.02778252,433150,0.76626927,0.90961653,0.06823409,0.84138244,-0.07511317,Black,0.786306993333333
MD-5,561838,0.63088296,0.34182878,0.44527052,0.55472948,0.43331928,0.06690297,0.00229397,0.04180975,0.02433317,434181,0.28905418,0.65554417,0.32264042,0.33290375,-0.04384957,Minority,0.298670703333333
MD-6,561356,0.45729235,0.51227076,0.74796613,0.25203387,0.10894901,0.07183606,0.00143527,0.05339068,0.0190485,441032,-0.05497841,0.46623703,0.50804081,-0.04180378,-0.01317463,White,-0.0555868666666667
MD-7,560895,0.84292185,0.12350357,0.30410645,0.69589355,0.56993197,0.06924941,0.0012495,0.05127618,0.01631242,449780,0.71941828,0.86985156,0.10946623,0.76038533,-0.04096705,Black,0.728073963333333
MD-8,560985,0.74964694,0.21140267,0.47366201,0.52633799,0.13415803,0.18523699,0.00184589,0.19649902,0.01618672,433936,0.53824427,0.78873638,0.18651545,0.60222093,-0.06397666,Minority,0.554569823333333
MD-9,560938,0.53236688,0.43767787,0.59780987,0.40219013,0.26831037,0.05934145,0.00148732,0.05697963,0.02086614,435682,0.09468901,0.54347162,0.43094901,0.11252261,-0.01783360,White,0.0956335433333333
MD-10,562043,0.81863277,0.14953379,0.22560643,0.77439357,0.52883577,0.156917,0.00149082,0.08974807,0.01908382,438015,0.66909898,0.85468429,0.12467147,0.73001282,-0.06091384,Black,0.684403593333333
MD-11,560891,0.66580196,0.29169242,0.51142132,0.48857868,0.20187296,0.09287643,0.00174903,0.18259385,0.01631651,427665,0.37410954,0.69128976,0.28026973,0.41102003,-0.03691049,White,0.381413036666667
ME-1,681292,0.58933578,0.38776313,0.90388975,0.09611025,0.02952566,0.01855749,0.00105939,0.02069255,0.01810553,553146,0.20157265,0.59166657,0.37942439,0.21224218,-0.01066953,White,0.20012916
ME-2,681067,0.45506265,0.52523414,0.92922385,0.07077615,0.01010524,0.01327075,0.00100909,0.01178765,0.02655587,556939,-0.07017149,0.46697628,0.5045038,-0.03752752,-0.03264397,White,-0.0642901666666667
MI-1,593515,0.41242342,0.57255312,0.89923767,0.10076233,0.01574663,0.01643459,0.00111768,0.00922651,0.05103504,484040,-0.16012970,0.41754472,0.56681486,-0.14927014,-0.01085956,White,-0.161509846666667
MI-2,592212,0.34859655,0.63740393,0.9130022,0.0869978,0.01408602,0.03066424,0.00080197,0.00883849,0.02499784,475081,-0.28880738,0.35955007,0.62484276,-0.26529269,-0.02351469,White,-0.28596915
MI-3,593632,0.3499666,0.63509098,0.88093836,0.11906164,0.03708067,0.03652398,0.00097745,0.01342543,0.0248269,463449,-0.28512438,0.35913195,0.62273817,-0.26360622,-0.02151816,White,-0.28295166
MI-4,592705,0.54217039,0.44047193,0.72809932,0.27190068,0.11179198,0.10143335,0.00118895,0.04157788,0.02047902,453342,0.10169846,0.5440452,0.43585801,0.10818719,-0.00648873,White,0.09886137
MI-5,592526,0.4089357,0.57605185,0.82773059,0.17226941,0.05646963,0.06832376,0.00097407,0.02092268,0.02171824,453766,-0.16711615,0.41079798,0.57119523,-0.16039725,-0.00671890,White,-0.169876516666667
MI-6,592012,0.48399349,0.50070748,0.78863774,0.21136226,0.10211143,0.05443656,0.00107666,0.024188,0.02556639,460683,-0.01671399,0.49177897,0.48979126,0.00198771,-0.01870170,White,-0.01548009
MI-7,592631,0.36073957,0.62484107,0.86140615,0.13859385,0.05793204,0.04003353,0.00066586,0.00998791,0.0249687,464061,-0.26410150,0.37646297,0.60633565,-0.22987268,-0.03422882,White,-0.257691893333333
MI-8,592564,0.62975606,0.34739192,0.70539556,0.29460444,0.14280086,0.04784058,0.00137891,0.08017997,0.02032109,477189,0.28236414,0.65109906,0.33546339,0.31563567,-0.03327153,White,0.28845465
MI-9,592676,0.52307959,0.46018955,0.79270949,0.20729051,0.08476975,0.05429948,0.0011922,0.04318287,0.02227573,470557,0.06289004,0.53426199,0.44813783,0.08612416,-0.02323412,White,0.0656347466666667
MI-10,593265,0.5029316,0.48264704,0.71990045,0.28009955,0.1927436,0.04675864,0.00082021,0.01469242,0.02352432,462075,0.02028456,0.52621493,0.45936415,0.06685078,-0.04656622,White,0.0308066333333333
MI-11,592393,0.31249452,0.67439485,0.89818693,0.10181307,0.03042527,0.02995537,0.00062653,0.01330515,0.01999528,466060,-0.36190033,0.33103303,0.65515654,-0.32412351,-0.03777682,White,-0.354308056666667
MI-12,593079,0.47247753,0.50582685,0.73904276,0.26095724,0.15897605,0.02313276,0.00089691,0.05666718,0.01769878,476078,-0.03334932,0.50689884,0.47947324,0.02742560,-0.06077492,White,-0.0180910133333334
MI-13,593086,0.44820793,0.53564706,0.78621731,0.21378269,0.09449224,0.05163792,0.00079558,0.04271494,0.01913048,466324,-0.08743913,0.46407742,0.52163719,-0.05755977,-0.02987936,White,-0.0824793433333333
MI-14,593269,0.58953336,0.39013874,0.69230415,0.30769585,0.17199324,0.02887383,0.00076827,0.08977201,0.01330545,477699,0.19939462,0.6120917,0.37580906,0.23628264,-0.03688802,White,0.206690626666667
MI-15,592365,0.53673324,0.43666133,0.71592313,0.28407687,0.11350488,0.03299096,0.00079092,0.11606473,0.01668364,470341,0.10007191,0.56098885,0.42547796,0.13551089,-0.03543898,White,0.106884903333333
MI-16,592413,0.6815027,0.25523897,0.4150393,0.5849607,0.519087,0.03557744,0.00090089,0.01749407,0.0162861,442893,0.42626373,0.78064845,0.20808676,0.57256169,-0.14629796,Black,0.470029716666667
MI-17,592984,0.73913575,0.23800073,0.33742311,0.66257689,0.51735623,0.09633849,0.00114422,0.03934256,0.01940518,450962,0.50113502,0.78991961,0.19913208,0.59078753,-0.08965251,Black,0.52601919
MN-1,571018,0.44074897,0.53725299,0.85866062,0.14133938,0.03544872,0.05109945,0.00155095,0.03435326,0.01392213,439085,-0.09650402,0.45111566,0.52522148,-0.07410582,-0.02239820,White,-0.0940379533333334
MN-2,570533,0.53172051,0.44339098,0.77725103,0.22274897,0.06868099,0.06567564,0.00149917,0.06571072,0.0182496,427571,0.08832953,0.53867532,0.43676939,0.10190593,-0.01357640,White,0.0878549966666667
MN-3,570150,0.65441426,0.31902985,0.77413754,0.22586246,0.07743285,0.05195269,0.00124326,0.07719752,0.01541197,450429,0.33538441,0.65315885,0.32400182,0.32915703,0.00622738,White,0.328308616666667
MN-4,571380,0.69697516,0.27592508,0.64514356,0.35485644,0.12476753,0.06868934,0.00165615,0.14148963,0.02184891,441990,0.42105008,0.71014172,0.2661781,0.44396362,-0.02291354,White,0.423687926666667
MN-5,570472,0.81295491,0.15594917,0.60066322,0.39933678,0.1990317,0.08566565,0.00162488,0.09134943,0.02894504,452340,0.65700574,0.82462613,0.15246668,0.67215945,-0.01515371,White,0.657056976666667
MN-6,571324,0.38086047,0.59688479,0.87804976,0.12195024,0.03985539,0.02905949,0.00111731,0.02952919,0.01531495,421549,-0.21602432,0.38683772,0.58907061,-0.20223289,-0.01379143,White,-0.216427176666667
MN-7,570118,0.32357319,0.65727433,0.90968676,0.09031324,0.01719881,0.02408979,0.001113,0.01025746,0.03270981,436658,-0.33370114,0.33818784,0.64115899,-0.30297115,-0.03072999,White,-0.32845781
MN-8,570157,0.43912132,0.54066956,0.89024029,0.10975971,0.01794579,0.01554709,0.001097,0.01211369,0.05542835,449409,-0.10154824,0.45285985,0.52417294,-0.07131309,-0.03023515,White,-0.0964698566666667
MN-9,571167,0.53856153,0.43438737,0.78930709,0.21069291,0.07318027,0.044693,0.00128878,0.06892985,0.01921364,432193,0.10417416,0.54315321,0.43214488,0.11100833,-0.00683417,White,0.101452216666667
MN-10,570172,0.33388779,0.64580961,0.88069145,0.11930855,0.02237749,0.06090826,0.00167883,0.01726564,0.01550002,437806,-0.31192182,0.35053874,0.62771542,-0.27717668,-0.03474514,White,-0.305340106666667
MO-1,559666,0.80915482,0.17261803,0.38002433,0.61997567,0.53583255,0.03455382,0.00107896,0.03508653,0.0174304,443019,0.63653679,0.81659469,0.16790689,0.64868780,-0.01215101,Black,0.635587126666667
MO-2,559515,0.59107955,0.390105,0.76409356,0.23590644,0.11567952,0.03698251,0.00103104,0.06117152,0.0169672,444210,0.20097455,0.59169428,0.39141416,0.20028012,0.00069443,White,0.195743073333333
MO-3,559460,0.43482164,0.54862009,0.83968194,0.16031806,0.04950992,0.03236289,0.00109395,0.05235465,0.01916379,432378,-0.11379845,0.42957738,0.55321149,-0.12363411,0.00983566,White,-0.122077003333333
MO-4,559658,0.27888892,0.70902856,0.90800192,0.09199808,0.02295494,0.01867245,0.00107004,0.00995926,0.02928022,431759,-0.43013964,0.28839636,0.69342305,-0.40502669,-0.02511295,White,-0.426768656666667
MO-5,559761,0.35639924,0.6276365,0.8322394,0.1677606,0.06878385,0.03874997,0.00271946,0.02523795,0.02772695,433910,-0.27123726,0.36444734,0.61376183,-0.24931449,-0.02192277,White,-0.26892967
MO-6,559596,0.54072259,0.44311594,0.61646669,0.38353331,0.25248835,0.07807345,0.0045056,0.02016185,0.03284743,423473,0.09760665,0.55189413,0.42806273,0.12383140,-0.02622475,White,0.101348233333333
MO-7,559233,0.53663473,0.44656849,0.7466513,0.2533487,0.09889331,0.08359154,0.0042188,0.03767934,0.02930155,434721,0.09006624,0.54688771,0.433276,0.11361171,-0.02354547,White,0.09291473
MO-8,559601,0.2363027,0.75267812,0.89832113,0.10167887,0.03526269,0.02475935,0.00175943,0.00985512,0.02534506,431958,-0.51637542,0.24858934,0.73476185,-0.48617251,-0.03020291,White,-0.511307783333333
MO-9,559286,0.19706878,0.79275843,0.88370941,0.11629059,0.01371079,0.03601623,0.00444333,0.01016453,0.045543,428057,-0.59568965,0.20222624,0.78183277,-0.57960653,-0.01608312,White,-0.59532861
MO-10,559523,0.29855512,0.68917647,0.86173265,0.13826735,0.02764159,0.0432935,0.00251765,0.02006808,0.03953988,437710,-0.39062135,0.30205031,0.67963696,-0.37758665,-0.01303470,White,-0.39127645
MO-11,559614,0.19761341,0.79359031,0.85287869,0.14712131,0.06712444,0.02786493,0.00177019,0.01516976,0.03023593,434417,-0.59597690,0.20812592,0.77842708,-0.57030116,-0.02567574,White,-0.59241832
MS-1,591660,0.27025385,0.71566665,0.71290039,0.28709961,0.22188804,0.03351641,0.00088976,0.01355068,0.01658245,455180,-0.44541280,0.29148957,0.69370245,-0.40221288,-0.04319992,White,-0.436012826666667
MS-2,592001,0.56043754,0.42902489,0.39492735,0.60507265,0.56097267,0.02536761,0.00063704,0.00980729,0.01228538,456803,0.13141265,0.58568114,0.4023248,0.18335634,-0.05194369,Black,0.143727213333333
MS-3,592324,0.27886459,0.71143925,0.68323409,0.31676591,0.25568455,0.02400552,0.00083007,0.01420001,0.02237867,450563,-0.43257466,0.29610842,0.69185482,-0.39574640,-0.03682826,White,-0.425298573333333
MS-4,592484,0.28276939,0.70626651,0.68676312,0.31323688,0.21511377,0.04746697,0.00181267,0.02512313,0.02404912,456233,-0.42349712,0.30407871,0.68057969,-0.37650098,-0.04699614,White,-0.41283174
MS-5,592810,0.53529777,0.45479037,0.41276535,0.58723465,0.55028769,0.02031516,0.0006909,0.00917353,0.01060547,458820,0.08050740,0.56842639,0.41843953,0.14998686,-0.06947946,Black,0.09866722
MT-1,542200,0.45653153,0.51079023,0.88142474,0.11857526,0.00978689,0.03817188,0.00225585,0.01613696,0.04355318,433539,-0.05425870,0.47658545,0.49675185,-0.02016640,-0.03409230,White,-0.0478946
MT-2,542025,0.30573917,0.66410626,0.82917491,0.17082509,0.00767912,0.03206796,0.00237647,0.01094377,0.1134273,416584,-0.35836709,0.32750688,0.64875872,-0.32125184,-0.03711525,White,-0.35099534
NC-1,580145,0.54235898,0.44750698,0.46356552,0.53643448,0.45106865,0.05831435,0.00123595,0.01210014,0.02196597,458755,0.09485200,0.56401898,0.42614284,0.13787614,-0.04302414,Minority,0.10419338
NC-2,579697,0.61827994,0.36306846,0.55138464,0.44861536,0.27655397,0.11802266,0.00141945,0.04269223,0.01999243,441017,0.25521148,0.6250431,0.3562971,0.26874600,-0.01353452,White,0.254722986666667
NC-3,579824,0.34608942,0.64216888,0.70497166,0.29502834,0.17500418,0.07246676,0.00389487,0.02431416,0.0243663,460349,-0.29607946,0.36349754,0.61996068,-0.25646314,-0.03961632,White,-0.28787402
NC-4,579814,0.71137513,0.2707296,0.5384141,0.4615859,0.27939819,0.10580805,0.00113858,0.0626089,0.02062165,463736,0.44064553,0.71820063,0.26736145,0.45083918,-0.01019365,White,0.439043413333333
NC-5,580145,0.27321354,0.71575404,0.79430764,0.20569236,0.10049775,0.06892446,0.00083105,0.01451376,0.02176296,456050,-0.44254050,0.2776283,0.70986886,-0.43224056,-0.01029994,White,-0.444107186666667
NC-6,580338,0.56548837,0.41857265,0.58085206,0.41914794,0.28155093,0.08862381,0.00113407,0.03432906,0.0219004,455882,0.14691572,0.56784773,0.41802861,0.14981912,-0.00290340,White,0.14288352
NC-7,580350,0.40372979,0.58492245,0.74189044,0.25810956,0.15196944,0.06537602,0.00150277,0.01384381,0.02654194,470463,-0.18119266,0.41780633,0.56848212,-0.15067579,-0.03051687,White,-0.17602037
NC-8,580460,0.49804334,0.48960331,0.40742944,0.59257056,0.36000509,0.09389522,0.00503529,0.02941036,0.12452241,440491,0.00844003,0.52177007,0.46356679,0.05820328,-0.04976325,Minority,0.02002778
NC-9,580404,0.38106429,0.60565571,0.67842522,0.32157478,0.17268868,0.09375007,0.00117325,0.03572339,0.02178899,435541,-0.22459142,0.38376483,0.60226524,-0.21850041,-0.00609101,White,-0.227561083333333
NC-10,579251,0.32448458,0.66491274,0.74812872,0.25187128,0.13818345,0.06832582,0.00100579,0.02262488,0.02337978,454367,-0.34042816,0.32146903,0.66588173,-0.34441270,0.00398454,White,-0.34675634
NC-11,579827,0.48562364,0.49809237,0.84307227,0.15692773,0.04153357,0.05934689,0.00199282,0.01408652,0.03822763,475206,-0.01246873,0.47684019,0.5068279,-0.02998771,0.01751898,White,-0.02330839
NC-12,580460,0.70052703,0.27598422,0.36297048,0.63702952,0.42318586,0.1420279,0.00152232,0.06605397,0.01967051,442744,0.42454281,0.71652464,0.26717138,0.44935326,-0.02481045,Black,0.42781296
NC-13,580232,0.29794612,0.69000701,0.73954327,0.26045673,0.12488526,0.09467592,0.00157394,0.01775887,0.02582783,446650,-0.39206089,0.30328114,0.68313693,-0.37985579,-0.01220510,White,-0.392992523333333
NC-14,579999,0.60059749,0.37592268,0.65527946,0.34472054,0.11588884,0.07693491,0.00148204,0.13576629,0.01632282,441958,0.22467481,0.6057724,0.37404453,0.23172787,-0.00705306,White,0.22202583
NC-15,579563,0.39781027,0.59058127,0.60499669,0.39500331,0.25224565,0.11297669,0.00153113,0.0139185,0.02190985,440852,-0.19277100,0.40490894,0.58252004,-0.17761110,-0.01515990,White,-0.1927177
NC-16,579979,0.56367202,0.41946379,0.54577202,0.45422798,0.28556098,0.10943067,0.00147004,0.04580638,0.02203735,451007,0.14420823,0.57203339,0.41263773,0.15939566,-0.01518743,White,0.144270706666667
NC-17,579713,0.59295239,0.38449818,0.60545433,0.39454567,0.18839266,0.11840459,0.00127114,0.07389926,0.01790036,449991,0.20845421,0.60655905,0.37554627,0.23101278,-0.02255857,White,0.210973733333333
NC-18,579187,0.29272526,0.69588256,0.85538252,0.14461748,0.04872139,0.05837588,0.0017424,0.01340311,0.02350226,470040,-0.40315730,0.29596376,0.69156298,-0.39559922,-0.00755808,White,-0.40563794
ND-AL,779094,0.3051079,0.66956852,0.84408473,0.15591527,0.03597425,0.03624099,0.0022832,0.02213077,0.05876768,596093,-0.36446062,0.31777451,0.65120268,-0.33342817,-0.03103245,White,-0.35911647
NE-1,653675,0.53814219,0.44791991,0.69935425,0.30064575,0.1109204,0.11727746,0.00219831,0.0512953,0.02429626,487647,0.09022228,0.53944961,0.43972894,0.09972067,-0.00949839,White,0.08838841
NE-2,654390,0.42702561,0.55909858,0.82772271,0.17227729,0.03562582,0.07279214,0.00165805,0.03540894,0.02562481,493350,-0.13207297,0.43486037,0.54180622,-0.10694585,-0.02512712,White,-0.128697263333333
NE-3,653439,0.2095905,0.77913332,0.84797932,0.15202068,0.01410943,0.10541676,0.0014885,0.00981762,0.02256781,495130,-0.56954282,0.2136878,0.76657532,-0.55288752,-0.01665530,White,-0.568991053333333
NH-1,688457,0.50965425,0.47592038,0.85981788,0.14018212,0.02531041,0.05144487,0.00117055,0.04132825,0.01445412,557004,0.03373387,0.53252151,0.45197012,0.08055139,-0.04681752,White,0.04433971
NH-2,689072,0.50356859,0.4813936,0.9168902,0.0831098,0.0136142,0.019772,0.0009988,0.01916349,0.0199636,563676,0.02217499,0.52488526,0.45772294,0.06716232,-0.04498733,White,0.0321707666666667
NJ-1,579905,0.61717638,0.36471176,0.59263791,0.40736209,0.19335205,0.14596944,0.00175203,0.0654492,0.01647888,450334,0.25246462,0.64905504,0.33808257,0.31097247,-0.05850785,White,0.266967236666667
NJ-2,580748,0.44994582,0.53246527,0.70504112,0.29495888,0.13151103,0.12551327,0.00128059,0.02575053,0.02051765,461505,-0.08251945,0.48145125,0.50468035,-0.02322910,-0.05929035,White,-0.067756
NJ-3,580838,0.5534687,0.42906613,0.65481352,0.34518648,0.17057529,0.08979702,0.0015078,0.07439116,0.01500679,463590,0.12440257,0.5773712,0.40905518,0.16831602,-0.04391345,White,0.134040386666667
NJ-4,580438,0.32719294,0.65543492,0.79633725,0.20366275,0.03888396,0.10099314,0.00088657,0.05048242,0.01099956,424108,-0.32824198,0.38169156,0.60626599,-0.22457443,-0.10366755,White,-0.29868613
NJ-5,579264,0.46029421,0.51726962,0.73694883,0.26305117,0.02882539,0.10554517,0.00122367,0.1214858,0.00811531,455189,-0.05697541,0.51307983,0.4743326,0.03874723,-0.09572264,White,-0.0300678633333333
NJ-6,580650,0.47420356,0.5027731,0.58050499,0.41949501,0.10893404,0.20871655,0.00138185,0.09477437,0.01391632,460251,-0.02856954,0.53797381,0.44890202,0.08907179,-0.11764133,White,0.0056442366666667
NJ-7,579833,0.40773033,0.57055082,0.80949038,0.19050962,0.0362534,0.0906013,0.0008094,0.04849316,0.0115098,465777,-0.16282049,0.43710211,0.54496354,-0.10786143,-0.05495906,White,-0.149500803333333
NJ-8,580128,0.59173687,0.3780664,0.28454535,0.71545465,0.10621408,0.50994265,0.00214045,0.1119096,0.02417711,458781,0.21367047,0.70409667,0.28514542,0.41895125,-0.20528078,Hispanic,0.277097396666667
NJ-9,579969,0.55922454,0.41124632,0.23483284,0.76516716,0.16462361,0.53537639,0.00224926,0.07406186,0.02385718,439700,0.14797822,0.67367627,0.31700842,0.35666785,-0.20868963,Hispanic,0.21254143
NJ-10,579873,0.79398187,0.18443439,0.11717997,0.88282003,0.5686011,0.19944548,0.00225247,0.12067588,0.0151668,447952,0.60954748,0.88660971,0.10642405,0.78018566,-0.17063818,Black,0.661426873333333
NJ-11,579872,0.59919628,0.38015767,0.5977647,0.4022353,0.11819242,0.14561484,0.00116799,0.13339177,0.01116768,452914,0.21903861,0.64160002,0.34634656,0.29525346,-0.07621485,White,0.23944356
NJ-12,580336,0.53302974,0.43262218,0.45675244,0.54324756,0.09618392,0.1553364,0.00140354,0.28772059,0.01133356,455991,0.10040756,0.60915853,0.37807833,0.23108020,-0.13067264,Minority,0.138965106666667
NJ-13,579709,0.39524538,0.58800184,0.72803059,0.27196941,0.09119062,0.11943677,0.00154309,0.05242687,0.01478016,471781,-0.19275646,0.43718245,0.54962458,-0.11244213,-0.08031433,White,-0.170985016666667
NJ-14,579896,0.59118088,0.38470114,0.51156157,0.48843843,0.19194589,0.20163432,0.00126662,0.08969121,0.01257911,447647,0.20647974,0.64041746,0.34743441,0.29298305,-0.08650331,White,0.230314176666667
NJ-15,580802,0.52156382,0.4571045,0.45020942,0.54979058,0.10281137,0.25771541,0.00127536,0.19575208,0.01295511,466534,0.06445932,0.60793682,0.38184238,0.22609444,-0.16163512,Minority,0.113337693333333
NJ-16,580755,0.62066525,0.34982046,0.44714059,0.55285941,0.18339009,0.17255953,0.00160695,0.19451243,0.01401179,459256,0.27084479,0.67337271,0.31239319,0.36097952,-0.09013473,Minority,0.2958897
NM-1,529175,0.61986198,0.37141553,0.35573194,0.64426806,0.04329189,0.51341379,0.00293816,0.035514,0.07735131,413865,0.24844645,0.63869529,0.3375235,0.30117179,-0.05272534,Hispanic,0.261021563333333
NM-2,529660,0.35653196,0.63845611,0.42039572,0.57960428,0.03344416,0.50021957,0.00254194,0.01794161,0.04149907,398515,-0.28192415,0.37332602,0.60654629,-0.23322027,-0.04870388,Hispanic,-0.270689523333333
NM-3,529897,0.54821446,0.44166857,0.37982711,0.62017289,0.01629496,0.30374459,0.00240587,0.01963317,0.29581113,406506,0.10654589,0.56936707,0.40811015,0.16125692,-0.05471103,Minority,0.1197829
NM-4,528790,0.54729328,0.44410724,0.46393623,0.53606377,0.02035929,0.45574776,0.00237323,0.02711954,0.04683851,420103,0.10318604,0.55596355,0.42224605,0.13371750,-0.03053146,Minority,0.108363193333333
NV-1,621250,0.61569398,0.36580076,0.23677122,0.76322878,0.17762573,0.50009463,0.01274241,0.075068,0.03363645,454388,0.24989322,0.66732572,0.31068382,0.35664190,-0.10674868,Hispanic,0.280476113333333
NV-2,620511,0.45938213,0.51710461,0.65897577,0.34102423,0.02958353,0.20216664,0.00968015,0.06793533,0.03957372,493484,-0.05772248,0.47332199,0.49827193,-0.02494994,-0.03277254,White,-0.0517983
NV-3,620890,0.50406609,0.47901997,0.44621646,0.55378354,0.12472549,0.20759484,0.02277922,0.20086986,0.02541615,489964,0.02504612,0.54051293,0.43972858,0.10078435,-0.07573823,Minority,0.0452921966666667
NV-4,621072,0.51967111,0.46281166,0.46192574,0.53807426,0.15410917,0.21672615,0.0161739,0.15047671,0.02437974,487823,0.05685945,0.54809105,0.43170318,0.11638787,-0.05952842,Minority,0.0717022566666667
NV-5,620891,0.35846095,0.62307743,0.67444178,0.32555822,0.06404165,0.15370119,0.01066917,0.06944493,0.03879697,487667,-0.26461648,0.35956304,0.61814533,-0.25858229,-0.00603419,White,-0.267605083333333
NY-1,576761,0.4407396,0.54647774,0.74362129,0.25637871,0.05767195,0.13710829,0.00091669,0.05204516,0.01356785,465807,-0.10573814,0.47787012,0.50767439,-0.02980427,-0.07593387,White,-0.08542685
NY-2,576945,0.42129591,0.56764571,0.59883721,0.40116279,0.09640423,0.26163233,0.00107617,0.04108218,0.0188495,452532,-0.14634980,0.47819098,0.50790495,-0.02971397,-0.11663583,White,-0.11247119
NY-3,577118,0.41039484,0.5780067,0.68255827,0.31744173,0.07596193,0.14436728,0.00105339,0.09236137,0.01058618,459467,-0.16761186,0.46717368,0.51927502,-0.05210134,-0.11551052,White,-0.134108353333333
NY-4,577495,0.48401596,0.49915582,0.65307486,0.34692514,0.05151205,0.13126321,0.00091633,0.1573049,0.0093852,455078,-0.01513986,0.55611567,0.43028546,0.12583021,-0.14097007,White,0.0268501633333333
NY-5,577638,0.55084111,0.43690005,0.45485936,0.54514064,0.23975643,0.22966981,0.00147952,0.07736075,0.01466566,455554,0.11394106,0.61605442,0.37112128,0.24493314,-0.13099208,Minority,0.152605086666667
NY-6,577122,0.70191823,0.28786989,0.15346648,0.84653352,0.57282239,0.15918548,0.00412818,0.09894622,0.02439401,453226,0.41404834,0.79141898,0.2009709,0.59044808,-0.17639974,Black,0.467848253333333
NY-7,576607,0.51438956,0.46482551,0.2482675,0.7517325,0.08017419,0.14381195,0.00246162,0.52047101,0.01079827,474891,0.04956405,0.63639684,0.35308459,0.28331225,-0.23374820,Asian,0.122480116666667
NY-8,577053,0.57122166,0.40586167,0.34136337,0.65863663,0.05764366,0.25304845,0.00220497,0.34747188,0.01770096,473929,0.16535999,0.66838566,0.31931498,0.34907068,-0.18371069,Asian,0.221596886666667
NY-9,576900,0.70842815,0.26349574,0.30359938,0.69640062,0.1424056,0.39869264,0.00398938,0.16087643,0.03047517,469497,0.44493241,0.80535688,0.18223472,0.62312216,-0.17818975,Hispanic,0.499328993333333
NY-10,577234,0.66327531,0.32707024,0.27663825,0.72336175,0.50222376,0.14806395,0.00209243,0.09902199,0.01256784,453061,0.33620507,0.7274698,0.26472632,0.46274348,-0.12653841,Black,0.37338454
NY-11,577273,0.68802178,0.29217348,0.30408306,0.69591694,0.50172672,0.11021709,0.00160569,0.0977225,0.01241686,450275,0.39584830,0.74794336,0.24296673,0.50497663,-0.10912833,Black,0.42722441
NY-12,577176,0.87758784,0.09603398,0.38954255,0.61045745,0.38522912,0.15213576,0.00236409,0.09010618,0.01524108,458104,0.78155386,0.91423252,0.07375734,0.84047518,-0.05892132,Minority,0.7961943
NY-13,577358,0.47382266,0.50393857,0.40392282,0.59607718,0.03449308,0.19696201,0.00155501,0.36174591,0.01869749,427651,-0.03011591,0.58120394,0.40685309,0.17435085,-0.20446676,Minority,0.0330396766666667
NY-14,577089,0.3707728,0.61067744,0.59247125,0.40752875,0.10341479,0.17500203,0.00165235,0.13365809,0.01477668,455109,-0.23990464,0.44626612,0.54162574,-0.09535962,-0.14454502,White,-0.196722966666667
NY-15,576708,0.66480738,0.3132852,0.23802219,0.76197781,0.13392524,0.47521093,0.00258175,0.16911843,0.0341862,466738,0.35152218,0.78330668,0.20500044,0.57830624,-0.22678406,Hispanic,0.422116866666667
NY-16,577114,0.8022465,0.17700478,0.55548321,0.44451679,0.07797094,0.13941014,0.00477139,0.22808999,0.00992566,514525,0.62524172,0.85846839,0.1265138,0.73195459,-0.10671287,White,0.655812676666667
NY-17,577375,0.81019915,0.16949481,0.6814266,0.3185734,0.06060413,0.10285636,0.00179432,0.14740133,0.00868052,501583,0.64070434,0.84793112,0.13739476,0.71053636,-0.06983202,White,0.65898168
NY-18,577675,0.78869497,0.19508077,0.16824284,0.83175716,0.34744541,0.51094914,0.00340174,0.05262834,0.02838383,471818,0.59361420,0.87950059,0.10966616,0.76983443,-0.17622023,Hispanic,0.647354276666667
NY-19,577001,0.67447245,0.31153852,0.12623245,0.87376755,0.31779532,0.54208353,0.00362531,0.08354545,0.03153429,440790,0.36293393,0.79409599,0.19725757,0.59683842,-0.23390449,Hispanic,0.435902093333333
NY-20,577211,0.71734605,0.27166868,0.10104249,0.89895751,0.37591703,0.58034045,0.00409516,0.03772905,0.02903549,433194,0.44567737,0.84059668,0.15052241,0.69007427,-0.24439690,Hispanic,0.522143003333333
NY-21,577298,0.6875517,0.30567425,0.25469642,0.74530358,0.42874992,0.29136431,0.0021441,0.05267704,0.01918674,453803,0.38187745,0.75471383,0.23657943,0.51813440,-0.13625695,Black,0.422296433333333
NY-22,577715,0.63065597,0.36418104,0.63701361,0.36298639,0.07747134,0.19906131,0.00109291,0.08095568,0.01307244,447430,0.26647493,0.67058313,0.31745893,0.35312420,-0.08664927,White,0.29035802
NY-23,577981,0.42703602,0.56662699,0.63735852,0.36264148,0.11386416,0.17470593,0.00142083,0.06078619,0.01463112,413844,-0.13959097,0.48057913,0.50667422,-0.02609509,-0.11349588,White,-0.10675901
NY-24,576686,0.50663984,0.48517769,0.63588187,0.36411813,0.13544442,0.18601245,0.00129712,0.03817794,0.01995517,459480,0.02146215,0.53104855,0.45214113,0.07890742,-0.05744527,White,0.0356105733333333
