Type,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
Fair,TX-31,767161,0.35821595,0.6290923,0.56241556,0.43758444,0.19148833,0.20326109,0.00348889,0.02410963,0.01168832,556624,-0.27087635,White
Fair,TX-32,766642,0.54844626,0.42686463,0.38133627,0.61866373,0.23563531,0.28880656,0.00030481,0.08435366,0.00940874,446181,0.12158163,Minority
Fair,TX-33,766976,0.57770426,0.39262864,0.30610113,0.69389887,0.17512331,0.42074421,0.00053111,0.08850952,0.00843928,393517,0.18507562,Hispanic
Fair,TX-34,767566,0.47200662,0.51860359,0.20022057,0.79977943,0.02595774,0.75511742,0.00070697,0.01323237,0.00456497,495074,-0.04659697,Hispanic
Fair,TX-35,767372,0.5466931,0.4391734,0.29870829,0.70129171,0.11396853,0.53621123,0.00136217,0.03873503,0.00676025,553530,0.1075197,Hispanic
Fair,TX-36,767373,0.33144733,0.65572382,0.60353212,0.39646788,0.11591777,0.22979819,0.00070635,0.04003501,0.0091299,550718,-0.32427649,White
Fair,TX-37,766517,0.72416167,0.25035672,0.60223653,0.39776347,0.08625128,0.22026585,0.00076464,0.07907398,0.00804331,581974,0.47380495,White
Fair,TX-38,766721,0.49399076,0.48603229,0.34735003,0.65264997,0.20151119,0.32115985,0.00034019,0.12061428,0.00786445,473269,0.00795847,Minority
WR,AL-01,558038,0.2338852,0.75334998,0.77855963,0.22144037,0.13184408,0.03546142,0.0012057,0.01932568,0.03077181,435431,-0.51946478,White
WR,AL-02,558927,0.5891416,0.40144955,0.42648284,0.57351716,0.51925991,0.02631399,0.00100805,0.01238105,0.01869559,439462,0.18769205,Black
WR,AL-03,558678,0.34760769,0.63949961,0.65659406,0.34340594,0.26512942,0.03371537,0.00147421,0.02483139,0.02028117,438880,-0.29189192,White
WR,AL-04,557320,0.17652044,0.81195857,0.83343614,0.16656386,0.07434575,0.05015766,0.00086082,0.00686353,0.03325891,434470,-0.63543813,White
WR,AL-05,559028,0.39949557,0.57818667,0.67998154,0.32001846,0.21022442,0.05040708,0.00206736,0.0302543,0.03010581,437756,-0.1786911,White
WR,AL-06,558172,0.25460144,0.73084386,0.76135024,0.23864976,0.14908696,0.04733557,0.00108981,0.0179457,0.02290235,428515,-0.47624242,White
WR,AL-07,558772,0.6431549,0.3397836,0.43986114,0.56013886,0.47564857,0.04668224,0.00107781,0.02574617,0.01494518,436997,0.3033713,Black
WR,AL-08,558086,0.46941828,0.5182297,0.50351637,0.49648363,0.41613693,0.03923764,0.00159783,0.02556987,0.01865208,434965,-0.04881142,White
WR,AL-09,557258,0.18167704,0.8061526,0.81891151,0.18108849,0.0820358,0.05443591,0.00084283,0.00897629,0.0360143,430690,-0.62447556,White
WR,CO-01,577941,0.76991009,0.20181743,0.70550949,0.29449051,0.06324306,0.1749433,0.00172531,0.03968887,0.01215915,451512,0.56809266,White
WR,CO-02,577552,0.6049072,0.36876137,0.8272797,0.1727203,0.01262705,0.11466809,0.00073829,0.03207771,0.01120416,446977,0.23614583,White
WR,CO-03,576509,0.51687478,0.45638173,0.73264318,0.26735682,0.01435075,0.21404575,0.0006768,0.0110202,0.02687149,449175,0.06049305,White
WR,CO-04,576825,0.29256403,0.68374928,0.78030914,0.21969086,0.03066441,0.15218382,0.00112699,0.01845836,0.0164648,445435,-0.39118525,White
WR,CO-05,577998,0.4757294,0.49564764,0.70745947,0.29254053,0.07365068,0.16027038,0.00280231,0.03641405,0.01284069,436425,-0.01991824,White
WR,CO-06,576775,0.61443942,0.35574737,0.50772809,0.49227191,0.18656552,0.21967378,0.00171529,0.06875758,0.01151846,376613,0.25869205,White
