id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
CA-39,186208,0.44560026,0.5327821,0.4928594,0.5071406,0.03089225,0.36478168,0.0109446,0.08410516,0.04240494,139064,-0.08718184,Minority
CA-40,186017,0.45706153,0.52239089,0.3967049,0.6032951,0.03338935,0.45014978,0.00401841,0.10171696,0.04470666,136870,-0.0653293600000001,Hispanic
CA-41,186401,0.5574119,0.41907296,0.38497502,0.61502498,0.08469693,0.39845733,0.00499689,0.11832408,0.04369241,139887,0.13833894,Hispanic
CA-42,187019,0.6265886,0.35355058,0.17750208,0.82249792,0.08994204,0.50899653,0.0041045,0.21273558,0.04232521,128883,0.27303802,Hispanic
CA-43,186776,0.67012669,0.30694481,0.2070215,0.7929785,0.0723936,0.58268908,0.00518934,0.12702543,0.05053936,132194,0.36318188,Hispanic
CA-44,186304,0.59316117,0.38948391,0.13010212,0.86989788,0.00913789,0.81284442,0.00209378,0.04243594,0.03409197,128476,0.20367726,Hispanic
CA-45,185960,0.36846287,0.61190339,0.59908835,0.40091165,0.0258655,0.22026497,0.00466474,0.11732839,0.04431854,140844,-0.24344052,White
CA-46,186206,0.59637838,0.38122546,0.11504226,0.88495774,0.05506398,0.76508067,0.00473548,0.05723634,0.03634064,150988,0.21515292,Hispanic
CA-47,186463,0.60797126,0.36543377,0.16110092,0.83889908,0.06313631,0.74674987,0.00238704,0.01927251,0.04697976,124841,0.24253749,Hispanic
CA-48,186627,0.58445713,0.39002758,0.19070245,0.80929755,0.08878021,0.62236541,0.00304407,0.08858706,0.03875394,129432,0.19442955,Hispanic
CA-49,186586,0.39574119,0.58172765,0.3731322,0.6268678,0.04390985,0.50116938,0.00472262,0.06395843,0.04048068,132977,-0.18598646,Hispanic
CA-50,185939,0.48305085,0.49465362,0.27152964,0.72847036,0.02138208,0.63652819,0.003746,0.05589089,0.03935657,127069,-0.01160277,Hispanic
CA-51,186497,0.33448358,0.6454394,0.54821301,0.45178699,0.04603837,0.27761211,0.00418927,0.10021528,0.04087451,137494,-0.31095582,White
CA-52,186174,0.35653218,0.62301437,0.50833697,0.49166303,0.02416049,0.39008577,0.00352522,0.04087803,0.05247856,137580,-0.26648219,White
CA-53,186553,0.87546634,0.10635307,0.22535192,0.77464808,0.17628703,0.39080007,0.00902319,0.19280078,0.038012,144849,0.76911327,Hispanic
CA-54,186197,0.69455935,0.28372268,0.46139491,0.53860509,0.06954775,0.25222041,0.01067974,0.1967988,0.03255687,146820,0.41083667,Minority
CA-55,186440,0.77511933,0.20553851,0.25889678,0.74110322,0.19007842,0.26185171,0.01634975,0.273833,0.0336553,148565,0.56958082,Asian
CA-56,186284,0.93357076,0.04434027,0.49103099,0.50896901,0.11924833,0.12676249,0.00509044,0.24934422,0.02066705,160497,0.88923049,Minority
CA-57,186787,0.87013774,0.10678309,0.35903665,0.64096335,0.17788391,0.15019429,0.01151085,0.29966358,0.02529842,157243,0.76335465,Minority
CA-58,186351,0.90978301,0.07261123,0.42761391,0.57238609,0.20246272,0.14154988,0.00786719,0.21878598,0.02821337,151134,0.83717178,Minority
CA-59,186808,0.85348661,0.12590994,0.11703525,0.88296475,0.24086472,0.45177665,0.01287139,0.18557382,0.05092471,140855,0.72757667,Hispanic
CA-60,186340,0.59294232,0.38560224,0.42933669,0.57066331,0.12358738,0.28057636,0.01483163,0.14839509,0.03539969,139634,0.20734008,Minority
CA-61,186049,0.7216879,0.25648027,0.26621501,0.73378499,0.16965591,0.3715386,0.01640221,0.17940453,0.03546443,140225,0.46520763,Hispanic
CA-62,186308,0.72847286,0.25028012,0.6821729,0.3178271,0.02971408,0.10641348,0.00671509,0.16026265,0.02047662,147876,0.47819274,White
CA-63,186288,0.71088543,0.26615625,0.51969143,0.48030857,0.04570314,0.21973566,0.00884707,0.19696787,0.02478519,149202,0.44472918,White
CA-64,186060,0.34364073,0.62975499,0.54718396,0.45281604,0.06633137,0.30430146,0.00560043,0.04801646,0.04903472,145346,-0.28611426,White
CA-65,186900,0.65471927,0.32250633,0.48804441,0.51195559,0.02836488,0.13663431,0.00688234,0.3291841,0.02190737,141231,0.33221294,Minority
CA-66,187045,0.67116967,0.3097404,0.46213646,0.53786354,0.03430372,0.09529364,0.00699873,0.3937993,0.01533461,140597,0.36142927,Minority
CA-67,186439,0.81624519,0.16365939,0.40850872,0.59149128,0.03364743,0.08957601,0.00562358,0.45664454,0.01331603,159507,0.6525858,Asian
CA-68,186513,0.85146315,0.12563889,0.38156731,0.61843269,0.07585762,0.12437674,0.00698403,0.40329281,0.0209814,170675,0.72582426,Asian
CA-69,186684,0.90469151,0.07739919,0.61445243,0.38554757,0.05831621,0.10210115,0.00504085,0.20886091,0.01621554,167432,0.82729232,White
CA-70,186278,0.87704592,0.10341913,0.38633878,0.61366122,0.09512412,0.21646141,0.01033986,0.28906562,0.02746143,155418,0.77362679,Minority
CA-71,185919,0.77702409,0.20267606,0.14077805,0.85922195,0.053547,0.24929825,0.0105603,0.55345949,0.02221617,154257,0.57434803,Asian
CA-72,186016,0.75692311,0.22702497,0.22830071,0.77169929,0.02970394,0.20758664,0.01939609,0.51656667,0.01783548,152505,0.52989814,Asian
CA-73,187001,0.77073025,0.21006441,0.43140428,0.56859572,0.02257187,0.20431804,0.02018875,0.31337928,0.01875347,147706,0.56066584,Minority
CA-74,185923,0.79259577,0.18758328,0.45030812,0.54969188,0.02428682,0.24666407,0.01003344,0.26044552,0.02315831,146211,0.60501249,Minority
CA-75,186176,0.83894606,0.14056991,0.46015633,0.53984367,0.05083748,0.18709437,0.01898284,0.27402294,0.01764288,147765,0.69837615,Minority
CA-76,186879,0.73690766,0.2403772,0.31424573,0.68575427,0.11316705,0.25412319,0.017403,0.30474269,0.02973182,147216,0.49653046,Minority
CA-77,186090,0.74906499,0.23119429,0.14924005,0.85075995,0.0799554,0.36346909,0.03688934,0.38124684,0.03153344,146194,0.5178707,Asian
CA-78,186728,0.74210077,0.24038645,0.1680892,0.8319108,0.0430045,0.19626149,0.01835032,0.58159082,0.02151936,146101,0.50171432,Asian
CA-79,187084,0.71915428,0.26243381,0.17559147,0.82440853,0.02863822,0.11436613,0.00768342,0.67253124,0.01428799,144597,0.45672047,Asian
CA-80,186710,0.78910262,0.18525022,0.68383562,0.31616438,0.02443453,0.18210895,0.00548582,0.07915897,0.03120739,156950,0.6038524,White
CA-81,186921,0.78574293,0.1910455,0.58739024,0.41260976,0.01690821,0.13598633,0.00628553,0.23877679,0.01951718,149868,0.59469743,White
CA-82,185945,0.67067174,0.31255671,0.12149115,0.87850885,0.02779039,0.1589167,0.00757191,0.6873748,0.015678,149764,0.35811503,Asian
CA-83,186310,0.74498719,0.23487617,0.11868181,0.88131819,0.03430744,0.56936053,0.00794218,0.27527104,0.04607851,144167,0.51011102,Hispanic
CA-84,186797,0.66388285,0.32103878,0.14732747,0.85267253,0.03108254,0.25296346,0.00709066,0.56611637,0.02311231,147800,0.34284407,Asian
CA-85,186140,0.76767276,0.20954689,0.28143934,0.71856066,0.02453016,0.14597997,0.0065284,0.53646983,0.01665314,149041,0.55812587,Asian
CA-86,186711,0.73581464,0.24296649,0.28286897,0.71713103,0.0137649,0.07236778,0.00459522,0.62302592,0.00937037,144498,0.49284815,Asian
CA-87,186514,0.76880633,0.20769069,0.34597727,0.65402273,0.04909973,0.25871781,0.00877804,0.33358513,0.0261583,153565,0.56111564,Minority
CA-88,186190,0.73545649,0.24074842,0.48633237,0.51366763,0.03653873,0.21393589,0.00821984,0.24774384,0.02626221,145380,0.49470807,Minority
CA-89,186801,0.70307201,0.27386821,0.50270679,0.49729321,0.02977119,0.16619878,0.00657808,0.28680156,0.02216723,144267,0.4292038,White
CA-90,185926,0.6633156,0.31370399,0.34130619,0.65869381,0.03601522,0.37927293,0.00901085,0.2304354,0.03917148,141940,0.34961161,Hispanic
CA-91,186723,0.65109238,0.32701555,0.24229453,0.75770547,0.03019913,0.65831818,0.00658526,0.06030521,0.05924584,139706,0.32407683,Hispanic
CA-92,186871,0.73406425,0.24679817,0.17831675,0.82168325,0.01523788,0.73238702,0.00567043,0.06933423,0.05002049,134205,0.48726608,Hispanic
CA-93,185861,0.7218012,0.25498332,0.40080798,0.59919202,0.04547882,0.42472423,0.01430478,0.11313848,0.04099628,142330,0.46681788,Hispanic
CA-94,186764,0.54435389,0.43191327,0.69797196,0.30202804,0.02742042,0.19078387,0.00463624,0.05403398,0.03156358,156161,0.11244062,White
CA-95,186170,0.5856401,0.38978128,0.52584152,0.47415848,0.01553522,0.37757141,0.00446422,0.06104551,0.04117007,145154,0.19585882,White
CA-96,186971,0.51040187,0.46521912,0.45171403,0.54828597,0.03276964,0.43885613,0.00646072,0.05857017,0.0492639,141625,0.0451827500000001,Minority
