id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
CA-46,199202,0.38182103,0.59464913,0.63153647,0.36846353,0.02504256,0.23668747,0.00687851,0.06183091,0.05277725,158610,-0.2128281,White
CA-47,199130,0.47873423,0.4904372,0.71478274,0.28521726,0.04492891,0.13417351,0.00852898,0.0703782,0.03630607,159808,-0.01170297,White
CA-48,200332,0.50815192,0.46016508,0.48936544,0.51063456,0.11800839,0.20409282,0.0160736,0.16271817,0.03906102,147820,0.04798684,Minority
CA-49,200298,0.60834673,0.35549068,0.48387986,0.51612014,0.12064021,0.22894341,0.01551313,0.13936884,0.0385466,152387,0.25285605,Minority
CA-50,199104,0.54322637,0.4200829,0.51967167,0.48032833,0.09545576,0.16462168,0.01336041,0.19183226,0.03026009,153139,0.12314347,White
CA-51,199675,0.71315982,0.2491294,0.3832304,0.6167696,0.14570882,0.23409387,0.01621618,0.21765956,0.03807251,160457,0.46403042,Minority
CA-52,200002,0.73478418,0.22512303,0.36426198,0.63573802,0.12715658,0.29130697,0.02709758,0.18818225,0.0395336,155918,0.50966115,Minority
CA-53,200207,0.59849895,0.36869627,0.19552359,0.80447641,0.16116297,0.24297139,0.03534756,0.37286978,0.03013567,147931,0.22980268,Asian
CA-54,200354,0.51607965,0.44983441,0.40126408,0.59873592,0.09606648,0.20994688,0.01682573,0.27216294,0.03298824,150781,0.06624524,Minority
CA-55,199246,0.53601923,0.43383373,0.25270192,0.74729808,0.13604719,0.31122703,0.01570352,0.29734411,0.0358324,146655,0.1021855,Hispanic
CA-56,199502,0.58606906,0.38396348,0.17010309,0.82989691,0.12264007,0.55447501,0.0112623,0.14770372,0.04492397,143754,0.20210558,Hispanic
CA-57,200570,0.50483822,0.45879262,0.32234607,0.67765393,0.07241088,0.33060016,0.0158192,0.25427371,0.03558809,146594,0.0460456,Hispanic
CA-58,200106,0.50147427,0.4689375,0.33060288,0.66939712,0.04026786,0.52575558,0.01450194,0.07576833,0.05066378,145153,0.03253677,Hispanic
CA-59,199062,0.37672551,0.59370835,0.51882406,0.48117594,0.0981027,0.29619893,0.01118954,0.05078676,0.05004857,154430,-0.21698284,White
CA-60,200334,0.55307153,0.41763635,0.41619097,0.58380903,0.13032081,0.28686812,0.01506926,0.14867005,0.03566724,150306,0.13543518,Minority
CA-61,199368,0.66697242,0.30264739,0.23964532,0.76035468,0.15423001,0.41077417,0.01611022,0.18236822,0.03689247,150898,0.36432503,Hispanic
CA-62,200014,0.70861656,0.25888213,0.62005867,0.37994133,0.03406557,0.13278222,0.00697895,0.19346956,0.02011395,159193,0.44973443,White
CA-63,200100,0.65526027,0.31030822,0.60751242,0.39248758,0.02486677,0.07803446,0.00552308,0.27392901,0.01290227,154624,0.34495205,White
CA-64,200024,0.33848641,0.63709531,0.54960312,0.45039688,0.02110729,0.30814923,0.00784495,0.09110994,0.03687657,151180,-0.2986089,White
CA-65,199118,0.62483073,0.3382413,0.48907686,0.51092314,0.02794971,0.13338641,0.00711182,0.33164826,0.02145487,150735,0.28658943,Minority
CA-66,199537,0.89083141,0.05484231,0.49564464,0.50435536,0.12114802,0.12590724,0.00535776,0.2433246,0.02053031,172087,0.8359891,Minority
CA-67,199334,0.87024793,0.07966352,0.44015844,0.55984156,0.1989982,0.12024559,0.00910027,0.22820552,0.02311482,168896,0.79058441,Minority
CA-68,199436,0.81055805,0.13922167,0.12312071,0.87687929,0.28038818,0.41354934,0.01096939,0.17975307,0.05292978,151786,0.67133638,Hispanic
CA-69,199675,0.75190294,0.21331087,0.29766758,0.70233242,0.10895448,0.2212919,0.01352551,0.36048024,0.02782016,159920,0.53859207,Asian
CA-70,199118,0.66593962,0.29439458,0.36653133,0.63346867,0.08274422,0.18150156,0.01203741,0.35519438,0.02526818,154186,0.37154504,Minority
CA-71,199448,0.6869994,0.27768584,0.1513404,0.8486596,0.10003261,0.39534809,0.03829064,0.3270464,0.03385994,156409,0.40931356,Hispanic
CA-72,199975,0.65412301,0.30321559,0.17644539,0.82355461,0.04316193,0.17855522,0.01767139,0.59015031,0.02022876,156411,0.35090742,Asian
CA-73,200230,0.63656397,0.31513589,0.15934846,0.84065154,0.0269009,0.11071472,0.00752068,0.69554737,0.01373649,155571,0.32142808,Asian
CA-74,200117,0.61989203,0.33971863,0.14149004,0.85850996,0.02985139,0.17970723,0.00754465,0.64407387,0.01821336,161969,0.2801734,Asian
CA-75,199713,0.74497963,0.21561765,0.32445319,0.67554681,0.02242489,0.15690596,0.00628915,0.48313477,0.01729672,161071,0.52936198,Asian
CA-76,200160,0.69238844,0.25831803,0.29701283,0.70298717,0.02309469,0.13302793,0.00603238,0.53660445,0.0147276,158478,0.43407041,Asian
CA-77,200168,0.68875665,0.27065643,0.43847649,0.56152351,0.02744861,0.13496096,0.00627251,0.38544064,0.01747251,156875,0.41810022,Minority
CA-78,199326,0.60167373,0.3661731,0.12348338,0.87651662,0.0307657,0.27629868,0.00725173,0.56696064,0.02552763,156928,0.23550063,Asian
CA-79,199820,0.69709665,0.26761146,0.17029135,0.82970865,0.04026531,0.53613172,0.00822284,0.24891513,0.04359752,157853,0.42948519,Hispanic
CA-80,199535,0.71141514,0.25160876,0.477449,0.522551,0.04053253,0.23374397,0.00872469,0.23301107,0.02730847,156911,0.45980638,Minority
CA-81,199748,0.64927967,0.31349257,0.37129826,0.62870174,0.03811267,0.25725573,0.00811974,0.32179611,0.02825207,155670,0.3357871,Minority
CA-82,199200,0.62325442,0.34567096,0.30873863,0.69126137,0.02222177,0.55964791,0.00636839,0.09955516,0.04591733,147918,0.27758346,Hispanic
CA-83,199863,0.57823479,0.39364043,0.19350286,0.80649714,0.02648983,0.72711891,0.0054763,0.04588154,0.05985312,142432,0.18459436,Hispanic
CA-84,199454,0.62938621,0.34012165,0.24517069,0.75482931,0.04165872,0.58527913,0.01429038,0.11770836,0.04936926,146812,0.28926456,Hispanic
CA-85,200146,0.54879318,0.42207697,0.70831746,0.29168254,0.02173699,0.18203272,0.00596738,0.05813125,0.03319854,162718,0.12671621,White
CA-86,199822,0.58527159,0.38334432,0.62680226,0.37319774,0.02649075,0.25261059,0.00464846,0.06940564,0.03258768,165001,0.20192727,White
CA-87,199173,0.47049126,0.50156969,0.36877734,0.63122266,0.02842593,0.53140679,0.00587273,0.05768007,0.05323787,146099,-0.0310784299999999,Hispanic
CA-88,199512,0.73076317,0.23626391,0.54869912,0.45130088,0.02504732,0.29721377,0.00382717,0.11088618,0.02912005,166964,0.49449926,White
CA-89,199553,0.61903308,0.34925531,0.53903116,0.46096884,0.02092613,0.37415572,0.00469448,0.04491031,0.0408603,158271,0.26977777,White
CA-90,199527,0.63709035,0.33347154,0.18460407,0.81539593,0.03406477,0.68683346,0.00663083,0.08949928,0.0514749,148247,0.30361881,Hispanic
CA-91,199686,0.47942864,0.49407433,0.27387563,0.72612437,0.04863703,0.55551665,0.00512558,0.10899568,0.05152192,142813,-0.01464569,Hispanic
CA-92,198695,0.38885317,0.58679046,0.49393641,0.50606359,0.0295721,0.36521983,0.01182617,0.08268283,0.04202704,149499,-0.19793729,Minority
CA-93,199793,0.39158549,0.5833886,0.64948199,0.35051801,0.0280564,0.22050749,0.01020809,0.05526953,0.04880863,157718,-0.19180311,White
CA-94,199129,0.48594946,0.48670895,0.21424071,0.78575929,0.03738946,0.69499373,0.00769596,0.03697174,0.04129054,141243,-0.000759489999999974,Hispanic
CA-95,199773,0.50423635,0.46646504,0.43945326,0.56054674,0.02693419,0.40744132,0.00500633,0.11182754,0.03488198,154005,0.03777131,Minority
CA-96,199436,0.53336945,0.43853377,0.62836302,0.37163698,0.02530758,0.20477726,0.00510284,0.12104686,0.0256269,159715,0.09483568,White
CA-97,199395,0.38632456,0.59088845,0.26702769,0.73297231,0.0332367,0.63511224,0.00362917,0.0485898,0.06073193,141079,-0.20456389,Hispanic
CA-98,199394,0.54653079,0.4261171,0.21033015,0.78966985,0.10999344,0.51249797,0.00474365,0.15696406,0.04280581,141663,0.12041369,Hispanic
CA-99,199124,0.55416842,0.41596702,0.3105544,0.6894456,0.06613481,0.5145701,0.00453429,0.09620107,0.04996639,145778,0.1382014,Hispanic
CA-100,200287,0.3542378,0.62170412,0.59562188,0.40437812,0.02731396,0.21383776,0.0046082,0.12769524,0.04185511,152120,-0.26746632,White
CA-101,199313,0.49098801,0.48295341,0.30523571,0.69476429,0.06139485,0.42522439,0.00456719,0.19559563,0.03962828,144947,0.00803459999999995,Hispanic
CA-102,200140,0.48591623,0.48922022,0.14547276,0.85452724,0.0120092,0.7883469,0.00242923,0.04686903,0.03590505,138727,-0.00330398999999998,Hispanic
CA-103,199077,0.35989117,0.61777118,0.37270356,0.62729644,0.06254627,0.48419217,0.00568099,0.06321056,0.03728281,144517,-0.25788001,Hispanic
CA-104,200153,0.35111105,0.62733661,0.4001253,0.5998747,0.01947654,0.507295,0.00338995,0.04499513,0.04878881,143660,-0.27622556,Hispanic
