id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct_2,RepPct_2,Margin_2,Lean,Majority
CA-29,760292,0.64206853,0.32623772,0.20762602,0.79237398,0.04862003,0.63870039,0.00309416,0.10300721,0.03778029,588852,0.31583081,0.73637133,0.24138387,0.49498746,0.37054969,Hispanic
CA-30,760013,0.68273375,0.28093916,0.44639065,0.55360935,0.05266277,0.31340434,0.00360375,0.18316009,0.02693201,624350,0.40179459,0.71963248,0.26012119,0.45951129,0.41603349,Minority
CA-31,760365,0.59221076,0.37770023,0.10033446,0.89966554,0.02308871,0.67788926,0.00346991,0.19904658,0.04015038,590505,0.21451053,0.68061717,0.29826673,0.38235044,0.26545717,Hispanic
CA-32,759898,0.58739483,0.38330493,0.56382186,0.43617814,0.04517231,0.21849444,0.00400949,0.16054187,0.02029315,610551,0.20408990,0.63358615,0.34732594,0.28626021,0.22648000,White
CA-33,760035,0.46535826,0.50701274,0.2997613,0.7002387,0.09046083,0.4950188,0.00612705,0.1043662,0.03668113,566831,-0.04165448,0.53568473,0.44148597,0.09419876,-0.00137007,Hispanic
CA-34,759503,0.72548768,0.23613266,0.06626685,0.93373315,0.13947726,0.6469096,0.00254719,0.14931354,0.04490137,575929,0.48935502,0.82259423,0.15493112,0.66766311,0.54379105,Hispanic
CA-35,760535,0.57243538,0.39793101,0.13240564,0.86759436,0.0910946,0.68876801,0.00501831,0.08560331,0.04242183,558156,0.17450437,0.67522607,0.30186629,0.37335978,0.23578951,Hispanic
CA-36,760429,0.68499284,0.28147874,0.55632016,0.44367984,0.05136787,0.1601483,0.00625268,0.21601118,0.01925025,629810,0.40351410,0.71347997,0.26515797,0.44832200,0.41345007,White
CA-37,760155,0.73891691,0.23049081,0.59531925,0.40468075,0.07331911,0.16901109,0.00365442,0.1488913,0.01878373,658655,0.50842610,0.77851153,0.20509123,0.57342030,0.52509083,White
CA-38,759661,0.69452581,0.26598124,0.08881136,0.91118864,0.04670264,0.7797024,0.00272201,0.08490941,0.0437052,588168,0.42854457,0.80093726,0.17528468,0.62565258,0.48924724,Hispanic
CA-39,760170,0.59741097,0.37941906,0.2969836,0.7030164,0.08839796,0.54298235,0.0049749,0.06246242,0.03668594,572072,0.21799191,0.65299155,0.32958668,0.32340487,0.24812956,Hispanic
CA-40,760599,0.45665259,0.51189731,0.49616699,0.50383301,0.03083825,0.25350793,0.00511677,0.20603065,0.02323028,602920,-0.05524472,0.48975683,0.49073685,-0.00098002,-0.04215649,Minority
CA-41,760648,0.4592435,0.50804126,0.39489407,0.60510593,0.06104571,0.42539167,0.00676737,0.10524702,0.03424448,574078,-0.04879776,0.51163881,0.46725833,0.04438048,-0.02273835,Hispanic
CA-42,759672,0.64327175,0.32362198,0.25654306,0.74345694,0.11425539,0.41500057,0.01201051,0.20480088,0.0339269,601057,0.31964977,0.69271726,0.2837448,0.40897246,0.34442400,Hispanic
