HD,NAME,TotalPop,PopDevPct,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct2,RepPct2,Margin2,Swing,Majority,Lean,Seats,State
SD-3,3,24351,-0.03877668,0.40268659,0.57708852,0.79360548,0.20639452,0.06754211,0.0422495,0.00028547,0.07479303,0.01929774,17515,-0.17440193,0.42788859,0.55216472,-0.12427613,-0.0501258,White,-0.16269333,2,SD
SD-4,4,25214,-0.0047109,0.47622522,0.49483157,0.73750186,0.26249814,0.08779666,0.06698707,0.00158549,0.02427786,0.0827429,20183,-0.01860635,0.47004921,0.49830307,-0.02825386,0.00964751,White,-0.02682219,2,SD
SD-5,5,24486,-0.03344773,0.41623058,0.56195153,0.8530803,0.1469197,0.03176033,0.05248339,0.00191463,0.02950783,0.02950783,17758,-0.14572095,0.42441567,0.54977299,-0.12535732,-0.02036363,White,-0.14393307,2,SD
SD-6,6,25335,0.00006541,0.50398535,0.46596295,0.72691013,0.27308987,0.10914271,0.07899508,0.0020202,0.03356643,0.05045325,19305,0.0380224,0.5128629,0.45169956,0.06116334,-0.02314094,White,0.04073605,2,SD
SD-7,7,24709,-0.0246451,0.5292923,0.44539916,0.87013742,0.12986258,0.04080338,0.03567653,0.00079281,0.01612051,0.03557082,18920,0.08389314,0.52736539,0.44360736,0.08375803,0.00013511,White,0.0788481,2,SD
SD-8,8,24251,-0.04272404,0.4928496,0.48152414,0.83467825,0.16532175,0.04960687,0.05214153,0.00129319,0.02048417,0.04091661,19332,0.01132546,0.49010969,0.47860097,0.01150872,-0.00018326,White,0.00638655,2,SD
SD-9,9,25768,0.01715751,0.32930945,0.64278297,0.90769822,0.09230178,0.00821207,0.02891034,0.00086443,0.01051722,0.03856313,20823,-0.31347352,0.3281024,0.63299103,-0.30488863,-0.00858489,White,-0.31561189,2,SD
SD-10A,10A,13191,0.04139435,0.84705075,0.12311385,0.04474002,0.95525998,0.00580411,0.02684401,0.00084643,0.00483676,0.94050786,8270,0.7239369,0.89430359,0.08231808,0.81198551,-0.08804861,Native,0.74828644,1,SD
SD-10B,10B,13181,0.04060487,0.61190476,0.36309524,0.17841061,0.82158939,0.00523305,0.01752464,0.0001217,0.00486796,0.80649872,8217,0.24880952,0.65431145,0.32767053,0.32664092,-0.0778314,Native,0.26975332,1,SD
SD-11,11,26546,0.04786803,0.22523215,0.75453954,0.89601288,0.10398712,0.00904442,0.01984089,0.00265177,0.00909177,0.05753386,21118,-0.52930739,0.23515053,0.74006384,-0.50491331,-0.02439408,White,-0.52617603,2,SD
SD-12,12,24616,-0.02831615,0.45178308,0.51287191,0.71676741,0.28323259,0.02356885,0.04652817,0.00213339,0.01940367,0.19617006,19687,-0.06108883,0.44988864,0.51011911,-0.06023047,-0.00085836,White,-0.06580271,2,SD
SD-13,13,24764,-0.02247405,0.36556669,0.61027569,0.87570419,0.12429581,0.01290587,0.03451808,0.00107549,0.01915395,0.05351839,19526,-0.244709,0.36261124,0.60960533,-0.24699409,0.00228509,White,-0.2504707,2,SD
SD-14,14,26297,0.03803908,0.3291812,0.64084039,0.80204896,0.19795104,0.02186869,0.04097917,0.00216717,0.02556272,0.11141211,20303,-0.31165919,0.33788458,0.6229747,-0.28509012,-0.02656907,White,-0.30780283,2,SD
SD-15,15,26015,0.02690751,0.34834835,0.62668919,0.76564266,0.23435734,0.02347683,0.05008733,0.00318504,0.01957259,0.14070687,19466,-0.27834084,0.3536876,0.61724056,-0.26355296,-0.01478788,White,-0.27841155,2,SD
SD-16,16,26127,0.03132856,0.25062735,0.72349435,0.87006537,0.12993463,0.02179091,0.03598034,0.00293924,0.01550702,0.0511833,19733,-0.472867,0.25790224,0.70403287,-0.44613063,-0.02673637,White,-0.46895488,2,SD
SD-17A,17A,12999,0.02623646,0.16260282,0.81624559,0.91931069,0.08068931,0.00375063,0.02574759,0.00243284,0.00364927,0.0376077,9865,-0.65364277,0.1687224,0.80737018,-0.63864778,-0.01499499,White,-0.65364444,1,SD
SD-17B,17B,12944,0.02189435,0.44732143,0.53013393,0.32719259,0.67280741,0.00768535,0.01152803,0.00192134,0.0045208,0.65675859,8848,-0.0828125,0.48296388,0.49651067,-0.01354679,-0.06926571,Native,-0.06472393,1,SD
SD-18,18,25275,-0.00230301,0.21836149,0.7632292,0.76032043,0.23967957,0.00683578,0.01217623,0.0024032,0.00566088,0.21612817,18725,-0.54486771,0.2299851,0.75386184,-0.52387674,-0.02099097,White,-0.54287072,2,SD
SD-19,19,25783,0.01774962,0.31701594,0.66000485,0.81628661,0.18371339,0.00828744,0.0199722,0.00097802,0.00859628,0.14541617,19427,-0.34298891,0.31846538,0.65681535,-0.33834997,-0.00463894,White,-0.3464426,2,SD
SD-20,20,24047,-0.05077667,0.20419707,0.77670301,0.92250548,0.07749452,0.00619956,0.01592646,0.00128267,0.00416867,0.05242905,18711,-0.57250594,0.21974854,0.76343397,-0.54368543,-0.02882051,White,-0.5678991,2,SD
SD-21,21,26543,0.04774961,0.35909864,0.62193878,0.87745699,0.12254301,0.02254791,0.03568453,0.00122543,0.02455762,0.03784128,20401,-0.26284014,0.37529927,0.60026418,-0.22496491,-0.03787523,White,-0.25521506,2,SD
SD-22,22,26344,0.03989435,0.36340005,0.61805736,0.77829656,0.22170344,0.00903027,0.03242689,0.00148794,0.01375064,0.16706003,19490,-0.25465731,0.39248259,0.58729759,-0.194815,-0.05984231,White,-0.23970987,2,SD
SD-23,23,24788,-0.02152668,0.29091062,0.68539987,0.92745571,0.07254429,0.00587064,0.02117622,0.00099591,0.01069294,0.03328441,19078,-0.39448925,0.29663212,0.67582038,-0.37918826,-0.01530099,White,-0.39438892,2,SD
SD-24,24,24174,-0.04576352,0.25485613,0.72515515,0.92684711,0.07315289,0.00241967,0.02768556,0.00213832,0.00461426,0.03522593,17771,-0.47029902,0.27388431,0.70571918,-0.43183487,-0.03846415,White,-0.46247764,2,SD
SD-25,25,26275,0.03717066,0.29323137,0.68291944,0.90183206,0.09816794,0.0043257,0.04025445,0.00045802,0.00783715,0.04335878,19650,-0.38968807,0.31842859,0.65842256,-0.33999397,-0.0496941,White,-0.37812337,2,SD
SD-26,26,26287,0.03764435,0.42689897,0.54701327,0.87379281,0.12620719,0.02642861,0.03354219,0.00131907,0.04004334,0.02515664,21227,-0.1201143,0.44606826,0.5219687,-0.07590044,-0.04421386,White,-0.11037635,2,SD
SD-27,27,24226,-0.04371089,0.26812272,0.70837233,0.79552373,0.20447627,0.01042959,0.09786898,0.0025933,0.07340174,0.02373436,17738,-0.44024961,0.27722056,0.69951401,-0.42229345,-0.01795616,White,-0.43926422,2,SD
SD-28,28,24458,-0.03455299,0.24155674,0.73907756,0.80277673,0.19722327,0.00990152,0.01888823,0.00290588,0.00495076,0.16439757,18583,-0.49752082,0.25380202,0.72898643,-0.47518441,-0.02233641,White,-0.49507535,2,SD
SD-29,29,25715,0.01506541,0.27723971,0.69895077,0.91799428,0.08200572,0.00898693,0.03222018,0.00178717,0.00791462,0.03073938,19584,-0.42171106,0.2942404,0.68388982,-0.38964942,-0.03206164,White,-0.41602385,2,SD
SD-30,30,24168,-0.04600036,0.27349483,0.70733055,0.92772917,0.07227083,0.00749878,0.03450524,0.00146715,0.00755312,0.01885562,18403,-0.43383572,0.28700159,0.69322169,-0.4062201,-0.02761562,White,-0.42963051,2,SD
SD-31,31,26101,0.03030224,0.40214111,0.57644777,0.89432283,0.10567717,0.02535838,0.02541013,0.00087978,0.03079232,0.01826838,19323,-0.17430666,0.41935003,0.5586613,-0.13931127,-0.03499539,White,-0.16764153,2,SD
SD-32,32,26558,0.04834171,0.35371596,0.62566811,0.92544197,0.07455803,0.01784342,0.01960031,0.00060393,0.01663556,0.01482376,18214,-0.27195215,0.36147221,0.61342216,-0.25194995,-0.0200022,White,-0.27028475,2,SD
SD-33,33,25086,-0.00976353,0.26421826,0.71206716,0.94491275,0.05508725,0.00595973,0.0178255,0.00075168,0.00590604,0.01820134,18625,-0.4478489,0.28198786,0.69177723,-0.40978937,-0.03805953,White,-0.44016239,2,SD
SD-34,34,25006,-0.01292142,0.3495921,0.62301417,0.89029988,0.10970012,0.01846185,0.04452264,0.000612,0.00749694,0.03819869,19608,-0.27342207,0.36132446,0.61128179,-0.24995733,-0.02346474,White,-0.27060049,2,SD
SD-35,35,26171,0.0330654,0.40999813,0.56789778,0.87824543,0.12175457,0.02207611,0.03071459,0.00206364,0.02644335,0.03560973,20837,-0.15789965,0.41957982,0.55545032,-0.1358705,-0.02202915,White,-0.1555566,2,SD
WA-01,1,157233,-0.00011213,0.50331159,0.46471005,0.31438413,0.68561587,0.01441168,0.58731515,0.00309543,0.01631303,0.09386424,108870,0.03860154,0.56387734,0.41071029,0.15316705,-0.11456551,Hispanic,0.07179004,2,WA
WA-02,2,157738,0.0030993,0.57583758,0.3887181,0.71754649,0.28245351,0.03579201,0.10562846,0.01787952,0.09565418,0.03230513,121312,0.18711948,0.56486566,0.40308237,0.16178329,0.02533619,White,0.17367408,2,WA
WA-03,3,156410,-0.00534581,0.59554627,0.36899969,0.73581951,0.26418049,0.04202294,0.11786262,0.01575655,0.05638583,0.03712873,121981,0.22654658,0.58548357,0.38069426,0.20478931,0.02175727,White,0.21429416,2,WA
WA-04,4,156983,-0.00170195,0.451655,0.51570125,0.80186223,0.19813777,0.02287761,0.07497788,0.01082789,0.05590057,0.03246682,118675,-0.06404625,0.43648005,0.53167353,-0.09519348,0.03114723,White,-0.07942866,2,WA
WA-05,5,155900,-0.00858904,0.36654674,0.60214722,0.84009861,0.15990139,0.01172219,0.06702107,0.00735362,0.02274004,0.04497698,119261,-0.23560048,0.37766599,0.59243621,-0.21477022,-0.02083026,White,-0.23365706,2,WA
WA-06,6,157531,0.00178293,0.55652354,0.404456,0.79763147,0.20236853,0.0333634,0.06551116,0.00796831,0.06307988,0.03250853,127505,0.15206754,0.55859107,0.40395069,0.15464038,-0.00257284,White,0.14792515,2,WA
WA-07,7,158109,0.00545859,0.52402626,0.43528011,0.78669719,0.21330281,0.03924168,0.06287505,0.0146845,0.04254328,0.05305057,124485,0.08874615,0.52602105,0.43152181,0.09449924,-0.00575309,White,0.08566385,2,WA
WA-08,8,157484,0.00148405,0.39854023,0.56599525,0.85056686,0.14943314,0.02169456,0.0508155,0.00752517,0.03112161,0.03387975,121459,-0.16745502,0.39576011,0.56723071,-0.1714706,0.00401558,White,-0.17379355,2,WA
WA-09,9,155943,-0.0083156,0.7044707,0.25589906,0.76998825,0.23001175,0.02243448,0.07629434,0.00796338,0.07287702,0.04957069,128463,0.44857164,0.69718783,0.26989507,0.42729276,0.02127888,White,0.43647868,2,WA
WA-10,10,157043,-0.00132039,0.43308563,0.52990092,0.75905729,0.24094271,0.011015,0.14522586,0.00570808,0.03687268,0.04094271,119655,-0.09681529,0.44068363,0.52624063,-0.085557,-0.01125829,White,-0.09806253,2,WA
WA-11,11,157795,0.00346178,0.58712943,0.37623524,0.80904017,0.19095983,0.02512792,0.069245,0.00774894,0.04914886,0.03568692,129179,0.21089419,0.5716273,0.39474122,0.17688608,0.03400811,White,0.19455815,2,WA
WA-12,12,156581,-0.00425838,0.4450844,0.51691602,0.76715774,0.23284226,0.02277462,0.08481554,0.00908827,0.06027306,0.05615637,120485,-0.07183162,0.45405045,0.50709921,-0.05304876,-0.01878286,White,-0.07057067,2,WA
WA-13,13,158484,0.00784332,0.61452078,0.34600949,0.62159576,0.37840424,0.06527875,0.14055733,0.01514168,0.12929231,0.03699859,123302,0.26851129,0.61840254,0.34408884,0.2743137,-0.00580241,White,0.26544543,2,WA
WA-14,14,156710,-0.00343803,0.49811483,0.46080705,0.7894785,0.2105215,0.02194198,0.08436342,0.00815749,0.05988263,0.032297,120135,0.03730778,0.50555857,0.45457796,0.05098061,-0.01367283,White,0.03686539,2,WA
WA-15,15,155866,-0.00880526,0.67630051,0.28452023,0.61830628,0.38169372,0.0618876,0.09045605,0.01086564,0.19697784,0.02572765,124613,0.39178028,0.68538844,0.28474403,0.40064441,-0.00886413,White,0.38973499,2,WA
WA-16,16,156616,-0.0040358,0.65910566,0.2983823,0.581622,0.418378,0.05159469,0.09123859,0.01075655,0.24296607,0.02396005,119741,0.36072336,0.67312748,0.29408213,0.37904535,-0.01832199,White,0.36183069,2,WA
WA-17,17,159062,0.01151898,0.74245815,0.21731478,0.64304681,0.35695319,0.04442662,0.07562472,0.00701135,0.20512615,0.02419478,124655,0.52514337,0.74694626,0.22294477,0.52400149,0.00114188,White,0.51976274,2,WA
WA-18,18,157233,-0.00011213,0.56224422,0.40400356,0.81734082,0.18265918,0.01671161,0.05779026,0.00594757,0.02624719,0.07164045,133500,0.15824066,0.54584903,0.42456173,0.1212873,0.03695336,White,0.14092287,2,WA
WA-19,19,155488,-0.01120907,0.53425658,0.42700896,0.79400287,0.20599713,0.02383721,0.07334342,0.00836254,0.04539662,0.05608474,125560,0.10724762,0.52924355,0.43521186,0.09403169,0.01321593,White,0.09784231,2,WA
WA-20,20,157103,-0.00093884,0.64248306,0.31792892,0.69523246,0.30476754,0.05765303,0.08904487,0.02190053,0.1046719,0.03986999,123376,0.32455414,0.63154254,0.33156069,0.29998185,0.02457229,White,0.31136338,2,WA
WA-21,21,157842,0.00376067,0.6225364,0.340556,0.75866662,0.24133338,0.03459471,0.06832794,0.01521944,0.0886604,0.03958809,125366,0.2819804,0.60897209,0.35142251,0.25754958,0.02443082,White,0.26883679,2,WA
WA-22,22,157586,0.00213269,0.52603937,0.43435544,0.7639074,0.2360926,0.04280116,0.07372588,0.01771547,0.06471344,0.04024657,126048,0.09168393,0.50543534,0.45030146,0.05513388,0.03655005,White,0.07450058,2,WA
WA-23,23,157399,0.00094351,0.6677792,0.29258828,0.70617825,0.29382175,0.08400923,0.08011761,0.01392095,0.08775268,0.03626466,128224,0.37519092,0.66477181,0.30185423,0.36291758,0.01227334,White,0.36609981,2,WA
WA-24,24,158326,0.00683856,0.59573081,0.36597352,0.54842936,0.45157064,0.14666425,0.13844848,0.03268179,0.12590645,0.03252522,121352,0.22975729,0.59579728,0.36373209,0.23206519,-0.0023079,White,0.22552659,2,WA
WA-25,25,158145,0.00568753,0.59611538,0.36626662,0.50858156,0.49141844,0.15330837,0.13756171,0.04013287,0.14222524,0.04635367,120724,0.22984876,0.60764226,0.35333312,0.25430914,-0.02446038,White,0.23300222,2,WA
WA-26,26,157831,0.00369072,0.86591334,0.09366985,0.60427892,0.39572108,0.0568399,0.07538686,0.0066844,0.23840534,0.02132714,133445,0.77224349,0.88023973,0.0926964,0.78754333,-0.01529984,White,0.77234344,2,WA
WA-27,27,157687,0.00277498,0.89320216,0.07049209,0.73355929,0.26644071,0.03805869,0.06394876,0.0053751,0.13525842,0.02156012,133951,0.82271007,0.90189209,0.07465846,0.82723363,-0.00452356,White,0.81921792,2,WA
WA-28,28,158147,0.00570025,0.87126431,0.08508393,0.60131268,0.39868732,0.06298503,0.07592603,0.00668033,0.23544912,0.0212381,145352,0.78618038,0.88471059,0.0883496,0.79636099,-0.01018061,White,0.78457392,2,WA
WA-29,29,157170,-0.00051277,0.86212779,0.09205601,0.47285525,0.52714475,0.15948459,0.07899892,0.00787511,0.27055699,0.02299812,129141,0.77007178,0.89075991,0.08856116,0.80219875,-0.03212697,Minority,0.77578077,2,WA
WA-30,30,158275,0.00651423,0.82183822,0.14168257,0.65177254,0.34822746,0.0718518,0.10259797,0.00936291,0.14147875,0.03057622,129447,0.68015565,0.82549303,0.15033484,0.67515819,0.00499746,White,0.67348983,2,WA
WA-31,31,158943,0.01076223,0.6802434,0.27938235,0.3913224,0.6086776,0.17930886,0.16794685,0.02607751,0.22266492,0.03435748,125242,0.40086105,0.71844155,0.25517303,0.46326852,-0.06240747,Minority,0.41666354,2,WA
WA-32,32,156734,-0.00328541,0.51687393,0.44275217,0.80079152,0.19920848,0.01533266,0.06787691,0.00499473,0.0687066,0.03650634,120527,0.07412176,0.52374439,0.44111826,0.08262613,-0.00850437,White,0.07195655,2,WA
WA-33,33,156062,-0.00755884,0.69554686,0.25649231,0.59274512,0.40725488,0.02310523,0.05680364,0.0044423,0.3056865,0.01419434,114130,0.43905455,0.70772432,0.2612299,0.44649442,-0.00743987,White,0.43653451,2,WA
WA-34,34,157192,-0.00037286,0.70950384,0.24630137,0.59360417,0.40639583,0.02895433,0.06631997,0.00450491,0.28541042,0.01580356,123643,0.46320247,0.72439135,0.24368734,0.48070401,-0.01750154,White,0.46403632,2,WA
WA-35,35,155970,-0.0081439,0.70378547,0.25328346,0.50432848,0.49567152,0.03068915,0.06255583,0.00465332,0.38590037,0.01316409,123138,0.45050201,0.72264741,0.24959953,0.47304788,-0.02254587,White,0.4530173,2,WA
WA-36,36,158389,0.00723919,0.67141284,0.28985626,0.5238726,0.4761274,0.07236954,0.10557583,0.01032922,0.27284253,0.02381978,123049,0.38155658,0.68192747,0.28782499,0.39410248,-0.0125459,White,0.38073855,2,WA
WA-37,37,156293,-0.00608985,0.56463167,0.39766756,0.61361327,0.38638673,0.07128344,0.08779208,0.01600914,0.19167795,0.02774297,118120,0.16696411,0.575991,0.39268686,0.18330414,-0.01634003,White,0.16741079,2,WA
WA-38,38,156329,-0.00586092,0.62433537,0.339378,0.40825818,0.59174182,0.15590347,0.17217769,0.0386356,0.21572311,0.03227288,119760,0.28495737,0.65479013,0.31567932,0.33911081,-0.05415344,Minority,0.29800852,2,WA
WA-39,39,156687,-0.00358429,0.55331891,0.41298039,0.5254299,0.4745701,0.09811455,0.14575012,0.03398551,0.17267788,0.03975696,118168,0.14033852,0.57232359,0.39802842,0.17429517,-0.03395665,White,0.1466574,2,WA
WA-40,40,156483,-0.00488159,0.49485138,0.46859076,0.7007066,0.2992934,0.05856699,0.09432141,0.02327033,0.09035979,0.03938312,120153,0.02626062,0.49982799,0.46325101,0.03657698,-0.01031636,White,0.02469941,2,WA
WA-41,41,157502,0.00159851,0.46097669,0.50427551,0.69122019,0.30877981,0.07498077,0.09081451,0.02859866,0.08869868,0.03724558,114376,-0.04329882,0.45671538,0.50815076,-0.05143538,0.00813656,White,-0.05101101,2,WA
WA-42,42,158316,0.00677496,0.35523134,0.60917103,0.80561119,0.19438881,0.02677019,0.07008217,0.01337685,0.03753431,0.04501809,121329,-0.25393969,0.35957112,0.60401931,-0.24444819,-0.0094915,White,-0.25577586,2,WA
WA-43,43,158740,0.0094713,0.36134896,0.6063904,0.78761226,0.21238774,0.01169477,0.12404697,0.00428862,0.02260613,0.0449215,123816,-0.24504144,0.3630824,0.60904841,-0.24596601,0.00092457,White,-0.25034963,2,WA
WA-44,44,158356,0.00702933,0.30380688,0.66619668,0.60613422,0.39386578,0.01231183,0.3263199,0.00311483,0.01945252,0.03969459,115255,-0.3623898,0.31878068,0.6534519,-0.33467122,-0.02771858,White,-0.35815027,2,WA
WA-45,45,157085,-0.0010533,0.41307574,0.55341174,0.68631797,0.31368203,0.00707877,0.22652057,0.00387017,0.01591896,0.06000413,120925,-0.140336,0.42495805,0.54844711,-0.12348906,-0.01684694,White,-0.13972035,2,WA
WA-46,46,157530,0.00177657,0.32441082,0.64338547,0.85009011,0.14990989,0.01478019,0.03845102,0.00659758,0.02313176,0.05959546,124288,-0.31897465,0.33271579,0.63652632,-0.30381053,-0.01516412,White,-0.31891994,2,WA
WA-47,47,159687,0.01549353,0.3564151,0.61166693,0.72273051,0.27726949,0.02136653,0.19350534,0.00643233,0.0237397,0.03702786,125149,-0.25525183,0.35980557,0.60731782,-0.24751225,-0.00773958,White,-0.25767197,2,WA
WA-48,48,154440,-0.01787359,0.35396161,0.6130874,0.70190608,0.29809392,0.01495307,0.21298455,0.00461786,0.02817335,0.03589617,113689,-0.25912579,0.35970172,0.60655483,-0.24685311,-0.01227268,White,-0.2600349,2,WA
WA-49,49,154823,-0.01543798,0.42575724,0.53895277,0.57890124,0.42109876,0.02435168,0.32233668,0.00504202,0.04559501,0.03152616,110670,-0.11319553,0.43758463,0.52285901,-0.08527438,-0.02792115,White,-0.10888848,2,WA
