HD,NAME,TotalPop,PopDevPct,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct2,RepPct2,Margin2,Swing,Majority,Lean,Seats,State
MD-32,32,136031,0.03531344,0.88826125,0.0837109,0.0485752,0.9514248,0.73987976,0.19345032,0.00149567,0.02410675,0.01982502,102295,0.80455035,0.92714549,0.05220426,0.87494123,-0.07039088,Black,0.82301398,3,MD
MD-33,33,132864,0.01120983,0.89878646,0.07839588,0.07920379,0.92079621,0.84694352,0.04800805,0.00125238,0.03273276,0.01499065,105399,0.82039058,0.92114233,0.0633944,0.85774793,-0.03735735,Black,0.82784303,3,MD
MD-34,34,134594,0.02437663,0.90818463,0.06515093,0.05268569,0.94731431,0.85208206,0.0817826,0.00172601,0.01770337,0.01813723,106025,0.8430337,0.93616881,0.04633549,0.88983332,-0.04679962,Black,0.85363357,3,MD
MD-35,35,134455,0.02331872,0.88247893,0.09209852,0.0763737,0.9236263,0.74086227,0.1302653,0.00200049,0.05512554,0.01916354,106974,0.79038041,0.91248307,0.07027279,0.84221028,-0.05182987,Black,0.80265703,3,MD
MD-36,36,134569,0.02418635,0.74677785,0.21389893,0.31488242,0.68511758,0.21052683,0.32876672,0.00155349,0.14123153,0.02666175,102994,0.53287892,0.80783504,0.16773453,0.64010051,-0.10722159,Hispanic,0.56361945,3,MD
MD-37A,37A,44238,0.0100682,0.73319651,0.2279374,0.32424726,0.67575274,0.32661382,0.15279995,0.00202441,0.19012318,0.01893248,35072,0.50525911,0.78417525,0.19200383,0.59217142,-0.08691231,Black,0.52922988,1,MD
MD-37B,37B,44086,0.00659765,0.71470567,0.2523701,0.58036041,0.41963959,0.16541565,0.10075623,0.00157432,0.14351579,0.01217284,35571,0.46233557,0.73601529,0.24180023,0.49421506,-0.03187949,White,0.46796207,1,MD
MD-37C,37C,44724,0.02116484,0.5830678,0.37691738,0.66205917,0.33794083,0.10153873,0.12106987,0.00194152,0.10035063,0.01825611,34509,0.20615042,0.603851,0.36706856,0.23678244,-0.03063202,White,0.21136109,1,MD
MD-38,38,130839,-0.00420217,0.74722838,0.21404929,0.43878323,0.56121677,0.15572229,0.19041664,0.00168673,0.20165184,0.01753621,103158,0.53317909,0.78168137,0.19258052,0.58910085,-0.05592176,Minority,0.54681968,3,MD
MD-39,39,132168,0.00591267,0.72588308,0.23139897,0.57698274,0.42301726,0.07606166,0.07895094,0.00149312,0.25405274,0.00797945,103140,0.49448411,0.76406678,0.21276212,0.55130466,-0.05682055,White,0.50842429,3,MD
MD-40A,40A,45419,0.03703349,0.70913435,0.24708301,0.28063622,0.71936378,0.24570261,0.33524004,0.0020429,0.13576536,0.02842551,34265,0.46205134,0.7721137,0.2004129,0.5717008,-0.10964946,Hispanic,0.49360116,1,MD
MD-40B,40B,43035,-0.01739941,0.70756821,0.25341028,0.25975199,0.74024801,0.23004455,0.34279437,0.00310017,0.1650614,0.02648688,33224,0.45415793,0.76457923,0.20632382,0.55825541,-0.10409748,Hispanic,0.48385709,1,MD
MD-40C,40C,43192,-0.01381469,0.73016215,0.23379842,0.41626469,0.58373531,0.13998145,0.194094,0.00182437,0.24016698,0.01533704,32340,0.49636373,0.76949259,0.20495366,0.56453893,-0.0681752,Minority,0.5140888,1,MD
MD-41,41,132233,0.00640738,0.69318698,0.26572735,0.32816327,0.67183673,0.23626089,0.18200575,0.00183967,0.24888451,0.01770559,98387,0.42745963,0.74731305,0.22732734,0.51998571,-0.09252608,Minority,0.45330166,3,MD
MD-42,42,133592,0.01675054,0.82743691,0.13718454,0.68587353,0.31412647,0.09438573,0.09096617,0.00178706,0.11461332,0.01077066,103522,0.69025237,0.84893162,0.12854087,0.72039075,-0.03013838,White,0.6952985,3,MD
MD-43A,43A,44618,0.01874459,0.89383836,0.0730417,0.41738382,0.58261618,0.37310532,0.12939315,0.0019155,0.07928488,0.01746155,36022,0.82079666,0.92600945,0.05364965,0.8723598,-0.05156314,Minority,0.83298437,1,MD
MD-43B,43B,44672,0.01997755,0.78225149,0.18162433,0.25247104,0.74752896,0.29855679,0.35034261,0.00118246,0.10199503,0.03301801,32982,0.60062716,0.84955805,0.12795871,0.72159934,-0.12097218,Hispanic,0.63595122,1,MD
MD-43C,43C,45325,0.03488723,0.78997862,0.17581273,0.15059087,0.84940913,0.5805558,0.15203489,0.00191554,0.12598356,0.01550113,33933,0.61416589,0.85754338,0.12113838,0.736405,-0.12223911,Black,0.64991226,1,MD
MD-44,44,127541,-0.0293028,0.549622,0.42035091,0.68255168,0.31744832,0.12856443,0.12327396,0.0016954,0.04963641,0.02094738,97912,0.12927109,0.5515344,0.41913028,0.13240412,-0.00313303,White,0.12531543,3,MD
MD-45,45,129713,-0.012772,0.52968217,0.43661183,0.7256658,0.2743342,0.10062874,0.08494607,0.00153351,0.07031641,0.01908705,97815,0.09307034,0.53952642,0.43155548,0.10797094,-0.0149006,White,0.09303721,3,MD
MD-46A,46A,43801,0.00009036,0.52866619,0.43849741,0.66176335,0.33823665,0.21346313,0.07947671,0.00181187,0.02745447,0.02616467,32563,0.09016878,0.5495551,0.42422998,0.12532512,-0.03515634,White,0.09688756,1,MD
MD-46B,46B,43277,-0.01187392,0.34139844,0.63279032,0.85027678,0.14972322,0.06051021,0.04457722,0.00181589,0.02433881,0.0210292,34143,-0.29139188,0.34772953,0.62765203,-0.2799225,-0.01146938,White,-0.29256875,1,MD
MD-46C,46C,42524,-0.02906686,0.36822553,0.60172535,0.75519051,0.24480949,0.14985245,0.04875819,0.00112298,0.02554125,0.01788932,38291,-0.23349982,0.38179335,0.59526627,-0.21347292,-0.0200269,White,-0.23182419,1,MD
MD-47,47,130344,-0.00796955,0.26078595,0.71572651,0.88519632,0.11480368,0.06358129,0.01922701,0.00104232,0.0120797,0.01661191,107453,-0.45494056,0.2643399,0.71594769,-0.45160779,-0.00333277,White,-0.45882964,3,MD
ND-1,1,16188,-0.02343491,0.48970317,0.47876722,0.84307203,0.15692797,0.05148973,0.03977437,0.00065085,0.0424501,0.02509401,13828,0.01093595,0.49469708,0.46810984,0.02658724,-0.01565129,White,0.01115305,2,ND
ND-2,2,16058,-0.03127736,0.55298714,0.41461826,0.85032351,0.14967649,0.04500359,0.03386053,0.00150971,0.02997843,0.04069015,13910,0.13836888,0.5729543,0.37898539,0.19396891,-0.05560003,White,0.15190222,2,ND
ND-3,3,16444,-0.00799133,0.54863915,0.41893476,0.85119048,0.14880952,0.04918155,0.03221726,0.00141369,0.02559524,0.03816964,13440,0.12970439,0.57050104,0.39483033,0.17567071,-0.04596632,White,0.1400265,2,ND
ND-4,4,16803,0.01366587,0.52126669,0.44597951,0.7321362,0.2678638,0.10982788,0.03889427,0.00178824,0.08002384,0.03718054,13421,0.07528718,0.55163653,0.41413839,0.13749814,-0.06221096,White,0.09102417,2,ND
ND-5,5,16375,-0.01215386,0.4871134,0.48362644,0.76006776,0.23993224,0.12389312,0.03565104,0.001309,0.04774005,0.03272503,12987,0.00348696,0.50429062,0.4576659,0.04662472,-0.04313776,White,0.01286621,2,ND
ND-6,6,16254,-0.01945337,0.46553122,0.50619859,0.81359052,0.18640948,0.08372019,0.01944934,0.00248119,0.05546662,0.0231311,12494,-0.04066737,0.48301887,0.4815323,0.00148657,-0.04215394,White,-0.03161606,2,ND
ND-7,7,16994,0.02518823,0.43610548,0.53790568,0.80361208,0.19638792,0.08961906,0.03604492,0.00068296,0.04682046,0.02124753,13178,-0.1018002,0.47287785,0.4873706,-0.01449275,-0.08730745,White,-0.07769772,2,ND
ND-8,8,16880,0.01831101,0.42204635,0.55161108,0.88436814,0.11563186,0.03543431,0.02681091,0.00078394,0.02304798,0.02767325,12756,-0.12956473,0.43571844,0.52833042,-0.09261198,-0.03695275,White,-0.12224715,2,ND
ND-9,9,16938,0.02180995,0.36816501,0.60400856,0.8864779,0.1135221,0.04189821,0.01640646,0.00176414,0.03016671,0.02081679,11337,-0.23584355,0.3974203,0.56826478,-0.17084448,-0.06499907,White,-0.21917719,2,ND
ND-10,10,17238,0.03990789,0.41824053,0.55416381,0.85474635,0.14525365,0.06766675,0.02379224,0.00112912,0.0288733,0.02282442,12399,-0.13592328,0.43838694,0.52873699,-0.09035005,-0.04557323,White,-0.1257322,2,ND
ND-11,11,16636,0.00359135,0.31028701,0.65805306,0.94765678,0.05234322,0.00750169,0.01382333,0.00118004,0.00480445,0.01930209,11864,-0.34776605,0.32017064,0.6461387,-0.32596806,-0.02179799,White,-0.34550005,2,ND
ND-12,12,16529,-0.00286358,0.29935843,0.67497882,0.91317902,0.08682098,0.01153456,0.02486166,0.00272777,0.01028758,0.0337464,12831,-0.37562039,0.32130056,0.64925755,-0.32795699,-0.0476634,White,-0.36473259,2,ND
ND-13,13,17094,0.03122088,0.27756298,0.69677797,0.94,0.06,0.01174242,0.02219697,0.00075758,0.00893939,0.01257576,13200,-0.41921499,0.30370106,0.66392955,-0.36022849,-0.0589865,White,-0.40455282,2,ND
ND-14,14,16586,0.00057503,0.16376192,0.81749425,0.9503497,0.0496503,0.00814695,0.01437245,0.00215203,0.00453462,0.02044424,13011,-0.65373233,0.17026302,0.8101986,-0.63993558,-0.01379675,White,-0.65413341,2,ND
ND-15,15,16671,0.00570278,0.29499666,0.67685123,0.91267162,0.08732838,0.02625853,0.02588341,0.00142546,0.01102858,0.02310751,13329,-0.38185457,0.29738121,0.67157127,-0.37419006,-0.00766451,White,-0.38429973,2,ND
ND-16,16,16674,0.00588376,0.30361922,0.66996392,0.94064992,0.05935008,0.01602227,0.01241161,0.00097788,0.00782308,0.01865503,13294,-0.3663447,0.31693804,0.65128901,-0.33435097,-0.03199373,White,-0.36068012,2,ND
ND-17A,17A,8020,-0.03236323,0.25,0.72441315,0.93570705,0.06429295,0.00911239,0.02159973,0.00253122,0.00843739,0.01923726,5926,-0.47441315,0.26474963,0.70649479,-0.44174516,-0.03266799,White,-0.46852382,1,ND
ND-17B,17B,7997,-0.03513825,0.33025516,0.64398542,0.93051704,0.06948296,0.00994944,0.029359,0.00244658,0.00570869,0.01892024,6131,-0.31373026,0.36097679,0.60976789,-0.2487911,-0.06493916,White,-0.29708387,1,ND
ND-18,18,15916,-0.03984372,0.44938571,0.52569649,0.81031901,0.18968099,0.05084619,0.04440617,0.00254605,0.05653737,0.03706755,13354,-0.07631078,0.45644719,0.50771605,-0.05126886,-0.02504192,White,-0.07296347,2,ND
ND-19,19,16460,-0.00702611,0.44908507,0.52353681,0.82935285,0.17064715,0.05531587,0.03805855,0.00123267,0.03274268,0.04368259,12980,-0.07445174,0.46067272,0.50594705,-0.04527433,-0.02917741,White,-0.06972594,2,ND
ND-20,20,15876,-0.04225678,0.44295302,0.52813629,0.78306229,0.21693771,0.04924824,0.05062903,0.00184106,0.05592206,0.05975759,13036,-0.08518327,0.49069557,0.46034327,0.0303523,-0.11553557,White,-0.05167141,2,ND
ND-21,21,16898,0.01939689,0.35920019,0.61675791,0.84649263,0.15350737,0.04107944,0.03979821,0.00320307,0.04035874,0.02618514,12488,-0.25755772,0.36541935,0.60283871,-0.23741936,-0.02013836,White,-0.25584493,2,ND
ND-22,22,16098,-0.0288643,0.25164145,0.72252355,0.87488966,0.12511034,0.0097103,0.07671936,0.00040125,0.00674103,0.02889014,12461,-0.4708821,0.26612473,0.70748934,-0.44136461,-0.02951749,White,-0.46604294,2,ND
ND-23,23,16618,0.00250547,0.27056719,0.70822688,0.87332039,0.12667961,0.00792233,0.01584466,0.00194175,0.00792233,0.09273786,12875,-0.43765969,0.27930517,0.69370157,-0.4143964,-0.02326329,White,-0.43490526,2,ND
ND-24,24,15911,-0.04014535,0.25072816,0.72864078,0.91927459,0.08072541,0.00794415,0.0166105,0.00136415,0.00441342,0.0516771,12462,-0.47791262,0.25983616,0.71801085,-0.45817469,-0.01973793,White,-0.47633331,2,ND
ND-25,25,17143,0.03417688,0.54844202,0.43010387,0.32701588,0.67298412,0.0035097,0.00965166,0.00149162,0.00377292,0.65920856,11397,0.11833815,0.57726108,0.40424753,0.17301355,-0.0546754,Native,0.13156328,2,ND
ND-26,26,16979,0.02428333,0.19650459,0.78288147,0.92874469,0.07125531,0.00848999,0.01432686,0.00151607,0.00674651,0.03752274,13192,-0.58637688,0.2109624,0.76609305,-0.55513065,-0.03124623,White,-0.58096147,2,ND
ND-27,27,16952,0.02265452,0.17693193,0.79765764,0.93605116,0.06394884,0.00919265,0.01718625,0.00031974,0.00639488,0.02693845,12510,-0.62072571,0.18411432,0.78852332,-0.604409,-0.01631671,White,-0.62028681,2,ND
ND-28,28,16327,-0.01504953,0.30044198,0.67242265,0.89926784,0.10073216,0.02518304,0.01528683,0.00547108,0.02204522,0.0304932,12429,-0.37198067,0.29735984,0.67192595,-0.37456611,0.00258544,White,-0.37784248,2,ND
ND-29,29,16857,0.0169235,0.23692308,0.73876923,0.8872,0.1128,0.02176,0.03432,0.00184,0.01816,0.03632,12500,-0.50184615,0.24627695,0.7259391,-0.47966215,-0.022184,White,-0.49945148,2,ND
ND-30,30,16321,-0.01541149,0.29750032,0.66947287,0.85124731,0.14875269,0.03572528,0.03395442,0.00277179,0.01093317,0.06667693,12988,-0.37197255,0.31156765,0.65100759,-0.33943994,-0.03253261,White,-0.36612835,2,ND
ND-31,31,15858,-0.04334265,0.27843238,0.69492828,0.85898277,0.14101723,0.02132896,0.02846596,0.00287121,0.01320755,0.07374897,12190,-0.4164959,0.29106296,0.67431722,-0.38325426,-0.03324164,White,-0.41041535,2,ND
ND-32,32,16143,-0.0261496,0.36648466,0.60153406,0.84527838,0.15472162,0.03429714,0.03329745,0.00861273,0.01614888,0.06282682,13004,-0.2350494,0.38457584,0.5748072,-0.19023136,-0.04481804,White,-0.22511005,2,ND
ND-33,33,15950,-0.03779262,0.27222365,0.69801598,0.85838081,0.14161919,0.02222579,0.04148279,0.00304903,0.00906684,0.06531333,12463,-0.42579233,0.28859684,0.67582636,-0.38722952,-0.03856281,White,-0.41793806,2,ND
ND-34,34,16403,-0.01046472,0.17941476,0.79685911,0.92460252,0.07539748,0.00967055,0.02196361,0.00229471,0.0065563,0.03491231,12202,-0.61744435,0.18990412,0.78387432,-0.5939702,-0.02347415,White,-0.61461963,2,ND
ND-35A,35A,7957,-0.03996437,0.30079239,0.68050713,0.58805195,0.41194805,0.00606061,0.01419913,0.00190476,0.00450216,0.39428571,5775,-0.37971474,0.31908489,0.66255268,-0.34346779,-0.03624695,White,-0.37263242,1,ND
ND-35B,35B,8191,-0.01173158,0.55032781,0.43038951,0.25368627,0.74631373,0.02256173,0.05862498,0.00355303,0.01687689,0.67312134,5629,0.1199383,0.62056348,0.35931211,0.26125137,-0.14131307,Native,0.16204266,1,ND
ND-36,36,17059,0.02910945,0.16000416,0.82115345,0.93880495,0.06119505,0.00706097,0.0152608,0.00091109,0.00744059,0.02839572,13171,-0.66114929,0.16811624,0.80978205,-0.64166581,-0.01948348,White,-0.6596548,2,ND
ND-37,37,16681,0.00630604,0.27107152,0.70592927,0.84440843,0.15559157,0.04792776,0.04051864,0.00231535,0.02732114,0.03480744,12957,-0.43485775,0.28163755,0.68702494,-0.40538739,-0.02947036,White,-0.4300343,2,ND
ND-38,38,17025,0.02705835,0.28164986,0.69020021,0.80189706,0.19810294,0.05356865,0.05994402,0.00248795,0.02083657,0.06468667,12862,-0.40855035,0.27740291,0.68451042,-0.40710751,-0.00144284,White,-0.4130694,2,ND
ND-39,39,16575,-0.00008856,0.29289705,0.67821229,0.77211546,0.22788454,0.07196763,0.0792811,0.00614642,0.03625613,0.03843461,12853,-0.38531524,0.30194175,0.65517799,-0.35323624,-0.032079,White,-0.37962224,2,ND
ND-40,40,15835,-0.04473016,0.18714992,0.79406919,0.82013685,0.17986315,0.05180841,0.0663823,0.00550964,0.02692615,0.0298587,11253,-0.60691927,0.19257104,0.77541938,-0.58284834,-0.02407093,White,-0.60389563,2,ND
ND-41,41,16622,0.00274678,0.15768603,0.82202006,0.91081016,0.08918984,0.01065791,0.03037102,0.00216363,0.00889494,0.03421749,12479,-0.66433403,0.15799045,0.82052739,-0.66253694,-0.00179709,White,-0.668735,2,ND
ND-42,42,16835,0.01559632,0.1404147,0.83975991,0.71542444,0.28457556,0.0764237,0.11093763,0.00312269,0.02489933,0.06631605,12169,-0.69934521,0.14392775,0.82571099,-0.68178324,-0.01756197,White,-0.69849122,2,ND
ND-43,43,16786,0.01264032,0.17737003,0.79446322,0.79871764,0.20128236,0.04821037,0.06630955,0.00486973,0.02467332,0.05827449,12321,-0.61709319,0.17830381,0.78882834,-0.61052453,-0.00656866,White,-0.61990364,2,ND
ND-44,44,16556,-0.00123477,0.1096472,0.87263944,0.81960489,0.18039511,0.01866734,0.09618282,0.00133936,0.01816508,0.04068307,11946,-0.76299224,0.10628902,0.86904218,-0.76275316,-0.00023908,White,-0.76791255,2,ND
ND-45,45,17292,0.04316552,0.12382496,0.85964344,0.9278681,0.0721319,0.00969392,0.0223647,0.00267155,0.01038089,0.02702084,13101,-0.73581848,0.12596022,0.85509839,-0.72913817,-0.00668031,White,-0.73859171,2,ND
ND-46,46,17193,0.0371932,0.18975822,0.78945939,0.85236554,0.14763446,0.04338111,0.05563261,0.00346741,0.01849283,0.02689166,12978,-0.59970117,0.1895741,0.78207712,-0.59250302,-0.00719815,White,-0.60230179,2,ND
ND-47,47,17398,0.04956013,0.13941562,0.84126416,0.88375746,0.11624254,0.02034244,0.05552937,0.00227773,0.01178134,0.02356268,12732,-0.70184854,0.14074254,0.82868236,-0.68793982,-0.01390872,White,-0.7022123,2,ND
NJ-01,1,235383,0.01425226,0.38142734,0.60212382,0.74032755,0.25967245,0.09792073,0.1319848,0.00138105,0.01285553,0.02369853,194780,-0.22069648,0.41282611,0.57418862,-0.16136251,-0.05933397,White,-0.20591849,2,NJ
NJ-02,2,236840,0.0205304,0.49451405,0.48596241,0.55406965,0.44593035,0.1763301,0.17006828,0.00254854,0.09803063,0.01639721,187166,0.00855164,0.5518592,0.43544507,0.11641413,-0.10786249,White,0.0395058,2,NJ
NJ-03,3,233143,0.00460023,0.483763,0.49654212,0.76525363,0.23474637,0.1219902,0.06388351,0.00102107,0.03679739,0.01468344,180203,-0.01277912,0.51194093,0.47278482,0.03915611,-0.05193523,White,-0.00046738,2,NJ
NJ-04,4,232764,0.00296714,0.51653176,0.4680129,0.58322293,0.41677707,0.21193713,0.16959039,0.00157776,0.0293618,0.02169288,181903,0.04851886,0.55352234,0.43402532,0.11949702,-0.07097816,White,0.06717825,2,NJ
NJ-05,5,237087,0.02159471,0.6043927,0.37653373,0.70261318,0.29738682,0.15037101,0.09320357,0.00145715,0.04421981,0.01598021,185980,0.22785897,0.62640685,0.35884523,0.26756162,-0.03970265,White,0.23609319,2,NJ
NJ-06,6,235582,0.01510974,0.65371337,0.32821088,0.44935885,0.55064115,0.2223558,0.23446648,0.00229302,0.10237316,0.01657428,179676,0.32550249,0.70149444,0.2877711,0.41372334,-0.08822085,Minority,0.34990944,2,NJ
NJ-07,7,225832,-0.02690246,0.61746988,0.36567944,0.5905183,0.4094817,0.25089208,0.07883204,0.00116528,0.0661422,0.01596267,179356,0.25179044,0.63614419,0.3515475,0.28459669,-0.03280625,White,0.25772586,2,NJ
NJ-08,8,231398,-0.00291888,0.53265951,0.45142977,0.73316707,0.26683293,0.1235266,0.07047068,0.00207472,0.06244054,0.01560879,186049,0.08122974,0.54969405,0.43550878,0.11418527,-0.03295553,White,0.08721492,2,NJ
NJ-09,9,234326,0.00969771,0.34428543,0.64071191,0.86608322,0.13391678,0.03117744,0.06910333,0.00079423,0.01971418,0.01267737,197675,-0.29642648,0.36935875,0.61741793,-0.24805918,-0.0483673,White,-0.28530405,2,NJ
NJ-10,10,238142,0.02614064,0.2408883,0.74688348,0.79334294,0.20665706,0.04246495,0.12018739,0.00059625,0.02805006,0.0115057,152620,-0.50599518,0.29702089,0.69354771,-0.39652682,-0.10946836,White,-0.47450573,2,NJ
NJ-11,11,237693,0.02420593,0.36901754,0.61087116,0.85901101,0.14098899,0.02048326,0.06773743,0.00099829,0.03945601,0.00993064,191327,-0.24185362,0.40324835,0.58244095,-0.1791926,-0.06266102,White,-0.22596661,2,NJ
NJ-12,12,233157,0.00466055,0.35358209,0.62760481,0.76590307,0.23409693,0.05045359,0.1114826,0.00097492,0.05970708,0.01214521,181553,-0.27402272,0.41053795,0.57619013,-0.16565218,-0.10837054,White,-0.24289921,2,NJ
NJ-13,13,225612,-0.02785043,0.51996447,0.45858903,0.66336863,0.33663137,0.13241715,0.13969596,0.00110669,0.03906994,0.01479989,181623,0.06137544,0.56654884,0.41973871,0.14681013,-0.08543469,White,0.08485367,2,NJ
NJ-14,14,237144,0.02184032,0.61361557,0.36272234,0.56489513,0.43510487,0.10667932,0.13741437,0.00154285,0.18578351,0.01220495,188612,0.25089323,0.6533873,0.33210447,0.32128283,-0.0703896,White,0.26935643,2,NJ
NJ-15,15,233349,0.00548787,0.47542454,0.50281961,0.44121151,0.55878849,0.1460201,0.35285172,0.00191597,0.07111055,0.01686494,182153,-0.02739507,0.5662647,0.42191759,0.14434711,-0.17174218,Minority,0.02485232,2,NJ
NJ-16,16,231203,-0.00375912,0.49352275,0.47561887,0.56755269,0.43244731,0.06358029,0.07966608,0.00081192,0.28446021,0.0070675,183516,0.01790388,0.5651265,0.4241032,0.1410233,-0.12311942,White,0.05394369,2,NJ
NJ-17,17,228791,-0.0141523,0.53081457,0.43159594,0.45180723,0.54819277,0.12140228,0.23282575,0.0017905,0.18874386,0.0152722,179280,0.09921863,0.61295618,0.37246567,0.24049051,-0.14127188,Minority,0.14130926,2,NJ
NJ-18,18,230268,-0.00778799,0.55095477,0.41210262,0.35704083,0.64295917,0.12269401,0.12562251,0.00136223,0.39064422,0.0106055,181321,0.13885215,0.62642938,0.36054263,0.26588675,-0.1270346,Asian,0.17619702,2,NJ
NJ-19,19,241847,0.04210528,0.54824897,0.42641318,0.57173981,0.42826019,0.11616473,0.15361851,0.00125549,0.15653568,0.0103077,189567,0.12183579,0.59960852,0.38769183,0.21191669,-0.0900809,White,0.14686276,2,NJ
NJ-20,20,236511,0.01911275,0.59163133,0.3829072,0.46736292,0.53263708,0.153997,0.25509694,0.00138326,0.11966557,0.01604355,180010,0.20872413,0.64267054,0.34377721,0.29889333,-0.0901692,Minority,0.23378053,2,NJ
NJ-21,21,230846,-0.00529742,0.55651363,0.41168392,0.56408856,0.43591144,0.10900406,0.11162408,0.00116384,0.20975642,0.01059593,181296,0.14482971,0.60312052,0.38250258,0.22061794,-0.07578823,White,0.16509245,2,NJ
NJ-22,22,223104,-0.03865726,0.60611978,0.37424629,0.49768195,0.50231805,0.25085335,0.20969449,0.00170953,0.04069468,0.01756511,176657,0.23187349,0.64088902,0.34401902,0.29687,-0.06499651,Minority,0.24853899,2,NJ
NJ-23,23,238852,0.02919999,0.37957144,0.60000579,0.82583005,0.17416995,0.02718925,0.09206267,0.00062772,0.03910562,0.011989,192760,-0.22043435,0.41532806,0.56633235,-0.15100429,-0.06943006,White,-0.202291,2,NJ
NJ-24,24,242348,0.04426406,0.41387434,0.56429705,0.79141633,0.20858367,0.04914829,0.09525897,0.00099019,0.04960728,0.01187192,193903,-0.15042271,0.44117546,0.5408838,-0.09970834,-0.05071437,White,-0.13851792,2,NJ
NJ-25,25,230452,-0.00699514,0.50413001,0.46937168,0.58986993,0.41013007,0.04870692,0.1874042,0.00094709,0.16744952,0.0137137,182664,0.03475833,0.5591463,0.42674753,0.13239877,-0.09764044,White,0.06230514,2,NJ
NJ-26,26,228912,-0.01363091,0.5029913,0.47764726,0.75658342,0.24341658,0.03103046,0.07034968,0.00089516,0.13248425,0.00516702,176504,0.02534404,0.54516388,0.44300605,0.10215783,-0.07681379,White,0.04594864,2,NJ
NJ-27,27,228621,-0.01488482,0.40402432,0.56765341,0.76706548,0.23293452,0.03527418,0.12584655,0.00087439,0.06298302,0.01042747,184129,-0.16362909,0.45818044,0.52822484,-0.0700444,-0.09358469,White,-0.13743419,2,NJ
NJ-28,28,226298,-0.0248945,0.50184565,0.47908131,0.76326187,0.23673813,0.02474862,0.08887057,0.00088756,0.11638494,0.00698023,174636,0.02276434,0.54727233,0.44016635,0.10710598,-0.08434164,White,0.04587822,2,NJ
NJ-29,29,224159,-0.03411133,0.52183647,0.45575571,0.47990062,0.52009938,0.1334538,0.2156018,0.00217397,0.1789548,0.0106553,177095,0.06608076,0.61091307,0.37884802,0.23206505,-0.16598429,Minority,0.11640886,2,NJ
NJ-30,30,226978,-0.02196441,0.52567451,0.45572386,0.4709797,0.5290203,0.03520496,0.16547547,0.00118936,0.32606074,0.0093323,180770,0.06995065,0.59627716,0.39419735,0.20207981,-0.13212916,Minority,0.1089937,2,NJ
NJ-31,31,225623,-0.02780303,0.5237707,0.45799614,0.52434682,0.47565318,0.10136735,0.26247978,0.00150701,0.11205997,0.01388329,181153,0.06577456,0.58587729,0.40231463,0.18356266,-0.1177881,White,0.10003726,2,NJ
NJ-32,32,238601,0.02811845,0.85222819,0.13223708,0.29626042,0.70373958,0.5220418,0.14096902,0.00175678,0.04646428,0.01444826,182721,0.71999111,0.88396853,0.10744189,0.77652664,-0.05653553,Black,0.73383629,2,NJ
NJ-33,33,239352,0.03135446,0.78289628,0.20488957,0.07510024,0.92489976,0.52804996,0.37715119,0.00238771,0.0264788,0.0189609,177576,0.57800671,0.86742418,0.12615058,0.7412736,-0.16326689,Black,0.62742901,2,NJ
NJ-34,34,238534,0.02782975,0.71531948,0.26623265,0.19363953,0.80636047,0.53748036,0.21006545,0.00123248,0.04951992,0.01346042,185804,0.44908683,0.7917414,0.20109542,0.59064598,-0.14155915,Black,0.49127321,2,NJ
NJ-35,35,223207,-0.03821344,0.67182433,0.29195656,0.21629518,0.78370482,0.24695217,0.27287787,0.00302939,0.27541938,0.0168829,176273,0.37986777,0.77411723,0.21664954,0.55746769,-0.17759992,Asian,0.43406774,2,NJ
NJ-36,36,224363,-0.0332323,0.66212846,0.30556675,0.49431581,0.50568419,0.10239132,0.18221393,0.00214682,0.22028744,0.01075578,184459,0.35656171,0.73293882,0.25333379,0.47960503,-0.12304332,Minority,0.39257615,2,NJ
NJ-37,37,223090,-0.03871759,0.55882297,0.4170979,0.20037489,0.79962511,0.17051616,0.55480425,0.00209293,0.05587659,0.02113628,173919,0.14172507,0.68272043,0.30854028,0.37418015,-0.23245508,Hispanic,0.2142101,2,NJ
NJ-38,38,229286,-0.01201937,0.55376854,0.41585384,0.17882941,0.82117059,0.06192974,0.7059738,0.00202148,0.07715675,0.03589222,182045,0.1379147,0.69018568,0.30102884,0.38915684,-0.25124214,Hispanic,0.21666208,2,NJ
NJ-39,39,232590,0.00221738,0.52766549,0.44640952,0.3030964,0.6969036,0.13231657,0.51593735,0.00152909,0.0742675,0.02737177,177884,0.08125597,0.66091331,0.32943338,0.33147993,-0.25022396,Hispanic,0.15966396,2,NJ
NJ-40,40,231728,-0.00149693,0.55900319,0.40074457,0.21432006,0.78567994,0.22376526,0.51345797,0.00224395,0.07704417,0.02063632,174692,0.15825862,0.70379636,0.28670666,0.4170897,-0.25883108,Hispanic,0.23953565,2,NJ
SD-1,1,24450,-0.03486878,0.29921319,0.68002997,0.94711594,0.05288406,0.00861172,0.01491157,0.00104034,0.00768697,0.0144492,17302,-0.38081678,0.31391229,0.66231005,-0.34839776,-0.03241902,White,-0.37501044,2,SD
SD-2,2,24418,-0.03613194,0.32949014,0.64873174,0.87653344,0.12346656,0.03233648,0.04499972,0.00113065,0.01509413,0.02651365,17689,-0.3192416,0.34467649,0.62623532,-0.28155883,-0.03768277,White,-0.31168068,2,SD
