,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority,PopDensity
116,2,727769.0,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956680999999997,Asian,13319566.443681976
117,1,797209.0,0.32544438,0.65848799,0.91025835,0.08974165,0.01867904,0.04207661,0.00299502,0.01062891,0.01306622,615021,-0.33304361000000005,White,111675.2114062177
118,2,796846.0,0.52540181,0.45602287,0.82417075,0.17582925,0.07324882,0.04879796,0.00219481,0.03382173,0.01561327,616911,0.06937893999999994,White,601114.712244685
119,3,798163.0,0.51187833,0.46975616,0.80024472,0.19975528,0.05408503,0.0739565,0.00331301,0.05245738,0.01551294,606397,0.04212217000000007,White,816477.0950451725
120,4,798151.0,0.33212043,0.65067814,0.88306303,0.11693697,0.023968,0.054391,0.00232602,0.01428305,0.0190299,611774,-0.31855771,White,124404.54415855539
121,1,919821.0,0.20178301,0.77244264,0.83231808,0.16768192,0.00734642,0.10983067,0.00334733,0.01486243,0.02896544,678153,-0.57065963,White,50124.1774091465
122,2,919285.0,0.40898809,0.56181611,0.79775065,0.20224935,0.01584683,0.11058837,0.00494954,0.03191278,0.03706711,698247,-0.15282801999999995,White,150558.3317337477
123,1,753749.0,0.50147001,0.48260627,0.61162017,0.38837983,0.18368432,0.14749993,0.0056039,0.0410878,0.02047936,581024,0.018863740000000018,White,1452441.0949322795
124,2,754525.0,0.50156783,0.48172593,0.70900515,0.29099485,0.13702598,0.09627699,0.0013481,0.03635729,0.02131039,578591,0.019841900000000023,White,2304064.914417417
125,3,753856.0,0.28477514,0.69848311,0.90142472,0.09857528,0.02912856,0.03655953,0.00091236,0.01153482,0.01763072,567759,-0.41370797,White,531142.2888528192
126,4,753493.0,0.33747889,0.64452216,0.86305057,0.13694943,0.05133835,0.04043347,0.00113363,0.02033027,0.02002459,572496,-0.30704327,White,732377.7134184871
