,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority,DemPct_2,RepPct_2,Margin_2,Swing
126,2,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956680999999997,Asian,0.63925874,0.34413213,0.29512661000000007,-0.045559800000000095
127,1,797654,0.45335933,0.52824174,0.84415125,0.15584875,0.04889876,0.057581,0.00171609,0.02865315,0.01635614,618850,-0.07488241000000001,White,0.48074682,0.49858009,-0.017833269999999957,-0.057049140000000054
128,2,797263,0.44110637,0.54151042,0.88238909,0.11761091,0.0479242,0.03161814,0.00311657,0.01787408,0.01472832,616703,-0.10040405000000002,White,0.46770209,0.51190883,-0.04420673999999997,-0.056197310000000056
129,3,797716,0.50852961,0.473065,0.80843194,0.19156806,0.05343808,0.0678155,0.00331165,0.05102646,0.01529722,606646,0.03546460999999995,White,0.53007685,0.4472327,0.08284415000000006,-0.04737954000000011
130,4,797736,0.2905163,0.69350561,0.88297165,0.11702835,0.01957875,0.06223187,0.00268957,0.01355477,0.0168316,607904,-0.40298931,White,0.31333445,0.66975347,-0.35641902,-0.046570290000000014
131,1,918830,0.3091256,0.66099784,0.7995543,0.2004457,0.0133178,0.12654716,0.00437272,0.02538603,0.0309743,676238,-0.35187223999999995,White,0.32479305,0.64240625,-0.31761319999999993,-0.03425904000000002
132,2,920276,0.29924702,0.67540209,0.82948946,0.17051054,0.01005624,0.094441,0.0039548,0.02170212,0.03510473,700162,-0.37615507,White,0.33638129,0.63582862,-0.29944732999999996,-0.07670774000000002
133,1,753672,0.60303391,0.37698313,0.43260707,0.56739293,0.47085472,0.08151673,0.00031628,0.01086332,0.00619352,537497,0.22605077999999995,Black,0.66104617,0.32445084,0.33659532999999997,-0.11054455000000002
134,3,753717,0.60779544,0.36611416,0.48970649,0.51029351,0.06397685,0.37281935,0.00024597,0.06798677,0.00409467,483800,0.24168127999999994,Minority,0.67367399,0.30848473,0.36518925999999996,-0.12350798000000002
135,4,753658,0.58397364,0.3858948,0.32447058,0.67552942,0.06901389,0.55100193,0.00017702,0.05217271,0.00318405,446287,0.19807883999999998,Hispanic,0.69844158,0.28402192,0.41441966,-0.21634082000000004
136,5,753634,0.60857312,0.36967184,0.73194044,0.26805956,0.04963565,0.12305474,9.269e-05,0.08943352,0.00522939,539451,0.23890128,White,0.63414739,0.34654619,0.2876012,-0.04869992000000001
137,6,753707,0.53277405,0.4332562,0.74706243,0.25293757,0.08464942,0.10755937,0.00019993,0.05466838,0.00535788,545178,0.09951785000000002,White,0.55942603,0.42223678,0.13718925000000004,-0.03767140000000002
138,8,753747,0.56412104,0.41063638,0.76978666,0.23021334,0.02989376,0.10715529,0.00027012,0.08896604,0.00405939,525695,0.15348465999999994,White,0.58208208,0.39865583,0.18342624999999996,-0.029941590000000018
139,11,753608,0.53724024,0.43512417,0.69959671,0.30040329,0.06321313,0.16615152,0.00029698,0.06531847,0.00593959,528656,0.10211607000000006,White,0.56183286,0.41601117,0.14582169,-0.043705619999999945
140,12,753731,0.26140783,0.71925591,0.90771098,0.09228902,0.04941606,0.01914406,0.00021068,0.00793669,0.01471119,579083,-0.45784808,White,0.26643833,0.7157021,-0.44926377,-0.008584309999999984
141,13,753634,0.56144203,0.41071381,0.70849715,0.29150285,0.20805825,0.03923224,0.00029729,0.03201275,0.01267809,568461,0.15072822000000002,White,0.56331603,0.41303826,0.15027776999999998,0.00045045000000004665
142,14,753627,0.53532969,0.4355207,0.65547745,0.34452255,0.10946346,0.14621347,0.00015199,0.08401414,0.00394612,526340,0.09980898999999999,White,0.57148368,0.40871332,0.16277036000000006,-0.06296137000000007
143,15,753640,0.28153073,0.69679873,0.9341937,0.0658063,0.02750831,0.02092596,0.00033361,0.00693844,0.01022789,578516,-0.415268,White,0.28914488,0.69035422,-0.40120934,-0.01405866
144,16,753764,0.57168495,0.40605413,0.72550223,0.27449777,0.03702759,0.13866602,0.00044106,0.09273869,0.00528116,521476,0.16563081999999996,White,0.60211362,0.37844377,0.22366985,-0.05803903000000005
145,17,753720,0.53180975,0.44287333,0.75442147,0.24557853,0.13491231,0.07553457,0.00058851,0.02473892,0.00829324,553945,0.08893641999999996,White,0.54113937,0.43484212,0.10629725000000001,-0.01736083000000005
146,1,753822,0.49472395,0.48956732,0.63150493,0.36849507,0.1894632,0.14360532,0.00091854,0.01835005,0.02105568,580271,0.005156630000000051,White,0.53425382,0.44956415,0.08468967,-0.07953303999999994
147,2,754157,0.36275794,0.62175831,0.78842225,0.21157775,0.07024887,0.09793951,0.00107312,0.01995437,0.02192351,570301,-0.25900037000000004,White,0.38148994,0.60002511,-0.21853517,-0.040465200000000034
148,3,754216,0.33477695,0.64839117,0.83199515,0.16800485,0.06581538,0.05384443,0.00113181,0.02750764,0.01864296,563698,-0.31361422,White,0.33897078,0.63959838,-0.3006276,-0.012986620000000004
149,4,753732,0.38271412,0.59953898,0.84210262,0.15789738,0.04074254,0.04579358,0.00563418,0.04702835,0.01909138,598490,-0.21682486000000006,White,0.39317773,0.58625212,-0.19307439000000004,-0.023750470000000024
150,5,754210,0.50707205,0.47451831,0.7679272,0.2320728,0.10666175,0.0533741,0.00120844,0.05355933,0.01552092,566848,0.03255374,White,0.5031859,0.47644782,0.026738079999999942,0.005815660000000056
151,6,753981,0.31448933,0.66753873,0.87237784,0.12762216,0.05893766,0.03402737,0.00088608,0.01122703,0.01978055,589114,-0.35304939999999996,White,0.32136838,0.65810704,-0.33673865999999997,-0.01631073999999999
152,7,753724,0.60942081,0.37454526,0.52291897,0.47708103,0.29626536,0.11908537,0.0014862,0.04643739,0.02130331,563856,0.23487555000000004,White,0.6213636,0.36010501,0.26125859,-0.02638303999999997
153,8,753899,0.33934994,0.64403089,0.87921661,0.12078339,0.05309923,0.03068628,0.00165398,0.01336077,0.01926833,581628,-0.30468095,White,0.35169471,0.63001145,-0.27831674,-0.02636421
154,9,753787,0.26499095,0.71785502,0.90102408,0.09897592,0.01811288,0.03231306,0.00091463,0.02353153,0.0205715,578373,-0.45286407,White,0.26959378,0.71021904,-0.44062526,-0.012238809999999989
155,1,734718,0.22865241,0.75372175,0.80842277,0.19157723,0.02441894,0.11904437,0.0019132,0.01237205,0.03551373,556658,-0.5250693399999999,White,0.23636744,0.74380669,-0.50743925,-0.01763008999999993
156,2,734185,0.44192476,0.5382856,0.78416787,0.21583213,0.06935499,0.07937439,0.00290407,0.0284931,0.03840827,566102,-0.09636084,White,0.45197693,0.52222258,-0.07024564999999999,-0.02611519000000001
157,3,734397,0.55485532,0.42781514,0.70014888,0.29985112,0.09257974,0.12194241,0.00177972,0.06032075,0.0247119,553458,0.12704018000000006,White,0.55722866,0.42246887,0.13475979000000005,-0.007719609999999988
158,4,734580,0.38792044,0.59469594,0.7278005,0.2721995,0.07969474,0.11371403,0.00230339,0.04073781,0.04105602,553098,-0.20677550000000006,White,0.39300081,0.58356198,-0.19056117000000006,-0.01621433
159,1,750253,0.25853803,0.72806452,0.86279642,0.13720358,0.07405503,0.02906145,0.00133648,0.01047888,0.02077599,577638,-0.46952649,White,0.28115856,0.70316786,-0.4220093,-0.04751719000000004
160,2,751552,0.26416103,0.72187529,0.86065638,0.13934362,0.0623985,0.03296308,0.00236741,0.01857452,0.0211573,575735,-0.45771425999999993,White,0.28657348,0.69703065,-0.41045717,-0.047257089999999946
161,3,751130,0.58453481,0.39698732,0.65598692,0.34401308,0.22053577,0.06840397,0.00166781,0.03753083,0.01875101,589995,0.18754748999999998,White,0.60214249,0.37906088,0.22308160999999999,-0.03553412
162,4,750663,0.3215082,0.66112394,0.88274953,0.11725047,0.04118918,0.03403463,0.0015819,0.01715514,0.02013635,569567,-0.33961573999999994,White,0.3338429,0.64816053,-0.31431762999999996,-0.025298109999999985
163,5,751297,0.16387554,0.8242307,0.94180183,0.05819817,0.01899812,0.01321126,0.00056007,0.00514483,0.01822972,585637,-0.6603551599999999,White,0.18564971,0.80210719,-0.61645748,-0.04389767999999994
164,6,750941,0.43929893,0.54080345,0.80345208,0.19654792,0.09531066,0.05096288,0.00239695,0.02892908,0.01966419,585328,-0.10150451999999999,White,0.46006818,0.5195134,-0.05944522000000002,-0.042059299999999966
165,1,776576,0.30205602,0.68195203,0.65009774,0.34990226,0.19358218,0.09958094,0.00106272,0.02864487,0.03087909,597524,-0.37989601000000006,White,0.30269697,0.68053727,-0.37784029999999996,-0.0020557100000000994
166,2,776265,0.6709241,0.30838002,0.37765825,0.62234175,0.49557213,0.08773275,0.00116944,0.03518052,0.01618743,606273,0.36254408000000005,Black,0.68866999,0.29473026,0.39393972999999993,-0.031395649999999886
167,3,775735,0.22653471,0.75989912,0.72613178,0.27386822,0.18206172,0.04914593,0.00160426,0.02102105,0.02072719,585318,-0.53336441,White,0.23568086,0.74693826,-0.5112574,-0.022107010000000038
168,4,776115,0.33143878,0.6565131,0.5970402,0.4029598,0.3215719,0.04056152,0.00128243,0.01537234,0.02536352,596526,-0.32507431999999997,White,0.3489265,0.63608213,-0.28715563000000005,-0.03791868999999992
169,5,776858,0.54259929,0.44205793,0.41175749,0.58824251,0.52183685,0.03978557,0.00091109,0.01725868,0.0129167,594889,0.10054135999999997,Black,0.57296857,0.41071622,0.16225235,-0.06171099000000002
170,6,776208,0.25158013,0.73166045,0.74333156,0.25666844,0.1539309,0.05820161,0.00096607,0.02162815,0.01981973,590018,-0.48008032,White,0.24542495,0.73546706,-0.49004211,0.00996178999999997
171,1,781497,0.58807322,0.37579013,0.72347799,0.27652201,0.07605048,0.15208829,0.00177064,0.03996994,0.01715258,631975,0.21228308999999995,White,0.6335608,0.34318504,0.29037576000000004,-0.07809267000000009
172,2,781157,0.58238612,0.37720987,0.71391076,0.28608924,0.06879073,0.1162725,0.001318,0.0678099,0.01466252,619880,0.20517625,White,0.62857664,0.34465132,0.28392532000000004,-0.07874907000000003
173,3,780230,0.58679641,0.3737128,0.69322437,0.30677563,0.06679892,0.08022156,0.00110172,0.12609109,0.00925473,623573,0.21308361000000003,White,0.6320188,0.34559142,0.28642738,-0.07334376999999997
174,4,781991,0.58395171,0.38086233,0.72459267,0.27540733,0.1171633,0.06722857,0.0012667,0.05942048,0.01147121,620510,0.20308937999999999,White,0.6405692,0.33866401,0.30190518999999993,-0.09881580999999995
175,5,780918,0.60749509,0.35069217,0.74444744,0.25555256,0.06711761,0.06938435,0.00131965,0.09858423,0.01018779,638804,0.25680292,White,0.66371553,0.31302955,0.35068598000000006,-0.09388306000000007
176,6,781210,0.58805918,0.37640778,0.69675348,0.30324652,0.06024491,0.20294258,0.00146789,0.04027452,0.01364843,617214,0.2116514,White,0.63934062,0.33865219,0.30068843,-0.08903703000000002
177,7,780786,0.71830573,0.23859726,0.47693837,0.52306163,0.21149262,0.19975547,0.00183321,0.11344272,0.01352127,651862,0.47970846999999994,Minority,0.7914881,0.19032037,0.60116773,-0.12145926000000007
178,8,781124,0.63922637,0.31989372,0.77719373,0.22280627,0.0362066,0.06343225,0.00104061,0.09013113,0.01031727,618865,0.31933265000000005,White,0.67918801,0.29633071,0.38285729999999996,-0.0635246499999999
179,9,781004,0.57961555,0.38522039,0.79535598,0.20464402,0.06384001,0.03513977,0.00122925,0.07451329,0.01089948,641040,0.19439515999999996,White,0.62133616,0.35712415,0.26421201000000005,-0.0698168500000001
180,1,771487,0.40169338,0.57009694,0.74548719,0.25451281,0.15856709,0.04530253,0.00151744,0.03091652,0.01932344,607604,-0.16840356,White,0.41489133,0.55948663,-0.14459529999999998,-0.023808260000000026
181,2,771491,0.58625298,0.37959167,0.5988395,0.4011605,0.27174904,0.04846188,0.00120404,0.06926377,0.01453263,606291,0.20666131000000004,White,0.60302952,0.36902042,0.23400909999999997,-0.027347789999999927
182,3,772487,0.60644676,0.35679601,0.58819066,0.41180934,0.21981801,0.08658863,0.00214219,0.0905263,0.0200401,597053,0.24965074999999998,White,0.61900309,0.35181462,0.26718846999999996,-0.01753771999999998
183,4,772454,0.83546614,0.13180659,0.177855,0.822145,0.52532197,0.22814942,0.0016456,0.07342477,0.02553018,597959,0.70365955,Black,0.87702235,0.10092459,0.77609776,-0.07243820999999995
184,5,772235,0.67310697,0.29955467,0.36914757,0.63085243,0.51439864,0.07149539,0.00205981,0.03573517,0.02237896,598598,0.37355229999999995,Black,0.70262294,0.27633363,0.42628931000000003,-0.052737010000000084
185,6,771489,0.51458562,0.45287557,0.64400334,0.35599666,0.13343453,0.10688574,0.00158465,0.10089908,0.01892244,599500,0.06171004999999996,White,0.53763404,0.43653857,0.10109547000000002,-0.03938542000000006
186,7,772525,0.75498868,0.21348367,0.36283519,0.63716481,0.50931964,0.07079627,0.00123238,0.04745794,0.01893022,611826,0.54150501,Black,0.78213387,0.19696552,0.58516835,-0.04366334000000005
187,8,771235,0.73208108,0.22749828,0.50095327,0.49904673,0.14587061,0.16272086,0.00167178,0.1792676,0.01597663,596371,0.5045828000000001,White,0.76637723,0.2086292,0.5577480300000001,-0.05316522999999995
188,1,681292,0.58933578,0.38776313,0.90388975,0.09611025,0.02952566,0.01855749,0.00105939,0.02069255,0.01810553,553146,0.20157264999999996,White,0.59166657,0.37942439,0.21224218,-0.010669530000000038
189,2,681067,0.45506265,0.52523414,0.92922385,0.07077615,0.01010524,0.01327075,0.00100909,0.01178765,0.02655587,556939,-0.07017149,White,0.46697628,0.5045038,-0.037527519999999925,-0.03264397000000008
190,1,775197,0.39116374,0.59412087,0.9066552,0.0933448,0.01441316,0.01641662,0.00105312,0.00857042,0.04540265,632408,-0.20295713000000004,White,0.39735928,0.58713586,-0.18977657999999997,-0.013180550000000069
191,2,775012,0.33501249,0.65015593,0.89497184,0.10502816,0.02580527,0.03772935,0.00079802,0.00844512,0.02527436,606504,-0.31514344000000005,White,0.34340746,0.63938491,-0.29597745,-0.019165990000000077
192,3,775810,0.5328883,0.45035628,0.73902287,0.26097713,0.11771019,0.08821661,0.00114009,0.0349951,0.02141431,598198,0.08253201999999998,White,0.53483325,0.44573002,0.08910323000000003,-0.0065712100000000495
193,4,775449,0.46451043,0.52015001,0.78449618,0.21550382,0.08967443,0.07044011,0.00108287,0.02932819,0.02337747,594718,-0.05563958000000008,White,0.47104436,0.51057859,-0.03953423000000006,-0.016105350000000018
194,5,775117,0.35831039,0.62731364,0.86584144,0.13415856,0.04886763,0.0413361,0.00077623,0.01223998,0.02484912,606782,-0.26900325,White,0.37101619,0.6116429,-0.24062670999999997,-0.02837654000000006
195,6,775498,0.58949175,0.38497447,0.74072037,0.25927963,0.09379455,0.0454305,0.0011789,0.09657489,0.01885922,620068,0.20451727999999997,White,0.61330798,0.3732341,0.24007387999999996,-0.035556599999999994
196,7,775630,0.48341898,0.50045606,0.82309515,0.17690485,0.06739085,0.04733865,0.00117964,0.03544614,0.02209539,613748,-0.017037079999999982,White,0.49388334,0.48881912,0.005064220000000008,-0.02210129999999999
197,8,775257,0.48285118,0.50286159,0.76241228,0.23758772,0.15150801,0.04434984,0.00081451,0.01484099,0.02309166,606496,-0.02001040999999998,White,0.50249627,0.48237006,0.020126209999999978,-0.040136619999999956
198,9,774772,0.3228947,0.66358794,0.89365646,0.10634354,0.02978105,0.03000271,0.00060751,0.01878022,0.01966686,609045,-0.34069324,White,0.33997786,0.64633871,-0.30636084999999996,-0.034332390000000046
199,10,775309,0.5168423,0.46186589,0.75833949,0.24166051,0.13344932,0.02499255,0.00087864,0.06096886,0.01741649,627107,0.054976409999999976,White,0.54419992,0.44165243,0.10254748999999996,-0.04757107999999999
200,11,774475,0.52148193,0.45761494,0.70861672,0.29138328,0.1139105,0.04792504,0.0007963,0.11047889,0.01450805,612832,0.06386698999999996,White,0.54470599,0.44236088,0.10234510999999996,-0.038478120000000005
201,12,774712,0.69989535,0.28165728,0.41564026,0.58435974,0.51795683,0.02852093,0.0009315,0.02250734,0.01912696,607624,0.41823807,Black,0.72846363,0.25981814,0.46864549000000005,-0.050407420000000036
202,13,775089,0.67559091,0.264836,0.42322863,0.57677137,0.44135942,0.08611567,0.00109141,0.0386879,0.01720863,579070,0.41075491000000003,Black,0.77720713,0.21169277,0.56551436,-0.15475944999999997
203,1,713728,0.43993081,0.53797773,0.85833926,0.14166074,0.03650627,0.05328315,0.00147898,0.03213648,0.01395321,551056,-0.09804692000000004,White,0.45233511,0.52358893,-0.07125381999999997,-0.02679310000000007
204,2,713520,0.52994861,0.44542336,0.7820432,0.2179568,0.06581308,0.06083759,0.00141889,0.0687766,0.01764788,532812,0.08452525000000005,White,0.53645938,0.43943755,0.09702183000000003,-0.01249657999999998
205,3,713087,0.60646837,0.36740195,0.79990835,0.20009165,0.06644025,0.0402257,0.00115008,0.07314842,0.01519718,556485,0.23906642,White,0.60601455,0.37090548,0.23510907000000003,0.003957349999999971
206,4,713412,0.64888635,0.3251691,0.69057562,0.30942438,0.1060531,0.06110086,0.00163337,0.12143221,0.02092169,551007,0.32371724999999996,White,0.66136541,0.31509319,0.34627222,-0.022554970000000063
207,5,713147,0.78502823,0.18385702,0.61083387,0.38916613,0.19031661,0.08913211,0.0016038,0.08634629,0.02832606,564286,0.60117121,White,0.79602283,0.18021948,0.61580335,-0.014632140000000016
208,6,713726,0.38334382,0.59336519,0.86980435,0.13019565,0.04286312,0.03038731,0.00110492,0.03388182,0.01591356,528543,-0.21002136999999999,White,0.3926275,0.58296719,-0.19033968999999995,-0.019681680000000035
209,7,712988,0.30990608,0.67034575,0.8975891,0.1024109,0.01728688,0.04895499,0.00165775,0.01290359,0.0192589,544112,-0.36043967,White,0.32585117,0.65358842,-0.3277372499999999,-0.032702420000000065
210,8,712883,0.4115621,0.56888422,0.89334242,0.10665758,0.01558685,0.01416727,0.00105042,0.01053628,0.05777479,560729,-0.15732212000000007,White,0.42614984,0.55182903,-0.12567919000000005,-0.031642930000000014
211,1,769121,0.4049359,0.58053763,0.80770985,0.19229015,0.10581766,0.03046142,0.00101713,0.02601393,0.02366469,609558,-0.17560173,White,0.41904129,0.56535012,-0.14630882999999995,-0.029292900000000066
212,2,769444,0.40089578,0.5865692,0.74790276,0.25209724,0.16573935,0.02601675,0.00141255,0.02697117,0.0276152,602458,-0.18567342000000003,White,0.4305522,0.55458145,-0.12402925000000004,-0.06164417
213,3,769186,0.3998238,0.58644265,0.76232638,0.23767362,0.13800447,0.03780207,0.00227554,0.02473744,0.03173006,596343,-0.18661884999999995,White,0.41486149,0.5662989,-0.15143741000000005,-0.0351814399999999
214,4,768771,0.40256194,0.58115324,0.81176422,0.18823578,0.08069941,0.02983349,0.00129471,0.04886879,0.02238221,599360,-0.1785913,White,0.40768566,0.57474257,-0.16705690999999995,-0.011534390000000061
215,5,769690,0.40011145,0.58618778,0.7257034,0.2742966,0.15330372,0.0577163,0.00408236,0.01788471,0.04084378,594754,-0.18607633000000007,White,0.41928316,0.56307868,-0.14379552000000007,-0.04228081
216,6,769198,0.40586845,0.58061567,0.7789488,0.2210512,0.14454864,0.02671831,0.00113988,0.0218836,0.02212313,588660,-0.17474722000000004,White,0.41464919,0.56778382,-0.15313463000000005,-0.021612589999999987
217,7,769201,0.39646214,0.5889874,0.77007161,0.22992839,0.09052478,0.07901858,0.00439247,0.02202534,0.03320649,587596,-0.19252526000000003,White,0.40517692,0.57460049,-0.16942357000000002,-0.023101690000000008
218,8,770302,0.39535398,0.58951632,0.83253669,0.16746331,0.06320837,0.04359481,0.00342111,0.02830706,0.02601012,596883,-0.19416234,White,0.40239731,0.57845899,-0.17606168,-0.01810065999999999
219,1,740089,0.2978278,0.68900457,0.67736545,0.32263455,0.26363911,0.03077115,0.00081443,0.01187597,0.01574628,569722,-0.39117677000000006,White,0.32411354,0.66172273,-0.33760919000000006,-0.053567580000000004
220,2,740351,0.60658932,0.38253752,0.34422769,0.65577231,0.61935469,0.02134133,0.0006134,0.00936698,0.0093897,572223,0.22405179999999997,Black,0.63189906,0.35571464,0.27618441999999993,-0.05213261999999996
221,3,740096,0.35659084,0.63404845,0.60428533,0.39571467,0.33853589,0.02318606,0.00078901,0.01355235,0.02104446,567798,-0.27745760999999997,White,0.38260179,0.60508851,-0.22248671999999997,-0.054970889999999994
222,4,740743,0.27764385,0.71152672,0.68583232,0.31416768,0.22232749,0.04530902,0.00167472,0.02270998,0.02251979,567856,-0.4338828699999999,White,0.29749441,0.68761027,-0.39011586,-0.04376700999999994
223,1,542200,0.45653153,0.51079023,0.88142474,0.11857526,0.00978689,0.03817188,0.00225585,0.01613696,0.04355318,433539,-0.05425869999999999,White,0.47658545,0.49675185,-0.020166399999999973,-0.03409230000000002
224,2,542025,0.30573917,0.66410626,0.82917491,0.17082509,0.00767912,0.03206796,0.00237647,0.01094377,0.1134273,416584,-0.35836708999999994,White,0.32750688,0.64875872,-0.32125184,-0.03711524999999993
225,1,746370,0.43159265,0.55787024,0.60047667,0.39952333,0.31902642,0.04763053,0.00167657,0.01306582,0.02268639,597054,-0.12627758999999994,White,0.45473553,0.53421182,-0.07947629,-0.046801299999999935
226,2,746231,0.65551207,0.32337756,0.57468685,0.42531315,0.23956654,0.1098479,0.00141897,0.06389993,0.01862122,584226,0.33213451,White,0.66395638,0.3164957,0.34746068,-0.015326170000000028
227,3,746511,0.41927481,0.56966095,0.58067201,0.41932799,0.28271364,0.09719709,0.0031801,0.02243023,0.02253058,577970,-0.15038614000000006,White,0.44454783,0.54066628,-0.09611845000000008,-0.05426768999999998
228,4,746091,0.71716288,0.26207714,0.55545548,0.44454452,0.21444412,0.09809431,0.00131529,0.11825218,0.01833389,574019,0.45508573999999996,White,0.72488935,0.25878266,0.46610669,-0.01102095000000003
229,5,745529,0.41291641,0.57346859,0.72606697,0.27393303,0.14895558,0.08835668,0.00123964,0.01893357,0.02142972,592915,-0.16055217999999993,White,0.41863398,0.56734855,-0.14871456999999993,-0.011837609999999998
230,6,745487,0.4221747,0.56242852,0.65965765,0.34034235,0.20712114,0.07889268,0.00112065,0.03569242,0.0221545,588052,-0.14025381999999997,White,0.43123582,0.55443058,-0.12319476000000001,-0.01705905999999996
231,7,745379,0.42278662,0.56621483,0.62494727,0.37505273,0.20643462,0.06589909,0.00174613,0.01425808,0.09220024,595031,-0.14342820999999994,White,0.44074574,0.54677491,-0.10602917,-0.03739903999999994
232,8,746436,0.41589439,0.57086586,0.60809792,0.39190208,0.24403643,0.0896313,0.00376516,0.03581678,0.02969486,565182,-0.15497146999999994,White,0.42942824,0.55533683,-0.12590859,-0.029062879999999958
233,9,744862,0.41742457,0.56986825,0.63137378,0.36862622,0.22978203,0.09761739,0.00105621,0.02379845,0.02380018,578483,-0.15244367999999997,White,0.42535049,0.56206399,-0.13671349999999993,-0.015730180000000038
234,10,745345,0.43104306,0.55260111,0.72034845,0.27965155,0.11975678,0.08074116,0.00123867,0.06017352,0.01965141,567542,-0.12155805000000003,White,0.43115993,0.55323878,-0.12207885000000002,0.0005207999999999879
235,11,745135,0.37784166,0.60951469,0.77276266,0.22723734,0.11931562,0.06745874,0.00175474,0.01801592,0.0215271,586981,-0.23167303,White,0.36918288,0.61715026,-0.24796737999999996,0.016294349999999957
236,12,745245,0.72913114,0.24578274,0.3528409,0.6471591,0.41059598,0.16343654,0.0015145,0.0669925,0.02078637,578408,0.4833484,Black,0.75449753,0.22805053,0.526447,-0.04309859999999999
237,13,745786,0.40819611,0.5782164,0.65089498,0.34910502,0.20746496,0.10585349,0.00161271,0.01525423,0.02517888,563647,-0.17002028999999996,White,0.40632351,0.57820175,-0.17187823999999996,0.001857949999999997
238,14,744981,0.42441632,0.5611005,0.83940263,0.16059737,0.04935195,0.05692475,0.00148285,0.01592995,0.03672127,605589,-0.13668418,White,0.42239643,0.56283125,-0.14043482000000002,0.0037506400000000273
239,1,779094,0.3051079,0.66956852,0.84408473,0.15591527,0.03597425,0.03624099,0.0022832,0.02213077,0.05876768,596093,-0.36446062,White,0.31777451,0.65120268,-0.33342817,-0.03103244999999999
240,1,653675,0.53814219,0.44791991,0.69935425,0.30064575,0.1109204,0.11727746,0.00219831,0.0512953,0.02429626,487647,0.09022227999999999,White,0.53944961,0.43972894,0.09972067000000001,-0.009498390000000023
241,2,654390,0.42702561,0.55909858,0.82772271,0.17227729,0.03562582,0.07279214,0.00165805,0.03540894,0.02562481,493350,-0.13207297,White,0.43486037,0.54180622,-0.10694585000000001,-0.025127120000000003
242,3,653439,0.2095905,0.77913332,0.84797932,0.15202068,0.01410943,0.10541676,0.0014885,0.00981762,0.02256781,495130,-0.56954282,White,0.2136878,0.76657532,-0.55288752,-0.01665530000000004
243,1,688457,0.50965425,0.47592038,0.85981788,0.14018212,0.02531041,0.05144487,0.00117055,0.04132825,0.01445412,557004,0.03373387,White,0.53252151,0.45197012,0.08055139000000006,-0.04681752000000006
244,2,689072,0.50356859,0.4813936,0.9168902,0.0831098,0.0136142,0.019772,0.0009988,0.01916349,0.0199636,563676,0.022174990000000006,White,0.52488526,0.45772294,0.06716232,-0.04498732999999999
245,1,773531,0.57977384,0.40152437,0.63280786,0.36719214,0.17829105,0.1251563,0.00161356,0.0589124,0.0162434,603014,0.17824946999999997,White,0.61155331,0.37489844,0.23665487000000002,-0.05840540000000005
246,2,773583,0.41719622,0.56596443,0.67943803,0.32056197,0.12187478,0.14731297,0.00164868,0.04176661,0.01932676,618676,-0.14876820999999996,White,0.4602063,0.52658462,-0.06637831999999994,-0.08238989000000002
247,3,773339,0.60038749,0.38203441,0.59021953,0.40978047,0.20478239,0.12546789,0.0017029,0.07234883,0.01600562,616596,0.21835308000000003,White,0.624169,0.36222798,0.26194101999999997,-0.043587939999999936
248,4,774058,0.33502439,0.64795113,0.80475363,0.19524637,0.03951228,0.09639227,0.0008263,0.0461466,0.01134629,585742,-0.31292674000000004,White,0.38232713,0.60545677,-0.22312963999999996,-0.08979710000000007
249,5,773645,0.46722805,0.51181417,0.67783611,0.32216389,0.04106335,0.11490323,0.00121207,0.16042609,0.00889777,612176,-0.04458611999999995,White,0.52098411,0.46621663,0.05476747999999998,-0.09935359999999993
250,6,774433,0.48817183,0.48618498,0.5404483,0.4595517,0.10506727,0.18525384,0.00139389,0.16278301,0.01294097,611237,0.0019868499999999845,White,0.55367751,0.43329129,0.12038621999999999,-0.11839937
251,7,772998,0.50460437,0.47187808,0.67681312,0.32318688,0.09790352,0.14592623,0.00108901,0.06964386,0.01238526,603298,0.03272629000000005,White,0.54076174,0.44344179,0.09731994999999999,-0.06459365999999994
252,8,773292,0.59498033,0.37836115,0.26941094,0.73058906,0.11773385,0.5109202,0.00219588,0.10399601,0.02269901,607956,0.21661917999999997,Hispanic,0.69242846,0.29746879,0.39495967000000004,-0.17834049000000007
253,9,773780,0.5120756,0.45918013,0.36403386,0.63596614,0.13945578,0.41047526,0.00159241,0.10234731,0.02003338,600348,0.052895469999999944,Hispanic,0.62888868,0.36096487,0.26792381,-0.21502834000000004
254,10,772982,0.75382326,0.22415065,0.17151197,0.82848803,0.50372297,0.21305121,0.00209588,0.11660756,0.01509929,602611,0.52967261,Black,0.83663065,0.15548755,0.6811431,-0.15147049
255,11,772940,0.53183883,0.44728595,0.65710691,0.34289309,0.08254496,0.13414953,0.00107218,0.11934945,0.0103913,608105,0.08455288,White,0.5763899,0.41068091,0.16570899,-0.08115611
256,12,774435,0.55362311,0.41264644,0.47460964,0.52539036,0.11124011,0.15852153,0.00133758,0.25122026,0.01196303,611551,0.14097666999999997,Minority,0.62049939,0.36578034,0.25471905,-0.11374238000000003
257,1,706028,0.53505769,0.44062435,0.47776208,0.52223792,0.034578,0.40666627,0.00262761,0.03527654,0.06103138,558303,0.09443334000000003,Minority,0.54522948,0.43191402,0.11331546000000003,-0.018882120000000002
