,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,DemPct2,RepPct2,Margin2,Swing,R_Margin,R_Margin2,R_Swing,Majority,PopDensity
99,13,768405,0.48439349,0.50095145,0.72485317,0.27514683,0.11465593,0.09651032,0.00183611,0.04386035,0.01839648,649744,-0.01655796,0.51321617,0.47300663,0.04020954,-0.0567675,-0.014722903103448265,-0.011749521632183922,-0.0029733814712643372,White,14594538.484522108
100,14,768763,0.53405075,0.44859962,0.42526785,0.57473215,0.23281795,0.29202476,0.00240025,0.05126955,0.01803093,602853,0.08545113,0.59704626,0.3872784,0.20976786,-0.12431673,0.08728618689655177,0.1578087983678161,-0.07052261147126435,Minority,10860374.795492461
101,15,768932,0.43192036,0.55129984,0.55389499,0.44610501,0.12108404,0.25204741,0.00198898,0.0636457,0.01959054,594777,-0.11937948,0.47054844,0.51613535,-0.04558691,-0.07379257,-0.11754442310344826,-0.0975459716321839,-0.019998451471264368,White,3903080.359751967
102,16,769853,0.39788905,0.59043724,0.78451184,0.21548816,0.05861161,0.11424615,0.00112505,0.02447286,0.0146871,650639,-0.19254819,0.43540692,0.55434189,-0.11893497,-0.07361322,-0.19071313310344823,-0.17089403163218395,-0.01981910147126429,White,2515337.6002466246
103,17,768659,0.33707837,0.65306834,0.68797841,0.31202159,0.09101919,0.18633404,0.00123667,0.01840969,0.0166943,626681,-0.31598997,0.3883041,0.60315481,-0.21485071,-0.10113926,-0.3141549131034483,-0.26680977163218395,-0.04734514147126432,White,1714834.9314656595
104,18,768527,0.37017014,0.61840139,0.60852946,0.39147054,0.133018,0.22248279,0.00169755,0.02373086,0.02112575,603813,-0.24823125,0.39734276,0.59042507,-0.19308231,-0.05514894,-0.24639619310344835,-0.2450413716321839,-0.0013548214712644571,White,1093472.1790707298
105,19,768792,0.33205493,0.65696307,0.71397929,0.28602071,0.05241636,0.20106862,0.00106707,0.01953781,0.01314154,647565,-0.32490814,0.37159579,0.62080466,-0.24920887,-0.07569927,-0.32307308310344823,-0.3011679316321839,-0.021905151471264296,White,546213.7891551704
106,20,769818,0.39595197,0.59298647,0.69738334,0.30261666,0.12208756,0.1424043,0.00153819,0.02153936,0.01662192,630613,-0.1970345,0.42799352,0.56290895,-0.13491543,-0.06211907,-0.19519944310344833,-0.18687449163218386,-0.008324951471264476,White,1779016.704685905
107,21,769091,0.49903952,0.48820112,0.4534699,0.5465301,0.22769914,0.27993673,0.00188874,0.03497641,0.01781923,605694,0.0108384,0.56623782,0.42476808,0.14146974,-0.13063134,0.012673456896551744,0.0895106783678161,-0.07683722147126434,Minority,1884602.4608054191
108,22,768932,0.50947982,0.47840276,0.64392941,0.35607059,0.13294168,0.15594447,0.00128812,0.04247628,0.00917488,632706,0.03107706,0.57040765,0.42217982,0.14822783,-0.11715077,0.03291211689655176,0.09626876836781614,-0.06335665147126437,White,12923062.219342893
109,23,769547,0.64433432,0.34453491,0.34688239,0.65311761,0.3950282,0.21126613,0.00188633,0.03113014,0.01125034,620781,0.29979941,0.6998991,0.29270532,0.40719378,-0.10739437,0.3016344668965517,0.3552347183678161,-0.05360025147126438,Black,24672498.02160268
110,24,769777,0.50846254,0.47804889,0.43134985,0.56865015,0.13603783,0.36880518,0.00176615,0.05829282,0.01260182,611499,0.03041365,0.57694334,0.41476559,0.16217775,-0.1317641,0.03224870689655173,0.11021868836781609,-0.07796998147126435,Minority,3260724.885429474
111,25,768681,0.68474535,0.30403673,0.09357731,0.90642269,0.50414504,0.39661845,0.00151832,0.02944018,0.0096155,601321,0.38070862,0.77419926,0.21838463,0.55581463,-0.17510601,0.3825436768965518,0.5038555683678161,-0.12131189147126428,Black,25908911.541206688
112,26,769697,0.48385395,0.50286909,0.27548481,0.72451519,0.08989668,0.60400509,0.00101413,0.0298736,0.00979015,637988,-0.01901514,0.56779167,0.42443988,0.14335179,-0.16236693,-0.017180083103448325,0.09139272836781606,-0.10857281147126438,Hispanic,29483377.083310544
113,27,769748,0.29856323,0.69339752,0.05737905,0.94262095,0.03597869,0.90690379,0.00068378,0.01516601,0.00588931,634709,-0.39483429,0.38284919,0.61090048,-0.22805129,-0.166783,-0.39299923310344825,-0.28001035163218385,-0.11298888147126437,Hispanic,6007234.433205538
114,28,768545,0.37577163,0.61486842,0.16275103,0.83724897,0.10917951,0.71675645,0.00098848,0.02292522,0.0118585,604967,-0.23909679,0.47322404,0.51918005,-0.04595601,-0.19314078,-0.23726173310344822,-0.09791507163218391,-0.13934666147126432,Hispanic,1329671.0246358765
115,1,765246,0.44201594,0.55221272,0.58640905,0.41359095,0.30020116,0.0660615,0.00302585,0.03109015,0.01974745,591570,-0.11019678,0.45266883,0.53287546,-0.08020663,-0.02999015,-0.10836172310344827,-0.13216569163218386,0.023803968528735585,White,518067.19025697064
116,2,764575,0.54220999,0.45331784,0.43167619,0.56832381,0.4852552,0.05066403,0.00232214,0.02311605,0.01517288,588682,0.08889215,0.54962173,0.44076485,0.10885688,-0.01996473,0.09072720689655173,0.056897818367816134,0.03382938852873559,Black,336716.1958219172
117,3,764851,0.3249124,0.66962059,0.68246591,0.31753409,0.22812076,0.04772341,0.00102452,0.02195769,0.02012915,589543,-0.34470819,0.32571339,0.6627838,-0.33707041,-0.007637779999999927,-0.34287313310344825,-0.38902947163218393,0.046156338528735706,White,541775.2593477459
118,4,764860,0.80376581,0.18644363,0.25828271,0.74171729,0.57731238,0.09969496,0.00129023,0.06329497,0.01705331,585165,0.61732218,0.8144285,0.17470577,0.63972273,-0.02240055,0.6191572368965518,0.5877636683678161,0.03139356852873567,Black,9737263.727738373
119,5,765740,0.84501848,0.14561104,0.3277,0.6723,0.56381485,0.05831077,0.00130608,0.04719459,0.01290599,620177,0.69940744,0.85004146,0.13882522,0.71121624,-0.0118088,0.7012424968965517,0.6592571783678162,0.04198531852873557,Black,7955235.030201555
120,6,764960,0.49820851,0.48850242,0.60526808,0.39473192,0.12460938,0.09285489,0.00126139,0.16091976,0.01440995,577934,0.00970609,0.50529034,0.4801117,0.02517864,-0.01547255,0.011541146896551719,-0.026780421632183936,0.03832156852873566,White,8712354.81538799
121,7,764584,0.55283919,0.43425486,0.353272,0.646728,0.24712046,0.22853649,0.00162881,0.16730343,0.02171807,566671,0.11858433,0.56564526,0.42021164,0.14543362,-0.02684929,0.12041938689655174,0.09347455836781612,0.026944828528735608,Minority,9065162.901656322
122,8,764887,0.27865027,0.71830209,0.63054909,0.36945091,0.27583525,0.06888431,0.00122809,0.0115067,0.01673763,583834,-0.43965182,0.29805023,0.69349239,-0.39544216,-0.04420966,-0.4378167631034483,-0.4474012216321838,0.009584458528735539,White,202560.1658953924
123,9,765061,0.27059572,0.72227161,0.74504776,0.25495224,0.06964829,0.12863893,0.00110956,0.03185615,0.02576214,582211,-0.45167589,0.2659843,0.71842512,-0.45244082,0.0007649300000000525,-0.44984083310344825,-0.504399881632184,0.054559048528735686,White,1498222.1691745524
124,10,765810,0.28848348,0.70548347,0.76000461,0.23999539,0.12426643,0.06524359,0.00112164,0.02712961,0.0219604,599124,-0.41699999,0.29492509,0.69215468,-0.39722959,-0.0197704,-0.41516493310344826,-0.4491886516321839,0.03402371852873567,White,579451.6532040599
125,11,766095,0.60576761,0.38490242,0.44911561,0.55088439,0.35615187,0.13199774,0.00148806,0.04777991,0.02069427,592048,0.22086519,0.59686165,0.38788165,0.20898,0.01188519,0.2227002468965517,0.15702093836781608,0.06567930852873563,Minority,6270699.764618736
126,12,764584,0.46415867,0.53052613,0.52210334,0.47789666,0.38850878,0.04613013,0.00237491,0.03055693,0.01699917,586970,-0.06636746,0.47540988,0.51243795,-0.03702807,-0.02933939,-0.06453240310344832,-0.08898713163218394,0.024454728528735613,White,362419.9922595469
127,13,764909,0.7076192,0.2863495,0.27608558,0.72391442,0.592055,0.08916576,0.0014817,0.03870929,0.01770017,572989,0.4212697,0.68690861,0.30302531,0.3838833,0.0373864,0.42310475689655175,0.33192423836781615,0.09118051852873563,Black,3323379.2490776717
128,14,765746,0.25465432,0.74007684,0.76592167,0.23407833,0.09689109,0.0988933,0.0010131,0.01303149,0.02826062,583356,-0.48542252,0.24967344,0.73818172,-0.48850828,0.00308576,-0.48358746310344825,-0.5404673416321839,0.05687987852873568,White,708612.6157635212
129,1,727502,0.59628087,0.38242165,0.31815095,0.68184905,0.02401282,0.09569419,0.28379491,0.4325984,0.03034013,568488,0.21385922,0.63551047,0.34131755,0.29419292,-0.0803337,0.21569427689655168,0.2422338583678161,-0.02653958147126443,Asian,492806.23751056276
130,2,727769,0.61616178,0.36659497,0.1613147,0.8386853,0.03120952,0.06589186,0.1755431,0.68201635,0.01852347,587417,0.24956681,0.63925874,0.34413213,0.29512661,-0.0455598,0.2514018668965517,0.24316754836781615,0.008234318528735539,Asian,13319566.443681976
131,1,797654,0.45335933,0.52824174,0.84415125,0.15584875,0.04889876,0.057581,0.00171609,0.02865315,0.01635614,618850,-0.07488241,0.48074682,0.49858009,-0.01783327,-0.05704914,-0.07304735310344829,-0.06979233163218387,-0.00325502147126442,White,251060.3232222378
132,2,797263,0.44110637,0.54151042,0.88238909,0.11761091,0.0479242,0.03161814,0.00311657,0.01787408,0.01472832,616703,-0.10040405,0.46770209,0.51190883,-0.04420674,-0.05619731,-0.0985689931034483,-0.09616580163218388,-0.0024031914712644223,White,214518.4575870081
133,3,797716,0.50852961,0.473065,0.80843194,0.19156806,0.05343808,0.0678155,0.00331165,0.05102646,0.01529722,606646,0.03546461,0.53007685,0.4472327,0.08284415,-0.04737954,0.03729966689655167,0.03088508836781615,0.006414578528735525,White,697640.2363097261
134,4,797736,0.2905163,0.69350561,0.88297165,0.11702835,0.01957875,0.06223187,0.00268957,0.01355477,0.0168316,607904,-0.40298931,0.31333445,0.66975347,-0.35641902,-0.04657029,-0.40115425310344827,-0.40837808163218386,0.007223828528735619,White,102006.03140435887
135,1,919790,0.25492336,0.71705501,0.83842998,0.16157002,0.00763589,0.09548865,0.00349319,0.0157484,0.03640963,688197,-0.46213165,0.27967484,0.69082806,-0.41115322,-0.05097843,-0.46029659310344834,-0.4631122816321839,0.002815688528735559,White,48196.80073009492
136,2,919316,0.35229869,0.6208007,0.7911343,0.2088657,0.01568142,0.12494133,0.00482706,0.03127566,0.02974122,688203,-0.26850201,0.38244403,0.5867675,-0.20432347,-0.06417854,-0.26666695310344823,-0.2562825316321839,-0.010384421471264317,White,171110.7456581373
137,1,753630,0.66140554,0.31185455,0.35632247,0.64367753,0.50079457,0.12043889,0.00098725,0.01949427,0.01480016,586480,0.34955099,0.72481617,0.26135252,0.46346365,-0.11391266,0.3513860468965517,0.4115045883678161,-0.06011854147126442,Black,18681722.623612028
138,2,753578,0.67606133,0.30681989,0.3539912,0.6460088,0.50120553,0.12666765,0.00093331,0.01279155,0.01633814,578585,0.36924144,0.71640499,0.27034459,0.4460604,-0.07681896,0.37107649689655176,0.39410133836781613,-0.023024841471264358,Black,3329467.3141491413
139,3,753310,0.67495238,0.3006198,0.46446313,0.53553687,0.04876525,0.41412068,0.00172345,0.07259277,0.03162046,601699,0.37433258,0.72602927,0.2557019,0.47032737,-0.09599479,0.37616763689655175,0.4183683083678161,-0.04220067147126431,Minority,40953392.32467359
140,4,753750,0.62541291,0.35160116,0.26953643,0.73046357,0.06081896,0.60007329,0.00116451,0.06891595,0.04719187,567619,0.27381175,0.71881708,0.26310808,0.455709,-0.18189725,0.2756468068965517,0.4037499383678161,-0.12810313147126437,Hispanic,31050113.121579427
141,5,754068,0.47593843,0.50070451,0.74503204,0.25496796,0.07671398,0.12551678,0.00090953,0.03205747,0.02088645,580520,-0.02476608,0.48922617,0.4885364,0.000689770000000034,-0.02545585,-0.022931023103448307,-0.051269291632183876,0.028338268528735576,White,1191562.9168380338
142,6,753527,0.52242898,0.44401702,0.63039072,0.36960928,0.09965472,0.16934819,0.00103182,0.08959792,0.01627738,573741,0.07841196,0.56589726,0.41607937,0.14981789,-0.07140593,0.08024701689655178,0.09785882836781604,-0.017611811471264262,White,7641768.463317484
143,7,753400,0.83039852,0.15008198,0.3523902,0.6476098,0.42816019,0.12371749,0.001345,0.09317436,0.01371127,620074,0.68031654,0.86567329,0.1188714,0.74680189,-0.06648535,0.6821515968965517,0.6948428283678162,-0.012691231471264476,Black,40265135.62790558
144,8,753998,0.56454246,0.41470954,0.65978202,0.34021798,0.029616,0.13197694,0.00098288,0.16981951,0.01395555,594172,0.14983292,0.59308809,0.38986115,0.20322694,-0.05339402,0.1516679768965517,0.15126787836781605,0.00040009852873564705,White,11275587.346233591
145,9,753771,0.77750252,0.19807185,0.61806242,0.38193758,0.10436681,0.11532201,0.00154735,0.15261917,0.01479868,622353,0.57943067,0.80288752,0.17992788,0.62295964,-0.04352897,0.5812657268965518,0.571000578367816,0.010265148528735744,White,42417265.98188626
146,10,752957,0.58411568,0.38927948,0.6246983,0.3753017,0.07159998,0.20469195,0.00175965,0.08549061,0.02164079,573408,0.1948362,0.6058898,0.3746257,0.2312641,-0.0364279,0.19667125689655174,0.1793050383678161,0.01736621852873562,White,4981854.366032594
147,11,754138,0.54510388,0.41488878,0.65172196,0.34827804,0.05157776,0.14815194,0.00113106,0.13620233,0.01585878,585291,0.1302151,0.58192209,0.39674414,0.18517795,-0.05496285,0.1320501568965517,0.133218888367816,-0.0011687314712643185,White,9653815.939942267
148,12,753019,0.25923814,0.72150599,0.88774623,0.11225377,0.0508253,0.02318747,0.00105221,0.01189014,0.02035681,592087,-0.46226785,0.2650855,0.71714937,-0.45206387,-0.01020398,-0.4604327931034483,-0.5040229316321839,0.04359013852873563,White,188364.5703284378
149,13,753744,0.47781354,0.49652089,0.73515739,0.26484261,0.18748231,0.03241039,0.00128243,0.02039271,0.02133919,586386,-0.01870735,0.48374074,0.49389419,-0.01015345,-0.0085539,-0.016872293103448295,-0.06211251163218392,0.04524021852873563,White,1031296.4182891588
150,14,753785,0.53100699,0.45160528,0.58416586,0.41583414,0.06190264,0.27776054,0.00119494,0.06508146,0.02687187,564047,0.07940171,0.55899636,0.42030337,0.13869299,-0.05929128,0.08123676689655168,0.08673392836781604,-0.005497161471264368,White,3047438.9952246407
151,15,754611,0.28917246,0.69002002,0.87284494,0.12715506,0.05745707,0.03768548,0.0009407,0.00970815,0.01794603,591050,-0.40084756,0.29913715,0.68133933,-0.38220218,-0.01864538,-0.3990125031034482,-0.4341612416321839,0.0351487385287357,White,172496.03827206042
152,16,753255,0.38928275,0.58866727,0.84797684,0.15202316,0.04241521,0.07484817,0.00088188,0.01351487,0.01867388,589647,-0.19938452,0.40579918,0.57334355,-0.16754437,-0.03184015,-0.19754946310344823,-0.21950343163218397,0.021953968528735733,White,216122.5687966651
153,17,753967,0.49362481,0.47862502,0.75325927,0.24674073,0.11127619,0.05026928,0.00140973,0.06538637,0.0177137,592310,0.01499979,0.49765212,0.47579783,0.02185429,-0.0068545,0.01683484689655173,-0.030104771632183912,0.04693961852873565,White,628418.9096557038
154,1,753822,0.49472395,0.48956732,0.63150493,0.36849507,0.1894632,0.14360532,0.00091854,0.01835005,0.02105568,580271,0.005156630000000051,0.53425382,0.44956415,0.08468967,-0.07953304,0.006991686896551769,0.032730608367816084,-0.02573892147126431,White,2468680.755746682
155,2,754157,0.36275794,0.62175831,0.78842225,0.21157775,0.07024887,0.09793951,0.00107312,0.01995437,0.02192351,570301,-0.25900037,0.38148994,0.60002511,-0.21853517,-0.0404652,-0.2571653131034483,-0.2704942316321839,0.013328918528735599,White,660938.1510732629
156,3,754216,0.33477695,0.64839117,0.83199515,0.16800485,0.06581538,0.05384443,0.00113181,0.02750764,0.01864296,563698,-0.31361422,0.33897078,0.63959838,-0.3006276,-0.01298662,-0.3117791631034483,-0.3525866616321839,0.04080749852873563,White,584112.4748051801
157,4,753732,0.38271412,0.59953898,0.84210262,0.15789738,0.04074254,0.04579358,0.00563418,0.04702835,0.01909138,598490,-0.21682486,0.39317773,0.58625212,-0.19307439,-0.02375047,-0.21498980310344834,-0.24503345163218396,0.03004364852873561,White,365060.95876333653
158,5,754210,0.50707205,0.47451831,0.7679272,0.2320728,0.10666175,0.0533741,0.00120844,0.05355933,0.01552092,566848,0.03255374,0.5031859,0.47644782,0.02673808,0.005815660000000056,0.034388796896551714,-0.02522098163218397,0.05960977852873569,White,2512647.166061408
159,6,753981,0.31448933,0.66753873,0.87237784,0.12762216,0.05893766,0.03402737,0.00088608,0.01122703,0.01978055,589114,-0.3530494,0.32136838,0.65810704,-0.33673866,-0.01631074,-0.35121434310344823,-0.38869772163218386,0.03748337852873564,White,541207.1346468033
160,7,753724,0.60942081,0.37454526,0.52291897,0.47708103,0.29626536,0.11908537,0.0014862,0.04643739,0.02130331,563856,0.23487555,0.6213636,0.36010501,0.26125859,-0.02638304,0.23671060689655177,0.2092995283678161,0.027411078528735665,White,9048876.674119746
161,8,753899,0.33934994,0.64403089,0.87921661,0.12078339,0.05309923,0.03068628,0.00165398,0.01336077,0.01926833,581628,-0.30468095,0.35169471,0.63001145,-0.27831674,-0.02636421,-0.3028458931034483,-0.3302758016321839,0.027429908528735635,White,440431.1149147366
162,9,753787,0.26499095,0.71785502,0.90102408,0.09897592,0.01811288,0.03231306,0.00091463,0.02353153,0.0205715,578373,-0.45286407,0.26959378,0.71021904,-0.44062526,-0.01223881,-0.4510290131034483,-0.4925843216321839,0.041555308528735645,White,475007.0549024059
163,1,734718,0.22865241,0.75372175,0.80842277,0.19157723,0.02441894,0.11904437,0.0019132,0.01237205,0.03551373,556658,-0.52506934,0.23636744,0.74380669,-0.50743925,-0.01763009,-0.5232342831034482,-0.5593983116321839,0.0361640285287357,White,41429.54719515469
164,2,734185,0.44192476,0.5382856,0.78416787,0.21583213,0.06935499,0.07937439,0.00290407,0.0284931,0.03840827,566102,-0.09636084,0.45197693,0.52222258,-0.07024565,-0.02611519,-0.09452578310344828,-0.12220471163218391,0.027678928528735623,White,276007.1862133425
165,3,734397,0.55485532,0.42781514,0.70014888,0.29985112,0.09257974,0.12194241,0.00177972,0.06032075,0.0247119,553458,0.12704018,0.55722866,0.42246887,0.13475979,-0.00771961,0.12887523689655178,0.08280072836781613,0.046074508528735646,White,6206009.989581765
166,4,734580,0.38792044,0.59469594,0.7278005,0.2721995,0.07969474,0.11371403,0.00230339,0.04073781,0.04105602,553098,-0.2067755,0.39300081,0.58356198,-0.19056117,-0.01621433,-0.20494044310344833,-0.24252023163218397,0.037579788528735635,White,492281.20231549285
167,1,750253,0.25853803,0.72806452,0.86279642,0.13720358,0.07405503,0.02906145,0.00133648,0.01047888,0.02077599,577638,-0.46952649,0.28115856,0.70316786,-0.4220093,-0.04751719,-0.4676914331034483,-0.47396836163218387,0.006276928528735591,White,246002.27410160462
168,2,751552,0.26416103,0.72187529,0.86065638,0.13934362,0.0623985,0.03296308,0.00236741,0.01857452,0.0211573,575735,-0.45771426,0.28657348,0.69703065,-0.41045717,-0.04725709,-0.4558792031034482,-0.46241623163218387,0.0065370285287356875,White,369629.2037735435
169,3,751130,0.58453481,0.39698732,0.65598692,0.34401308,0.22053577,0.06840397,0.00166781,0.03753083,0.01875101,589995,0.18754749,0.60214249,0.37906088,0.22308161,-0.03553412,0.1893825468965517,0.17112254836781607,0.01825999852873563,White,8591607.348701859
170,4,750663,0.3215082,0.66112394,0.88274953,0.11725047,0.04118918,0.03403463,0.0015819,0.01715514,0.02013635,569567,-0.33961574,0.3338429,0.64816053,-0.31431763,-0.02529811,-0.3377806831034482,-0.36627669163218385,0.02849600852873565,White,574182.348663452
171,5,751297,0.16387554,0.8242307,0.94180183,0.05819817,0.01899812,0.01321126,0.00056007,0.00514483,0.01822972,585637,-0.66035516,0.18564971,0.80210719,-0.61645748,-0.04389768,-0.6585201031034482,-0.6684165416321839,0.009896438528735695,White,229718.4855289449
172,6,750941,0.43929893,0.54080345,0.80345208,0.19654792,0.09531066,0.05096288,0.00239695,0.02892908,0.01966419,585328,-0.10150452,0.46006818,0.5195134,-0.05944522,-0.0420593,-0.09966946310344826,-0.11140428163218394,0.011734818528735667,White,816858.6675346174
173,1,780843,0.61120821,0.35123803,0.72196777,0.27803223,0.07643149,0.15224525,0.00172365,0.04079411,0.01710695,632959,0.25997018,0.65652551,0.32008238,0.33644313,-0.07647295,0.2618052368965518,0.28448406836781615,-0.02267883147126435,White,1071316.7533881718
174,2,781640,0.50707009,0.45727186,0.75712025,0.24287975,0.06614401,0.11617857,0.00138228,0.03968512,0.01582883,623609,0.04979823,0.55189539,0.42095536,0.13094003,-0.0811418,0.05163328689655177,0.07898096836781607,-0.027347681471264297,White,1589891.8118257471
175,3,780862,0.59121367,0.36919709,0.7418532,0.2581468,0.04271122,0.06570146,0.00102327,0.11744693,0.0091948,616653,0.22201658,0.63103837,0.34539237,0.285646,-0.06362942,0.22385163689655174,0.23368693836781604,-0.009835301471264303,White,4727523.23526163
176,4,781506,0.56871884,0.39384787,0.80503803,0.19496197,0.0449936,0.05057226,0.00103929,0.06168729,0.01015544,614843,0.17487097,0.6147883,0.36042729,0.25436101,-0.07949004,0.17670602689655168,0.20240194836781603,-0.02569592147126435,White,3095738.4431103165
177,5,780544,0.78044781,0.16961566,0.66555748,0.33444252,0.06767755,0.07909693,0.00144578,0.16956327,0.00831436,660544,0.61083215,0.82429297,0.15463365,0.66965932,-0.05882717,0.6126672068965517,0.6177002583678162,-0.005033051471264406,White,26440892.509763706
178,6,781210,0.58805918,0.37640778,0.69675348,0.30324652,0.06024491,0.20294258,0.00146789,0.04027452,0.01364843,617214,0.2116514,0.63934062,0.33865219,0.30068843,-0.08903703,0.2134864568965517,0.2487293683678161,-0.03524291147126438,White,5262533.364666872
179,7,781174,0.70032987,0.25776429,0.43823472,0.56176528,0.22572666,0.20980278,0.00174911,0.11780281,0.01393378,643185,0.44256558,0.77961469,0.20301161,0.57660308,-0.1340375,0.44440063689655174,0.5246440183678162,-0.08024338147126439,Minority,39390292.99218438
180,8,781499,0.60626752,0.35428504,0.68254865,0.31745135,0.13748986,0.05161538,0.00117738,0.10239185,0.00902229,617471,0.25198248,0.65819618,0.3198916,0.33830458,-0.0863221,0.2538175368965517,0.28634551836781613,-0.032527981471264435,White,6651685.186268965
181,9,780639,0.5407401,0.4278543,0.83865389,0.16134611,0.04820281,0.05769367,0.0013323,0.01780163,0.01392557,637245,0.1128858,0.58455095,0.39450859,0.19004236,-0.07715656,0.11472085689655165,0.1380832983678161,-0.023362441471264463,White,2106160.9239663742
182,1,771487,0.40169338,0.57009694,0.74548719,0.25451281,0.15856709,0.04530253,0.00151744,0.03091652,0.01932344,607604,-0.16840356,0.41489133,0.55948663,-0.1445953,-0.02380826,-0.16656850310344828,-0.1965543616321839,0.029985858528735608,White,689489.3580804153
183,2,771491,0.58625298,0.37959167,0.5988395,0.4011605,0.27174904,0.04846188,0.00120404,0.06926377,0.01453263,606291,0.20666131,0.60302952,0.36902042,0.2340091,-0.02734779,0.20849636689655177,0.18205003836781605,0.026446328528735706,White,2909200.223510679
184,3,772487,0.60644676,0.35679601,0.58819066,0.41180934,0.21981801,0.08658863,0.00214219,0.0905263,0.0200401,597053,0.24965075,0.61900309,0.35181462,0.26718847,-0.01753772,0.2514858068965517,0.21522940836781604,0.036256398528735655,White,7364034.187648558
185,4,772454,0.83546614,0.13180659,0.177855,0.822145,0.52532197,0.22814942,0.0016456,0.07342477,0.02553018,597959,0.70365955,0.87702235,0.10092459,0.77609776,-0.07243821,0.7054946068965517,0.7241386983678161,-0.018644091471264314,Black,13896869.789768213
186,5,772235,0.67310697,0.29955467,0.36914757,0.63085243,0.51439864,0.07149539,0.00205981,0.03573517,0.02237896,598598,0.3735523,0.70262294,0.27633363,0.42628931,-0.05273701,0.37538735689655167,0.37433024836781614,0.0010571085287355494,Black,1906890.8555600941
187,6,771489,0.51458562,0.45287557,0.64400334,0.35599666,0.13343453,0.10688574,0.00158465,0.10089908,0.01892244,599500,0.06171005,0.53763404,0.43653857,0.10109547,-0.03938542,0.06354510689655168,0.04913640836781611,0.014408698528735574,White,1158307.0480016663
188,7,772525,0.75498868,0.21348367,0.36283519,0.63716481,0.50931964,0.07079627,0.00123238,0.04745794,0.01893022,611826,0.54150501,0.78213387,0.19696552,0.58516835,-0.04366334,0.5433400668965517,0.5332092883678161,0.010130778528735583,Black,19050055.250134148
189,8,771235,0.73208108,0.22749828,0.50095327,0.49904673,0.14587061,0.16272086,0.00167178,0.1792676,0.01597663,596371,0.5045828,0.76637723,0.2086292,0.55774803,-0.05316523,0.5064178568965518,0.5057889683678162,0.0006288885287356813,White,7591727.956404868
190,1,681292,0.58933578,0.38776313,0.90388975,0.09611025,0.02952566,0.01855749,0.00105939,0.02069255,0.01810553,553146,0.20157265,0.59166657,0.37942439,0.21224218,-0.01066953,0.2034077068965517,0.16028311836781609,0.043124588528735595,White,782467.5605239641
191,2,681067,0.45506265,0.52523414,0.92922385,0.07077615,0.01010524,0.01327075,0.00100909,0.01178765,0.02655587,556939,-0.07017149,0.46697628,0.5045038,-0.03752752,-0.03264397,-0.06833643310344828,-0.08948658163218384,0.021150148528735556,White,74966.61277489795
192,1,775197,0.39116374,0.59412087,0.9066552,0.0933448,0.01441316,0.01641662,0.00105312,0.00857042,0.04540265,632408,-0.20295713,0.39735928,0.58713586,-0.18977658,-0.01318055,-0.20112207310344832,-0.2417356416321839,0.040613568528735565,White,92855.08343892738
193,2,775012,0.33501249,0.65015593,0.89497184,0.10502816,0.02580527,0.03772935,0.00079802,0.00844512,0.02527436,606504,-0.31514344,0.34340746,0.63938491,-0.29597745,-0.01916599,-0.31330838310344833,-0.34793651163218386,0.034628128528735556,White,263532.03882588196
194,3,775810,0.5328883,0.45035628,0.73902287,0.26097713,0.11771019,0.08821661,0.00114009,0.0349951,0.02141431,598198,0.08253202,0.53483325,0.44573002,0.08910323,-0.00657121,0.08436707689655171,0.03714416836781612,0.047222908528735584,White,3370575.9915386387
195,4,775449,0.46451043,0.52015001,0.78449618,0.21550382,0.08967443,0.07044011,0.00108287,0.02932819,0.02337747,594718,-0.05563958,0.47104436,0.51057859,-0.03953423,-0.01610535,-0.05380452310344836,-0.09149329163218398,0.037688768528735615,White,1103691.9203902853
196,5,775117,0.35831039,0.62731364,0.86584144,0.13415856,0.04886763,0.0413361,0.00077623,0.01223998,0.02484912,606782,-0.26900325,0.37101619,0.6116429,-0.24062671,-0.02837654,-0.2671681931034483,-0.29258577163218386,0.025417578528735572,White,517487.95283530426
197,6,775498,0.58949175,0.38497447,0.74072037,0.25927963,0.09379455,0.0454305,0.0011789,0.09657489,0.01885922,620068,0.20451728,0.61330798,0.3732341,0.24007388,-0.0355566,0.2063523368965517,0.18811481836781604,0.01823751852873564,White,2782720.473636265
198,7,775630,0.48341898,0.50045606,0.82309515,0.17690485,0.06739085,0.04733865,0.00117964,0.03544614,0.02209539,613748,-0.01703708,0.49388334,0.48881912,0.00506422,-0.0221013,-0.015202023103448264,-0.0468948416321839,0.03169281852873564,White,967477.270495781
199,8,775257,0.48285118,0.50286159,0.76241228,0.23758772,0.15150801,0.04434984,0.00081451,0.01484099,0.02309166,606496,-0.02001041,0.50249627,0.48237006,0.02012621,-0.04013662,-0.018175353103448262,-0.03183285163218393,0.013657498528735677,White,1190270.6541214676
200,9,774772,0.3228947,0.66358794,0.89365646,0.10634354,0.02978105,0.03000271,0.00060751,0.01878022,0.01966686,609045,-0.34069324,0.33997786,0.64633871,-0.30636085,-0.03433239,-0.3388581831034483,-0.35831991163218385,0.019461728528735588,White,577684.6711897803
